team_owner,position_slot,player_type,player_name,price,is_keeper
COLLETTE,1B,batter,C.J. Cron,15,FALSE
COLLETTE,2B,batter,Neil Walker,9,FALSE
COLLETTE,3B,batter,Nick Castellanos,19,FALSE
COLLETTE,C,batter,Jonathan Lucroy,13,FALSE
COLLETTE,C,batter,Chance Sisco,3,FALSE
COLLETTE,CI,batter,Rafael Devers,19,FALSE
COLLETTE,MI,batter,Brandon Drury,7,FALSE
COLLETTE,OF,batter,Delino Deshields,23,FALSE
COLLETTE,OF,batter,Kole Calhoun,18,FALSE
COLLETTE,OF,batter,Stephen Piscotty,15,FALSE
COLLETTE,OF,batter,Mikie Mahtook,10,FALSE
COLLETTE,P,pitcher,Garrett Richards,16,FALSE
COLLETTE,P,pitcher,Lance McCullers,13,FALSE
COLLETTE,P,pitcher,Blake Treinen,13,FALSE
COLLETTE,P,pitcher,Cam Bedrosian,7,FALSE
COLLETTE,P,pitcher,Chad Green,6,FALSE
COLLETTE,P,pitcher,Collin McHugh,4,FALSE
COLLETTE,P,pitcher,Jake Junis,4,FALSE
COLLETTE,P,pitcher,Alex Cobb,4,FALSE
COLLETTE,P,pitcher,Reynaldo Lopez,4,FALSE
COLLETTE,SS,batter,Xander Bogaerts,23,FALSE
COLLETTE,SW,batter,Austin Hays,2,FALSE
COLLETTE,UT,batter,Kendrys Morales,13,FALSE
COLTON/WOLF,1B,batter,Jose Abreu,27,FALSE
COLTON/WOLF,2B,batter,Robinson Cano,20,FALSE
COLTON/WOLF,3B,batter,Jose Ramirez,30,FALSE
COLTON/WOLF,C,batter,Gary Sanchez,29,FALSE
COLTON/WOLF,C,batter,Max Stassi,1,FALSE
COLTON/WOLF,CI,batter,Mitch Moreland,4,FALSE
COLTON/WOLF,MI,batter,Zack Cozart,9,FALSE
COLTON/WOLF,OF,batter,Andrew Benintendi,28,FALSE
COLTON/WOLF,OF,batter,Nicky Delmonico,6,FALSE
COLTON/WOLF,OF,batter,Lonnie Chisenhall,4,FALSE
COLTON/WOLF,OF,batter,Willie Calhoun,3,FALSE
COLTON/WOLF,P,pitcher,Luis Severino,28,FALSE
