year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2021,al,Rick Wolf/Glenn Colton,Shane McClanahan,6500,TB,P,177,act,active,P,24,10,6,0,119.3,37,13,136,3.39,1.274
2021,al,Rick Wolf/Glenn Colton,Eli Morgan,7390,Cle,P,31,act,active,P,8,2,3,0,37.3,11,10,31,6.75,1.393
2021,al,Rick Wolf/Glenn Colton,Kris Bubic,6847,KC,P,8,act,active,P,7,2,1,0,37.0,13,2,32,3.16,1.189
2021,al,Rick Wolf/Glenn Colton,Lance McCullers,3814,Hou,P,18,act,active,P,11,5,3,0,64.7,28,6,70,3.06,1.222
2021,al,Rick Wolf/Glenn Colton,Cal Quantrill,5797,Cle,P,7,act,active,P,15,6,1,0,81.3,26,9,74,2.1,1.033
2021,al,Rick Wolf/Glenn Colton,Emmanuel Clase,7033,Cle,P,3,act,active,P,71,4,5,24,69.7,16,2,74,1.29,0.962
2021,al,Rick Wolf/Glenn Colton,Jose Suarez,6592,LAA,P,22,act,active,P,3,1,1,0,15.7,5,2,9,4.6,1.213
2021,al,Rick Wolf/Glenn Colton,Jordan Romano,6417,Tor,P,4,act,active,P,61,7,0,23,62.7,23,7,85,2.01,1.021
2021,al,Rick Wolf/Glenn Colton,Kyle Gibson,2705,Phi,P,0,act,active,P,29,8,9,0,170.7,63,17,142,3.96,1.23
2021,al,Rick Wolf/Glenn Colton,Matt Manning,6031,Det,P,7,act,active,P,11,2,5,0,49.7,20,8,30,7.79,1.711
2021,al,Rick Wolf/Glenn Colton,Luis Gil,7074,NYY,P,56,rel,previously_active,,2,0,1,0,10.3,5,4,14,6.1,1.452
2021,al,Rick Wolf/Glenn Colton,*Ryan Thompson,7278,TB,P,2,rel,previously_active,,5,1,1,0,4.3,3,0,2,6.23,1.615
2021,al,Rick Wolf/Glenn Colton,*Brad Keller,6330,KC,P,20,dis,previously_active,P,1,0,0,0,4.3,4,1,3,4.15,2.077
2021,al,Rick Wolf/Glenn Colton,Michael Pineda,3175,Min,P,10,rel,previously_active,,3,0,2,0,12.7,1,3,12,5.68,1.342
2021,al,Rick Wolf/Glenn Colton,*Bailey Ober,7533,Min,P,3,rel,previously_active,,3,0,0,0,14.3,3,2,14,3.77,1.047
2021,al,Rick Wolf/Glenn Colton,Jordan Lyles,2695,Tex,P,13,rel,previously_active,,3,0,2,0,12.7,6,4,13,10.66,2.211
2021,al,Rick Wolf/Glenn Colton,*Patrick Sandoval,6641,LAA,P,1,rel,previously_active,,16,3,6,1,85.0,34,11,90,3.71,1.2
2021,al,Rick Wolf/Glenn Colton,Griffin Canning,6578,LAA,P,7,rel,previously_active,,14,5,4,0,62.7,28,14,62,5.6,1.484
2021,al,Rick Wolf/Glenn Colton,Justus Sheffield,5115,Sea,P,7,rel,previously_active,,7,3,3,0,39.0,13,5,31,4.62,1.462
2021,al,Rick Wolf/Glenn Colton,Jake Diekman,3843,Oak,P,2,res,previously_active,P,44,2,2,7,40.7,23,6,56,3.1,1.328
2021,al,Rick Wolf/Glenn Colton,Shane Bieber,6086,Cle,P,35,rel,previously_active,,14,7,4,0,90.7,33,11,130,3.28,1.246
2021,al,Rick Wolf/Glenn Colton,Mike Foltynewicz,3222,Tex,P,2,rel,previously_active,,3,0,2,0,14.0,4,8,11,9.64,1.429
2021,al,Rick Wolf/Glenn Colton,Taylor Hearn,6161,Tex,P,1,res,previously_active,P,2,2,0,0,13.0,0,4,6,4.15,0.923
2021,al,Rick Wolf/Glenn Colton,Josh Sborz,6040,Tex,P,2,rel,previously_active,,4,0,0,0,3.3,1,1,4,8.1,2.1
2021,al,Rick Wolf/Glenn Colton,Jackson Kowar,6523,KC,P,62,rel,previously_active,,2,0,1,0,7.0,7,2,8,14.14,2.143
2021,al,Rick Wolf/Glenn Colton,*Keegan Akin,6550,Bal,P,3,rel,previously_active,,3,0,2,0,14.7,7,2,13,6.75,1.568
2021,al,Rick Wolf/Glenn Colton,Brad Hand,3496,NYM,P,451,rel,previously_active,,7,0,1,0,5.3,1,1,5,3.38,0.938
2021,al,Rick Wolf/Glenn Colton,Kendall Graveman,5031,Hou,P,0,rel,previously_active,,25,4,0,8,28.3,7,0,33,0.0,0.6
2021,al,Rick Wolf/Glenn Colton,Luis Garcia,7302,Hou,P,0,res,previously_active,P,6,2,1,0,33.7,12,2,24,2.67,1.277
2021,al,Rick Wolf/Glenn Colton,J.P. Feyereisen,6007,TB,P,44,rel,previously_active,,19,4,1,2,20.3,14,2,15,2.66,1.377
2021,al,Rick Wolf/Glenn Colton,Keynan Middleton,5876,Sea,P,26,rel,previously_active,,6,0,0,2,6.7,4,1,6,5.4,0.9
2021,al,Rick Wolf/Glenn Colton,*Dylan Bundy,3751,LAA,P,2,rel,previously_active,,2,1,0,0,11.0,4,0,9,1.64,0.909
2021,al,Rick Wolf/Glenn Colton,*Brad Keller,6330,KC,P,20,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2021,al,Rick Wolf/Glenn Colton,Taylor Hearn,6161,Tex,P,1,res,reserved,P,3,0,2,0,14.0,8,0,9,9.0,1.857
2021,al,Rick Wolf/Glenn Colton,Jake Diekman,3843,Oak,P,2,res,reserved,P,23,1,1,0,20.0,11,4,27,5.4,1.35
2021,al,Rick Wolf/Glenn Colton,Luis Garcia,7302,Hou,P,0,res,reserved,P,1,0,1,0,5.0,2,2,6,5.4,1.8
2021,al,Rick Wolf/Glenn Colton,Michael Pineda,3175,Min,P,10,rel,previously_reserved,,1,0,1,0,6.0,0,1,3,3.0,1.167
2021,al,Rick Wolf/Glenn Colton,Jordan Lyles,2695,Tex,P,13,rel,previously_reserved,,5,1,1,0,27.0,12,2,23,4.33,1.519
2021,al,Rick Wolf/Glenn Colton,Eli Morgan,7390,Cle,P,31,act,previously_reserved,P,3,0,1,0,18.7,6,1,19,1.93,1.071
2021,al,Rick Wolf/Glenn Colton,*Hunter Harvey,4796,Bal,P,1,rel,previously_reserved,,9,0,0,0,8.7,3,1,6,4.15,1.269
2021,al,Rick Wolf/Glenn Colton,Brad Hand,3496,NYM,P,451,rel,previously_reserved,,4,0,1,0,3.0,2,2,0,15.0,3.667
2021,al,Rick Wolf/Glenn Colton,Kendall Graveman,5031,Hou,P,0,rel,previously_reserved,,13,0,0,2,13.7,1,2,13,3.29,0.951
2021,al,Rick Wolf/Glenn Colton,J.P. Feyereisen,6007,TB,P,44,rel,previously_reserved,,3,0,0,0,3.7,0,0,2,0.0,0.818
2021,al,Rick Wolf/Glenn Colton,Cal Quantrill,5797,Cle,P,7,act,previously_reserved,P,7,0,0,0,11.7,5,2,5,1.54,1.371
2021,al,Rick Wolf/Glenn Colton,Keynan Middleton,5876,Sea,P,26,rel,previously_reserved,,5,0,0,0,4.7,2,0,2,1.93,0.857
2021,al,Rick Wolf/Glenn Colton,*Dylan Bundy,3751,LAA,P,2,rel,previously_reserved,,1,0,1,0,4.0,0,2,2,6.75,1.0
2021,al,Rick Wolf/Glenn Colton,Justus Sheffield,5115,Sea,P,7,rel,previously_reserved,,4,2,2,0,19.7,11,4,14,5.95,1.881
2021,al,Rick Wolf/Glenn Colton,*Patrick Sandoval,6641,LAA,P,1,rel,previously_reserved,,1,0,0,0,2.0,2,0,4,0.0,1.5
2021,al,Rick Wolf/Glenn Colton,Mike Foltynewicz,3222,Tex,P,2,rel,previously_reserved,,2,0,0,0,5.0,2,0,3,3.6,1.0
2021,al,Rick Wolf/Glenn Colton,Josh Sborz,6040,Tex,P,2,rel,previously_reserved,,4,0,0,0,3.7,1,1,8,4.91,1.091
2021,al,Rick Wolf/Glenn Colton,Jordan Romano,6417,Tor,P,4,act,previously_reserved,P,1,0,1,0,0.3,2,0,0,27.0,6.0
2021,al,Rick Wolf/Glenn Colton,Matt Manning,6031,Det,P,7,act,previously_reserved,P,3,1,1,0,14.0,6,0,13,2.57,1.0
2021,al,Rick Wolf/Glenn Colton,*Keegan Akin,6550,Bal,P,3,rel,previously_reserved,,3,0,2,0,11.3,6,5,11,11.91,2.294
2021,al,Rick Wolf/Glenn Colton,Kyle Gibson,2705,Phi,P,0,act,previously_reserved,P,2,2,0,0,11.3,1,0,13,0.0,1.059
2021,al,Chris Liss,Lucas Giolito,4040,CWS,P,29,act,active,P,31,11,9,0,178.7,52,27,201,3.53,1.103
2021,al,Chris Liss,Michael Fulmer,3808,Det,P,45,act,active,P,41,4,5,13,54.0,18,5,51,3.17,1.352
2021,al,Chris Liss,Alex Cobb,3431,LAA,P,1,act,active,P,16,6,3,0,83.3,31,5,89,4.1,1.32
2021,al,Chris Liss,Chris Sale,3309,Bos,P,4,act,active,P,9,5,1,0,42.7,12,6,52,3.16,1.336
2021,al,Chris Liss,Paul Sewald,5666,Sea,P,13,act,active,P,43,5,1,11,45.3,14,10,72,3.57,1.015
2021,al,Chris Liss,Cristian Javier,7089,Hou,P,6,act,active,P,33,3,1,2,96.3,50,13,122,3.18,1.152
2021,al,Chris Liss,Garrett Crochet,7365,CWS,P,13,act,active,P,25,1,0,0,24.7,9,1,27,2.55,1.014
2021,al,Chris Liss,Carlos Rodon,4437,CWS,P,0,act,active,P,24,13,5,0,132.7,36,13,185,2.37,0.957
2021,al,Chris Liss,Luis Severino,4997,NYY,P,2,act,active,P,4,1,0,0,6.0,1,0,8,0.0,0.5
2021,al,Chris Liss,Kendall Graveman,5031,Hou,P,10,rel,previously_active,,6,0,1,0,5.0,6,1,6,7.2,2.2
2021,al,Chris Liss,Mike King,6856,NYY,P,13,rel,previously_active,,2,0,1,0,8.3,3,1,13,2.16,1.44
2021,al,Chris Liss,*Tyler Glasnow,4597,TB,P,27,dis,previously_active,P,14,5,2,0,88.0,27,10,123,2.66,0.932
2021,al,Chris Liss,Josh Sborz,6040,Tex,P,77,rel,previously_active,,2,0,1,0,1.7,3,1,4,16.2,3.0
2021,al,Chris Liss,*Wade Davis,1479,KC,P,1,rel,previously_active,,2,0,1,0,1.7,1,0,1,10.8,3.0
2021,al,Chris Liss,Greg Holland,3343,KC,P,0,rel,previously_active,,39,2,2,6,38.0,16,6,37,4.74,1.289
2021,al,Chris Liss,*Nick Sandlin,7392,Cle,P,45,dis,previously_active,P,18,0,1,0,14.3,9,2,19,4.4,1.744
2021,al,Chris Liss,*Zack Britton,3134,NYY,P,32,rel,previously_active,,2,0,0,0,1.3,1,1,2,13.5,2.25
2021,al,Chris Liss,Glenn Otto,7640,Tex,P,101,rel,previously_active,,2,0,1,0,8.0,2,0,9,11.25,1.75
2021,al,Chris Liss,*Julio Teheran,2098,Det,P,0,dis,previously_active,P,1,1,0,0,5.0,3,1,3,1.8,1.4
2021,al,Chris Liss,Matt Wisler,4486,TB,P,1,dis,previously_active,P,11,1,2,1,13.0,1,0,15,3.46,1.077
2021,al,Chris Liss,Nate Pearson,6191,Tor,P,3,res,previously_active,P,1,0,0,0,1.0,0,0,3,0.0,1.0
2021,al,Chris Liss,Mike Foltynewicz,3222,Tex,P,1,rel,previously_active,,11,1,6,0,59.3,17,12,39,5.16,1.399
2021,al,Chris Liss,Hansel Robles,4252,Bos,P,35,res,previously_active,P,2,0,0,0,2.0,0,0,3,0.0,0.5
2021,al,Chris Liss,*Matthew Boyd,5373,Det,P,9,dis,previously_active,P,15,3,8,0,78.7,23,9,67,3.89,1.271
2021,al,Chris Liss,Lou Trivino,6306,Oak,P,41,rel,previously_active,,58,5,7,21,57.7,32,4,48,3.59,1.353
2021,al,Chris Liss,*Matthew Boyd,5373,Det,P,9,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2021,al,Chris Liss,Hansel Robles,4252,Bos,P,35,res,reserved,P,7,0,0,2,6.3,3,0,5,0.0,0.789
2021,al,Chris Liss,Nate Pearson,6191,Tor,P,3,res,reserved,P,6,0,0,0,6.7,5,0,10,1.35,1.2
2021,al,Chris Liss,Matt Wisler,4486,TB,P,1,dis,reserved,P,3,0,0,0,2.0,1,0,2,4.5,1.5
2021,al,Chris Liss,*Julio Teheran,2098,Det,P,0,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2021,al,Chris Liss,*Nick Sandlin,7392,Cle,P,45,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2021,al,Chris Liss,*Tyler Glasnow,4597,TB,P,27,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2021,al,Chris Liss,Lou Trivino,6306,Oak,P,41,rel,previously_reserved,,5,1,0,0,6.7,0,0,9,1.35,0.75
2021,al,Chris Liss,Garrett Crochet,7365,CWS,P,13,act,previously_reserved,P,7,0,1,0,6.7,3,0,11,2.7,1.2
2021,al,Chris Liss,Mike Foltynewicz,3222,Tex,P,1,rel,previously_reserved,,2,0,1,0,9.7,0,4,8,7.45,1.552
2021,al,Chris Liss,Michael Fulmer,3808,Det,P,45,act,previously_reserved,P,8,1,1,1,8.7,2,0,12,2.08,1.385
2021,al,Chris Liss,Alex Cobb,3431,LAA,P,1,act,previously_reserved,P,2,2,0,0,10.0,2,0,9,0.9,0.8
2021,al,Chris Liss,Greg Holland,3343,KC,P,0,rel,previously_reserved,,10,0,3,1,9.3,8,2,11,8.68,2.036
2021,al,Chris Liss,*Zack Britton,3134,NYY,P,32,rel,previously_reserved,,13,0,0,0,12.0,9,0,8,4.5,1.583
2021,al,Chris Liss,Cristian Javier,7089,Hou,P,6,act,previously_reserved,P,3,1,0,0,5.0,3,3,8,10.8,1.8
2021,al,Chris Liss,Mike King,6856,NYY,P,13,rel,previously_reserved,,1,0,0,0,3.0,0,0,2,3.0,0.667
2021,al,Ryan Bloomfield,Hyun-Jin Ryu,2609,Tor,P,23,act,active,P,24,11,8,0,129.3,32,19,105,4.8,1.276
2021,al,Ryan Bloomfield,Ian Kennedy,990,Phi,P,3,act,active,P,54,3,1,26,55.3,17,11,61,3.09,1.084
2021,al,Ryan Bloomfield,Ryan Pressly,4263,Hou,P,21,act,active,P,64,5,3,26,64.0,13,4,81,2.25,0.969
2021,al,Ryan Bloomfield,Jose Berrios,4464,Tor,P,22,act,active,P,6,3,2,0,39.0,5,5,42,3.46,0.795
2021,al,Ryan Bloomfield,*Jaime Barria,6297,LAA,P,10,act,active,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2021,al,Ryan Bloomfield,Matt Barnes,3665,Bos,P,12,act,active,P,6,0,0,0,5.0,3,1,6,3.6,1.6
2021,al,Ryan Bloomfield,*Bailey Ober,7533,Min,P,4,act,active,P,8,2,2,0,40.0,4,7,40,3.15,1.075
2021,al,Ryan Bloomfield,Nathan Eovaldi,3809,Bos,P,11,act,active,P,32,11,9,0,182.3,35,15,195,3.75,1.19
2021,al,Ryan Bloomfield,Sean Manaea,4443,Oak,P,11,act,active,P,32,11,10,0,179.3,41,25,194,3.91,1.227
2021,al,Ryan Bloomfield,Reynaldo Lopez,5047,CWS,P,4,act,active,P,12,3,4,0,40.7,9,8,36,4.43,1.082
2021,al,Ryan Bloomfield,*Tanner Scott,5757,Bal,P,3,res,previously_active,P,3,1,0,0,2.7,2,1,2,10.12,1.125
2021,al,Ryan Bloomfield,Collin McHugh,4190,TB,P,6,trd,previously_active,,14,5,0,1,29.0,2,1,33,0.31,0.483
2021,al,Ryan Bloomfield,Andrew Heaney,4146,NYY,P,12,rel,previously_active,,2,0,1,0,2.3,0,1,2,23.14,3.0
2021,al,Ryan Bloomfield,Matt Shoemaker,3979,SF,P,1,rel,previously_active,,8,1,5,0,36.3,13,9,27,7.68,1.514
2021,al,Ryan Bloomfield,Mike Mayers,5215,LAA,P,6,rel,previously_active,,3,0,0,0,3.0,2,0,1,0.0,0.667
2021,al,Ryan Bloomfield,Daniel Coulombe,5043,Min,P,2,rel,previously_active,,3,0,0,0,3.7,0,0,2,4.91,1.364
2021,al,Ryan Bloomfield,Enoli Paredes,7113,Hou,P,0,rel,previously_active,,2,0,0,0,1.3,4,0,2,0.0,4.5
2021,al,Ryan Bloomfield,Michael Pineda,3175,Min,P,10,trd,previously_active,,7,2,2,0,38.7,10,8,39,2.79,1.009
2021,al,Ryan Bloomfield,*Darren O'Day,1964,NYY,P,3,rel,previously_active,,2,0,0,0,1.7,0,0,1,0.0,1.8
2021,al,Ryan Bloomfield,James Kaprielian,5391,Oak,P,42,trd,previously_active,,13,4,4,0,72.7,24,11,73,3.47,1.17
