year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2025,nl,Grey Albright,Ronny Henriquez,7906,Mia,P,27,act,active,P,26,4,0,4,28.3,10,2,35,2.22,0.953
2025,nl,Grey Albright,Ranger Suarez,6308,Bos,P,10,act,active,P,23,10,8,0,141.0,34,14,132,3.06,1.213
2025,nl,Grey Albright,Emilio Pagan,6169,Cin,P,13,act,active,P,70,2,4,32,68.7,22,10,81,2.88,0.917
2025,nl,Grey Albright,Robbie Ray,3685,SF,P,14,act,active,P,32,11,8,0,182.3,73,22,186,3.65,1.212
2025,nl,Grey Albright,Jacob Misiorowski,8621,Mil,P,13,act,active,P,13,4,3,0,59.7,24,8,79,4.07,1.19
2025,nl,Grey Albright,Brandon Sproat,8999,Mil,P,23,act,active,P,3,0,1,0,14.7,3,0,10,4.91,1.227
2025,nl,Grey Albright,Andrew Abbott,8135,Cin,P,0,act,active,P,27,9,7,0,157.3,36,17,140,2.75,1.125
2025,nl,Grey Albright,Andrew Saalfrank,8728,Ari,P,37,act,active,P,11,1,0,1,11.7,5,0,8,0.77,1.029
2025,nl,Grey Albright,Jake Irvin,7429,Was,P,2,act,active,P,29,9,11,0,160.7,52,32,107,5.15,1.357
2025,nl,Grey Albright,Alex Vesia,7204,LAD,P,3,rel,previously_active,,5,0,0,0,5.0,1,1,7,1.8,0.6
2025,nl,Grey Albright,Roki Sasaki,8158,LAD,P,18,rel,previously_active,,8,1,1,0,34.3,22,6,24,4.72,1.485
2025,nl,Grey Albright,MacKenzie Gore,6188,Tex,P,10,dis,previously_active,P,26,4,13,0,138.3,55,19,160,4.36,1.402
2025,nl,Grey Albright,Shelby Miller,2839,ChC,P,13,rel,previously_active,,36,2,3,9,33.3,11,5,39,3.78,1.23
2025,nl,Grey Albright,Pierce Johnson,4507,Cin,P,13,rel,previously_active,,2,0,0,0,2.0,0,0,3,0.0,1.5
