year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2022,mixed,Tim Heaney,Ryan Pressly,4263,ChC,P,22,act,active,P,47,2,3,31,45.3,13,3,64,2.779,0.9044
2022,mixed,Tim Heaney,Mitch Keller,5144,Pit,P,7,act,active,P,23,3,9,0,121.7,44,8,101,3.625,1.3726
2022,mixed,Tim Heaney,JP Sears,7892,Oak,P,36,act,active,P,8,3,2,0,40.7,17,4,31,3.762,1.4508
2022,mixed,Tim Heaney,Max Fried,4194,NYY,P,21,act,active,P,29,13,7,0,178.3,32,11,164,2.473,1.0318
2022,mixed,Tim Heaney,Miles Mikolas,3895,StL,P,46,act,active,P,31,11,13,0,192.0,36,25,145,3.328,1.026
2022,mixed,Tim Heaney,Josh Hader,4656,Hou,P,25,act,active,P,25,2,3,9,20.3,11,5,31,10.18,1.8197
2022,mixed,Tim Heaney,Kyle Finnegan,6364,Was,P,23,act,active,P,22,4,2,7,25.0,9,1,19,3.24,1.12
2022,mixed,Tim Heaney,Shane Bieber,6086,Cle,P,29,act,active,P,31,13,8,0,200.0,36,18,198,2.88,1.04
2022,mixed,Tim Heaney,Cristian Javier,7089,Hou,P,1,act,active,P,27,11,9,0,140.3,51,17,182,2.694,0.962
2022,mixed,Tim Heaney,Brad Hand,3496,FA,P,46,rel,previously_active,,8,0,0,2,7.3,2,0,5,2.455,0.8182
2022,mixed,Tim Heaney,Art Warren,6374,NYY,P,11,rel,previously_active,,8,0,1,2,7.0,5,1,7,7.714,1.8571
2022,mixed,Tim Heaney,Hunter Strickland,2873,LAA,P,36,res,previously_active,P,8,2,0,2,8.0,2,2,3,3.375,1.0
2022,mixed,Tim Heaney,Jack Flaherty,5103,Det,P,3,rel,previously_active,,2,0,0,0,5.0,7,1,3,3.6,2.2
2022,mixed,Tim Heaney,Trevor Rogers,6201,Bal,P,17,dis,previously_active,P,22,4,11,0,103.3,40,14,104,5.226,1.4613
2022,mixed,Tim Heaney,Chad Kuhl,5552,Atl,P,11,rel,previously_active,,5,1,2,0,24.0,13,3,12,4.875,1.9167
2022,mixed,Tim Heaney,Jake Diekman,3843,Atl,P,36,rel,previously_active,,3,0,0,0,1.7,3,1,1,5.4,3.6
2022,mixed,Tim Heaney,Joe Barlow,7032,Tex,P,4,res,previously_active,P,3,0,0,0,3.0,0,1,1,6.0,1.3333
2022,mixed,Tim Heaney,Yerry De Los Santos,7563,NYY,P,46,dis,previously_active,P,3,0,0,0,2.7,1,0,3,10.125,1.875
2022,mixed,Tim Heaney,Michael Pineda,3175,FA,P,0,rel,previously_active,,5,0,3,0,19.7,4,4,11,6.407,1.5254
2022,mixed,Tim Heaney,Jordan Hicks,6366,SF,P,26,rel,previously_active,,3,1,1,0,7.0,4,0,8,1.286,1.0
2022,mixed,Tim Heaney,Ian Kennedy,990,Tex,P,66,res,previously_active,P,16,1,2,6,13.7,4,4,11,3.293,1.4634
2022,mixed,Tim Heaney,Josh Staumont,5739,Cin,P,0,rel,previously_active,,14,1,1,3,12.7,8,0,17,2.842,1.3421
2022,mixed,Tim Heaney,Anthony Bass,3754,FA,P,11,trd,previously_active,,2,0,1,0,2.0,1,0,1,4.5,1.0
2022,mixed,Tim Heaney,Bruce Zimmermann,6666,Mil,P,41,rel,previously_active,,6,1,3,0,31.7,5,11,23,5.4,1.3263
2022,mixed,Tim Heaney,Trevor Williams,4867,Was,P,36,rel,previously_active,,3,1,0,0,10.7,2,1,7,1.688,1.2188
2022,mixed,Tim Heaney,Cole Sulser,6351,TB,P,87,rel,previously_active,,4,0,2,0,2.0,1,1,3,22.5,2.5
2022,mixed,Tim Heaney,Jake McGee,1481,Was,P,1,rel,previously_active,,19,1,1,3,17.7,5,1,10,5.604,1.3019
2022,mixed,Tim Heaney,Tanner Scott,5757,LAD,P,44,rel,previously_active,,2,0,0,0,1.0,2,0,2,0.0,3.0
2022,mixed,Tim Heaney,Luis Patino,6841,SD,P,7,rel,previously_active,,1,0,1,0,0.7,0,0,0,13.5,1.5
2022,mixed,Tim Heaney,Ian Kennedy,990,Tex,P,66,res,reserved,P,31,1,4,3,26.7,12,6,25,6.75,1.65
2022,mixed,Tim Heaney,Yerry De Los Santos,7563,NYY,P,46,dis,reserved,P,2,0,0,0,1.3,3,0,1,27.0,3.75
2022,mixed,Tim Heaney,Joe Barlow,7032,Tex,P,4,res,reserved,P,6,0,0,0,5.7,5,1,6,7.941,1.9412
2022,mixed,Tim Heaney,Hunter Strickland,2873,LAA,P,36,res,reserved,P,31,1,1,2,29.7,13,5,33,5.157,1.4494
2022,mixed,Tim Heaney,Trevor Rogers,6201,Bal,P,17,dis,reserved,P,1,0,0,0,3.7,5,1,2,12.273,2.7273
2022,mixed,Tim Heaney,Jack Flaherty,5103,Det,P,3,rel,previously_reserved,,1,0,0,0,3.0,2,0,3,9.0,2.0
2022,mixed,Tim Heaney,Josh Hader,4656,Hou,P,25,act,previously_reserved,P,1,0,0,1,1.0,0,0,1,0.0,1.0
2022,mixed,Tim Heaney,Kyle Finnegan,6364,Was,P,23,act,previously_reserved,P,5,0,0,3,5.0,0,1,8,1.8,0.4
2022,mixed,Tim Heaney,Brad Hand,3496,FA,P,46,rel,previously_reserved,,19,1,1,1,17.3,9,2,12,3.635,1.5
2022,mixed,Tim Heaney,Cristian Javier,7089,Hou,P,1,act,previously_reserved,P,3,0,0,0,8.3,1,0,12,0.0,0.72
