year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,g,r,hr,rbi,sb,so,bb,avg,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2017,nl,Grey Albright,Paul Goldschmidt,3159,Ari,1B,40,act,active,"1B,CI,SW",558,155,117,36,120,18,147,94,0.404,0.111,0.563,2,0,151,0,0,0,0
2017,nl,Grey Albright,Adam Lind,1587,FA,CI,5,act,active,"1B,CI,OF,SW",262,115,37,13,56,1,47,28,0.358,0.182,0.496,7,0,39,0,0,0,25
2017,nl,Grey Albright,Zack Cozart,3043,LAA,MI,5,act,active,"SS,SW,MI",438,122,80,24,63,3,78,62,0.385,0.286,0.548,1,0,0,0,0,112,0
2017,nl,Grey Albright,Scooter Gennett,3277,Cin,2B,0,act,active,"2B,3B,SW,MI,OF",426,129,72,22,79,3,107,28,0.339,0.261,0.5,3,0,0,99,10,0,15
2017,nl,Grey Albright,Freddy Galvis,3005,SD,SS,7,act,active,"SS,MI,SW",608,162,71,12,61,14,111,45,0.309,0.421,0.382,0,0,0,0,0,155,2
2017,nl,Grey Albright,Maikel Franco,4021,Phi,3B,22,act,active,"3B,CI,SW",575,154,66,24,76,0,95,41,0.281,0.222,0.409,2,0,2,0,144,0,0
2017,nl,Grey Albright,Tommy Pham,5041,TB,OF,61,act,active,"OF,SW",432,125,92,20,68,24,114,69,0.405,0.44,0.498,0,0,0,0,0,0,119
2017,nl,Grey Albright,Keon Broxton,3265,Mil,OF,19,act,active,"OF,SW",405,140,65,20,48,21,172,38,0.295,0.0,0.42,0,0,0,0,0,0,139
2017,nl,Grey Albright,Trea Turner,4555,Was,OF,30,act,active,"SS,OF,MI,2B,SW",403,95,73,11,43,46,78,29,0.336,0.429,0.452,0,0,0,0,0,95,0
2017,nl,Grey Albright,Giancarlo Stanton,2378,NYY,OF,28,act,active,"OF,SW",597,159,123,59,132,2,163,85,0.376,0.323,0.631,4,0,0,0,0,0,149
2017,nl,Grey Albright,Rene Rivera,818,Atl,C,1,act,active,"C,SW",36,16,7,2,12,0,12,4,0.45,0.375,0.694,0,71,1,0,0,0,0
2017,nl,Grey Albright,Austin Hedges,4064,SD,C,5,act,active,"C,SW",383,119,36,18,55,4,119,23,0.265,0.267,0.402,1,115,0,0,0,0,0
2017,nl,Grey Albright,Pat Valaika,5853,Col,UT,0,act,active,"2B,3B,OF,CI,1B,SW,SS",101,59,13,6,21,0,29,3,0.269,0.167,0.455,2,0,5,8,19,22,5
2017,nl,Grey Albright,Jordan Luplow,5227,Pit,SW,1,act,active,OF,42,14,5,2,5,0,12,3,0.277,0.308,0.429,0,0,0,0,0,0,23
2017,nl,Grey Albright,Jae-gyun Hwang,5997,FA,CI,73,rel,previously_active,,36,13,0,0,2,0,9,4,0.175,0.0,0.083,0,0,3,0,15,0,0
2017,nl,Grey Albright,Michael Conforto,4911,NYM,OF,10,rel,previously_active,,373,109,72,27,68,2,113,57,0.384,0.0,0.555,1,0,0,0,0,0,97
2017,nl,Grey Albright,Daniel Nava,3308,FA,OF,3,rel,previously_active,,8,4,0,0,0,0,4,0,0.0,0.0,0.0,1,0,4,0,0,0,49
2017,nl,Grey Albright,Devin Mesoraco,1987,NYM,C,3,dis,previously_active,"C,SW",131,49,15,6,14,1,36,15,0.305,0.0,0.397,2,40,0,0,0,0,0
2017,nl,Grey Albright,Ryan Hanigan,334,FA,C,2,rel,previously_active,,39,12,4,0,3,0,10,5,0.348,0.0,0.308,0,30,0,0,0,0,0
2017,nl,Grey Albright,Alen Hanson,4120,SF,UT,1,rel,previously_active,,1,2,1,0,0,0,0,0,1.0,0.0,1.0,5,0,0,28,2,2,38
2017,nl,Grey Albright,Dustin Garneau,4808,CWS,UT,11,rel,previously_active,,56,18,3,1,4,0,21,3,0.25,0.0,0.339,0,40,0,0,0,0,0
