year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Howie Kendrick,739,Was,1B,19,act,"1B,2B,MI,OF,CI",active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Jemile Weeks,2333,ChC,2B,27,act,2B,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Derek Jeter,1010,FA,SS,21,act,"SS,MI",active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Danny Valencia,2398,FA,3B,13,act,"3B,CI",active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Leonys Martin,3737,FA,OF,6,act,OF,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Peter Bourjos,2154,FA,OF,15,act,OF,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Eric Thames,2895,Oak,OF,26,act,"UT,OF",active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Nick Markakis,134,Atl,OF,22,act,OF,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Melvin Upton,1476,FA,OF,29,act,OF,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Jason Varitek,175,Bos,C,2,act,C,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Carlos Santana,2181,Ari,C,19,act,"1B,C",active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Adam Kennedy,1409,FA,UT,0,act,"3B,1B,2B,CI,MI",active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Gio Gonzalez,1084,Mia,P,15,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Bruce Chen,1720,FA,P,0,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Zack Britton,3134,NYY,P,3,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Brandon Morrow,1342,FA,P,15,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Alex White,2616,Atl,P,3,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Max Scherzer,19,Tor,P,20,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,David Price,1453,FA,P,21,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Kevin Gregg,542,FA,P,10,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Jordan Walden,2051,Atl,P,2,act,P,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Justin Smoak,2117,FA,CI,12,act,"1B,CI",active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Jason Kipnis,2727,Atl,MI,3,act,2B,active
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,DeWayne Wise,1953,FA,UT,1,res,OF,reserved
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Francisco Cervelli,1004,FA,UT,1,res,C,reserved
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,Brad Penny,778,Tor,P,4,res,P,reserved
2011,al,Jason Grey have 5 active players at OF but the Maximum is 4,John Danks,208,FA,P,15,res,P,reserved
2011,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Adam Lind,1587,FA,1B,17,act,"1B,OF",active
2011,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Mike McCoy,2911,SD,2B,1,act,"OF,SS,2B,3B",active
2011,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Alexei Ramirez,236,TB,SS,22,act,"SS,MI",active
2011,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Robert Andino,562,Bal,3B,3,act,"2B,3B,MI,SS",active
