year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Matt Downs,2387,Mia,1B,0,act,"1B,2B,3B,MI",active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Chase Utley,1132,LAD,2B,13,act,"2B,MI",active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Thomas Field,3559,Min,SS,10,act,"UT,SS",active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Pablo Sandoval,2182,SF,3B,23,act,"1B,3B,CI",active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Ryan Braun,858,Mil,OF,36,act,OF,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Michael Bourn,636,FA,OF,21,act,OF,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Nick Evans,2052,SD,OF,6,act,"1B,OF",active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Hunter Pence,639,SF,OF,31,act,OF,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Jon Jay,2475,LAA,OF,7,act,OF,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,David Ross,335,ChC,C,1,act,C,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Ryan Doumit,1182,FA,C,7,act,"OF,C",active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Aaron Hill,1578,FA,UT,46,act,"UT,2B,MI",active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Wade Miley,2622,FA,P,4,act,P,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Mat Latos,2007,FA,P,19,act,P,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Manny Acosta,49,NYM,P,10,act,P,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Tim Stauffer,1239,Ari,P,8,act,P,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Jhoulys Chacin,2123,FA,P,11,act,P,active
2011,nl,Tristan H. Cockcroft have 5 active players at OF but the Maximum is 4,Chris Schwinden,3744,Tex,P,1,act,P,active
