year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2016,nl,Todd Zola,John Lackey,721,FA,P,11,act,active,P,29,11,8,0,188.3,53,23,180,3.35,1.057
2016,nl,Todd Zola,Grant Dayton,4352,Atl,P,12,act,active,P,5,0,0,0,4.0,0,1,6,4.5,1.25
2016,nl,Todd Zola,Carlos Martinez,3606,StL,P,15,act,active,P,31,16,9,0,195.3,70,15,174,3.04,1.224
2016,nl,Todd Zola,Adam Conley,4351,Mia,P,2,act,active,P,25,8,6,0,133.3,62,13,124,3.85,1.402
2016,nl,Todd Zola,Jon Lester,160,ChC,P,0,act,active,P,32,19,5,0,202.7,52,21,197,2.44,1.016
2016,nl,Todd Zola,Sergio Romo,2061,TB,P,7,act,active,P,17,0,0,4,12.3,4,1,12,1.46,1.216
2016,nl,Todd Zola,Kenley Jansen,2963,LAD,P,19,act,active,P,72,3,2,47,68.7,11,4,104,1.83,0.67
2016,nl,Todd Zola,Adam Morgan,4337,Phi,P,13,act,active,P,5,1,2,0,26.3,8,2,23,5.47,1.443
2016,nl,Todd Zola,Wei-Yin Chen,3151,Mia,P,13,act,active,P,22,5,5,0,123.3,24,22,100,4.96,1.281
2016,nl,Todd Zola,Erik Johnson,4295,SD,P,97,dis,previously_active,P,4,0,4,0,19.7,5,9,10,9.15,1.881
2016,nl,Todd Zola,Drew Hutchison,3693,Tex,P,17,rel,previously_active,,3,0,0,0,8.0,0,2,5,7.88,1.75
2016,nl,Todd Zola,Derek Law,4750,SF,P,0,dis,previously_active,P,19,1,1,0,18.0,3,1,12,0.5,0.667
2016,nl,Todd Zola,Tyler Lyons,4356,StL,P,1,dis,previously_active,P,28,2,0,0,45.0,14,9,43,3.2,1.044
2016,nl,Todd Zola,Dario Alvarez,5029,Sea,P,13,rel,previously_active,,3,0,0,0,1.7,1,1,1,10.8,1.2
2016,nl,Todd Zola,Juan Nicasio,2947,Sea,P,2,rel,previously_active,,17,5,6,0,68.3,31,14,71,6.06,1.537
2016,nl,Todd Zola,Silvino Bracho,5448,Ari,P,1,rel,previously_active,,1,0,0,0,1.3,1,1,1,6.75,2.25
2016,nl,Todd Zola,Steve Hathaway,5823,Ari,P,1,rel,previously_active,,6,0,0,0,1.7,3,0,2,16.2,5.4
2016,nl,Todd Zola,Arquimedes Caminero,3390,FA,P,3,rel,previously_active,,24,1,1,0,23.0,11,4,17,4.7,1.739
2016,nl,Todd Zola,Robbie Erlin,3681,SD,P,113,dis,previously_active,P,2,0,2,0,12.0,3,3,11,5.25,1.167
2016,nl,Todd Zola,Brad Hand,3496,Cle,P,1,rel,previously_active,,21,1,0,1,21.7,4,2,28,2.91,0.831
2016,nl,Todd Zola,Hansel Robles,4252,LAA,P,7,rel,previously_active,,4,0,1,0,4.0,0,1,1,2.25,0.25
2016,nl,Todd Zola,David Phelps,3561,Sea,P,37,rel,previously_active,,51,5,5,3,69.7,29,6,92,2.58,1.191
2016,nl,Todd Zola,Erik Johnson,4295,SD,P,97,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2016,nl,Todd Zola,Derek Law,4750,SF,P,0,dis,reserved,P,10,0,0,0,6.0,1,1,5,3.0,1.167
2016,nl,Todd Zola,Tyler Lyons,4356,StL,P,1,dis,reserved,P,2,0,0,0,3.0,0,0,3,6.0,0.667
2016,nl,Todd Zola,Robbie Erlin,3681,SD,P,113,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2016,nl,Todd Zola,Hansel Robles,4252,LAA,P,7,rel,previously_reserved,,7,0,1,0,7.7,7,4,11,8.22,1.565
2016,nl,Todd Zola,Dario Alvarez,5029,Sea,P,13,rel,previously_reserved,,6,0,0,0,6.7,0,2,8,9.45,1.95
2016,nl,Todd Zola,Drew Hutchison,3693,Tex,P,17,rel,previously_reserved,,1,0,0,0,2.0,2,0,4,0.0,1.5
2016,nl,Todd Zola,Silvino Bracho,5448,Ari,P,1,rel,previously_reserved,,1,0,0,0,0.3,1,0,0,54.0,12.0
2016,nl,Todd Zola,Juan Nicasio,2947,Sea,P,2,rel,previously_reserved,,23,4,0,0,37.0,11,1,51,2.43,1.162
2016,nl,Todd Zola,Steve Hathaway,5823,Ari,P,1,rel,previously_reserved,,3,0,0,0,1.0,1,0,1,0.0,1.0
2016,nl,Todd Zola,Arquimedes Caminero,3390,FA,P,3,rel,previously_reserved,,3,1,0,0,4.0,0,0,2,0.0,0.0
