year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2018,al,Larry Schechter,Chris Davis,1544,Bal,1B,17,act,"1B,CI,SW",active
2018,al,Larry Schechter,Brian Dozier,3489,NYM,2B,29,act,"2B,SW,MI",active
2018,al,Larry Schechter,Eduardo Escobar,3138,Tor,SS,2,act,"3B,SS,MI,SW,CI",active
2018,al,Larry Schechter,Manny Machado,3216,SD,3B,32,act,"3B,SW,SS,CI",active
2018,al,Larry Schechter,Leury Garcia,4245,Atl,OF,1,act,"2B,OF,SW,SS",active
2018,al,Larry Schechter,Greg Allen,5702,Bal,OF,1,act,"OF,SW",active
2018,al,Larry Schechter,Jackie Bradley,3595,NYM,OF,15,act,"OF,SW",active
2018,al,Larry Schechter,Melky Cabrera,1014,NYM,OF,32,act,"OF,SW",active
2018,al,Larry Schechter,Robinson Chirinos,3011,Bal,C,12,act,"C,SW",active
2018,al,Larry Schechter,Welington Castillo,2434,Was,C,12,act,"C,SW",active
2018,al,Larry Schechter,Aaron Judge,4601,NYY,UT,34,act,"OF,SW",active
2018,al,Larry Schechter,Joey Rickard,5527,SF,SW,1,act,"OF,SW",active
2018,al,Larry Schechter,Mike Fiers,3833,FA,P,1,act,P,active
2018,al,Larry Schechter,Dellin Betances,2043,FA,P,6,act,P,active
2018,al,Larry Schechter,Daniel Norris,3725,FA,P,0,act,P,active
2018,al,Larry Schechter,Roberto Osuna,4172,FA,P,21,act,P,active
2018,al,Larry Schechter,J.A. Happ,1109,StL,P,8,act,P,active
2018,al,Larry Schechter,Ty Buttrey,6284,Sea,P,0,act,P,active
2018,al,Larry Schechter,Jose Alvarado,5898,Phi,P,5,act,P,active
2018,al,Larry Schechter,Carlos Carrasco,1141,Atl,P,28,act,P,active
2018,al,Larry Schechter,Ryan Tepera,3944,FA,P,0,act,P,active
2018,al,Larry Schechter,Logan Forsythe,2920,FA,CI,80,act,"UT,3B,2B,CI,SW,MI",active
2018,al,Larry Schechter,Eduardo Nunez,1033,NYM,MI,18,act,"2B,3B,MI,SW,CI,SS,OF",active
