year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2024,mixed,Scott Swanay,Carlos Rodon,4437,NYY,P,8,act,active,P,32,16,9,0,175.0,57,31,195,3.96,1.2229
2024,mixed,Scott Swanay,Alec Marsh,7521,KC,P,15,act,active,P,3,2,1,0,13.0,5,2,18,3.462,1.5385
2024,mixed,Scott Swanay,Jose Quintana,3839,NYM,P,10,act,active,P,11,5,4,0,64.3,25,6,57,2.938,1.1347
2024,mixed,Scott Swanay,Clarke Schmidt,6193,NYY,P,0,act,active,P,13,5,5,0,70.3,27,6,77,2.687,1.109
2024,mixed,Scott Swanay,George Kirby,7041,Sea,P,25,act,active,P,33,14,11,0,191.0,23,22,179,3.534,1.0681
2024,mixed,Scott Swanay,Emmanuel Clase,7033,Cle,P,19,act,active,P,72,4,2,45,72.3,10,2,63,0.498,0.6498
2024,mixed,Scott Swanay,Eduardo Rodriguez,4404,Ari,P,3,act,active,P,4,1,1,0,19.7,7,3,21,4.119,1.5254
2024,mixed,Scott Swanay,Mason Miller,8123,Oak,P,4,act,active,P,19,1,1,11,22.3,6,3,31,3.224,0.9851
2024,mixed,Scott Swanay,Mike King,6856,SD,P,7,act,active,P,10,6,3,0,55.7,20,3,65,2.102,1.1497
2024,mixed,Scott Swanay,Robert Suarez,7908,SD,P,6,trd,previously_active,,37,4,1,23,37.0,7,4,34,1.703,0.8378
2024,mixed,Scott Swanay,Frankie Montas,4524,Mil,P,0,rel,previously_active,,15,4,7,0,71.3,31,12,57,5.425,1.5
2024,mixed,Scott Swanay,Edward Cabrera,6960,Mia,P,15,rel,previously_active,,3,1,1,0,16.0,5,1,24,1.125,0.75
2024,mixed,Scott Swanay,Jeff Hoffman,4795,Phi,P,19,trd,previously_active,,7,0,0,0,6.3,2,0,9,0.0,0.4737
2024,mixed,Scott Swanay,Landon Knack,7437,LAD,P,25,rel,previously_active,,2,1,0,0,11.0,4,2,7,2.455,1.0
2024,mixed,Scott Swanay,*Max Meyer,7363,Mia,P,48,dis,previously_active,P,5,1,1,0,26.7,8,7,17,4.387,1.1625
