year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2023,mixed,Zach Steinhorn,Kris Bryant,4434,Col,1B,14,act,OF,active
2023,mixed,Zach Steinhorn,Jonathan India,6595,KC,2B,14,act,"2B,MI",active
2023,mixed,Zach Steinhorn,CJ Abrams,6954,Was,SS,4,act,"SS,MI",active
2023,mixed,Zach Steinhorn,Matt Chapman,5037,SF,3B,17,act,"3B,CI",active
2023,mixed,Zach Steinhorn,Austin Hays,6076,CWS,OF,3,act,OF,active
2023,mixed,Zach Steinhorn,Nelson Velazquez,6504,StL,OF,52,act,OF,active
2023,mixed,Zach Steinhorn,Nicholas Castellanos,3217,SD,OF,14,act,OF,active
2023,mixed,Zach Steinhorn,Kyle Tucker,5384,LAD,OF,40,act,OF,active
2023,mixed,Zach Steinhorn,Christian Yelich,3314,Mil,OF,20,act,OF,active
2023,mixed,Zach Steinhorn,Francisco Alvarez,7018,NYM,C,33,act,C,active
2023,mixed,Zach Steinhorn,Mitch Garver,5025,Sea,C,1,act,C,active
2023,mixed,Zach Steinhorn,Ronny Mauricio,6445,NYM,UT,138,act,"3B,CI",active
2023,mixed,Zach Steinhorn,Max Muncy,4851,LAD,CI,21,act,"3B,CI,2B,MI",active
2023,mixed,Zach Steinhorn,Anthony Volpe,7050,NYY,MI,0,act,SS,active
2023,mixed,Zach Steinhorn,Wade Miley,2622,FA,P,12,act,P,active
2023,mixed,Zach Steinhorn,Mike Clevinger,4528,Pit,P,68,act,P,active
2023,mixed,Zach Steinhorn,Nick Pivetta,5888,SD,P,87,act,P,active
2023,mixed,Zach Steinhorn,Jhoan Duran,6643,Phi,P,9,act,P,active
2023,mixed,Zach Steinhorn,Lucas Giolito,4040,SD,P,10,act,P,active
2023,mixed,Zach Steinhorn,Joe Ryan,7276,Min,P,10,act,P,active
2023,mixed,Zach Steinhorn,Jose Berrios,4464,Tor,P,2,act,P,active
2023,mixed,Zach Steinhorn,Alex Lange,5695,KC,P,1,act,P,active
