year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,g,r,hr,rbi,sb,so,bb,avg,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2024,al,Rick Wolf/Glenn Colton,Ty France,6723,Cin,1B,8,act,active,"1B,INF,SW",478,139,46,13,51,1,114,38,0.305,0.0,0.366,7,0,133,1,0,0,0
2024,al,Rick Wolf/Glenn Colton,Andres Gimenez,5824,Tor,2B,22,act,active,"2B,INF,SW",583,152,64,9,63,30,97,26,0.298,0.0,0.34,0,0,0,152,0,0,0
2024,al,Rick Wolf/Glenn Colton,Bobby Witt,6904,KC,SS,41,act,active,"SS,INF,SW",636,161,125,32,109,31,106,57,0.389,0.0,0.588,1,0,0,0,0,160,0
2024,al,Rick Wolf/Glenn Colton,Maikel Garcia,7884,KC,3B,19,act,active,"3B,INF,SW,2B",575,157,84,7,58,37,103,42,0.281,0.0,0.332,0,0,0,37,124,4,1
2024,al,Rick Wolf/Glenn Colton,Aaron Judge,4601,NYY,OF,40,act,active,"OF,SW",559,158,122,58,144,10,171,133,0.458,0.0,0.701,41,0,0,0,0,0,117
2024,al,Rick Wolf/Glenn Colton,Alex Verdugo,4948,NYY,OF,5,act,active,"OF,SW",559,149,74,13,61,2,93,49,0.291,0.0,0.356,0,0,0,0,0,0,149
2024,al,Rick Wolf/Glenn Colton,MJ Melendez,6478,KC,OF,13,act,active,"OF,SW",408,134,44,17,44,4,112,35,0.276,0.0,0.404,6,0,1,0,0,0,123
2024,al,Rick Wolf/Glenn Colton,Nathan Lukes,7612,Tor,OF,11,act,active,"OF,SW",55,16,9,1,7,1,6,6,0.297,0.0,0.382,1,0,0,0,0,0,21
2024,al,Rick Wolf/Glenn Colton,Victor Caratini,4876,Hou,C,2,act,active,"C,1B,SW",238,84,29,7,28,0,51,22,0.331,0.0,0.395,3,58,11,0,0,0,0
2024,al,Rick Wolf/Glenn Colton,Christian Vazquez,4248,Min,C,14,act,active,"C,SW",127,42,16,3,11,1,27,6,0.276,0.0,0.346,3,86,1,0,3,0,0
2024,al,Rick Wolf/Glenn Colton,Jon Berti,5574,FA,UT,0,act,active,"3B,2B,SW,SS,INF,OF",6,2,1,0,0,0,0,2,0.375,0.0,0.167,1,0,0,2,18,0,1
2024,al,Rick Wolf/Glenn Colton,Jonathan Aranda,7905,TB,INF,9,act,active,"1B,2B,SW",75,24,13,5,10,0,16,7,0.329,0.0,0.507,10,0,23,6,1,0,0
2024,al,Rick Wolf/Glenn Colton,Eric Wagaman,9175,Mia,SW,3,act,active,3B,24,6,1,0,3,0,5,2,0.346,0.0,0.333,0,0,0,0,17,0,1
2024,al,Rick Wolf/Glenn Colton,Rafael Ortega,3646,CWS,OF,19,rel,previously_active,,3,4,1,0,0,0,0,1,0.25,0.0,0.0,0,0,0,0,0,0,12
2024,al,Rick Wolf/Glenn Colton,Ryan Vilade,6480,Det,OF,19,rel,previously_active,,7,2,1,0,0,0,1,0,0.143,0.0,0.143,0,0,1,0,0,0,16
2024,al,Rick Wolf/Glenn Colton,Lawrence Butler,8124,Oak,OF,1,rel,previously_active,,59,21,3,1,4,1,17,9,0.294,0.0,0.288,0,0,0,0,0,0,123
2024,al,Rick Wolf/Glenn Colton,Ben Gamel,5506,Hou,OF,16,dis,previously_active,"OF,SW",22,9,5,0,1,0,5,7,0.345,0.0,0.182,2,0,0,0,0,0,35
2024,al,Rick Wolf/Glenn Colton,Jake Meyers,7399,Hou,OF,1,rel,previously_active,,397,124,42,12,55,8,101,28,0.287,0.0,0.37,0,0,0,0,0,0,145
2024,al,Rick Wolf/Glenn Colton,Corey Julks,7983,CWS,OF,0,rel,previously_active,,95,34,10,2,6,3,27,10,0.295,0.0,0.337,6,0,0,0,0,0,55
2024,al,Rick Wolf/Glenn Colton,Carson Kelly,4512,ChC,C,1,rel,previously_active,,179,60,21,7,29,0,40,17,0.325,0.0,0.391,8,84,0,0,0,0,0
