year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2017,nl,Grey Albright,Jeff Samardzija,275,SF,P,11,act,active,P,31,9,14,0,202.3,29,29,199,4.23,1.117
2017,nl,Grey Albright,Pedro Baez,2054,LAD,P,1,act,active,P,5,0,1,0,5.0,2,0,7,7.2,1.6
2017,nl,Grey Albright,John Lackey,721,FA,P,13,act,active,P,29,11,11,0,160.3,49,32,146,4.38,1.247
2017,nl,Grey Albright,Robbie Ray,3685,Ari,P,13,act,active,P,28,15,5,0,162.0,71,23,218,2.89,1.154
2017,nl,Grey Albright,Jhoulys Chacin,2123,Mil,P,1,act,active,P,19,9,4,0,109.7,41,10,95,3.12,1.158
2017,nl,Grey Albright,Brad Ziegler,1090,Ari,P,167,act,active,P,19,0,2,10,18.0,3,0,9,2.0,1.111
2017,nl,Grey Albright,Felipe Vazquez,4249,Pit,P,1,act,active,P,70,5,3,21,73.0,20,4,85,1.73,0.904
2017,nl,Grey Albright,Jeurys Familia,3269,Oak,P,0,act,active,P,15,1,1,3,15.3,7,1,15,4.7,1.37
2017,nl,Grey Albright,Aaron Nola,4916,Phi,P,10,act,active,P,26,12,10,0,161.0,47,18,179,3.63,1.224
2017,nl,Grey Albright,Ross Stripling,4624,LAD,P,1,rel,previously_active,,13,0,2,1,23.3,7,3,21,3.86,1.457
2017,nl,Grey Albright,Matt Albers,98,Mil,P,11,rel,previously_active,,7,1,0,1,5.0,2,1,5,3.6,1.4
2017,nl,Grey Albright,Jerry Blevins,1043,NYM,P,0,rel,previously_active,,6,1,0,1,4.3,3,1,4,6.23,1.615
2017,nl,Grey Albright,Luis Avilan,3841,Phi,P,0,rel,previously_active,,9,0,0,0,6.7,1,0,9,1.35,1.05
2017,nl,Grey Albright,Hansel Robles,4252,LAA,P,1,rel,previously_active,,16,3,1,0,16.0,11,4,19,7.87,1.812
2017,nl,Grey Albright,Justin Grimm,4148,Sea,P,0,rel,previously_active,,2,0,0,0,4.0,3,0,2,4.5,1.5
2017,nl,Grey Albright,Joe Blanton,1042,FA,P,1,rel,previously_active,,7,0,2,0,8.0,2,3,7,5.62,1.125
2017,nl,Grey Albright,Chris Flexen,5882,NYM,P,81,res,previously_active,P,4,2,1,0,19.3,13,3,13,5.59,1.966
2017,nl,Grey Albright,Josh Fields,2526,LAD,P,1,rel,previously_active,,8,0,0,0,7.7,2,1,5,2.35,0.783
