year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2021,mixed,Jeff Zimmerman,Carlos Rodon,4437,NYY,P,73,act,active,P,21,11,4,0,116.7,34,11,167,2.391,0.9771
2021,mixed,Jeff Zimmerman,Huascar Ynoa,6229,Min,P,42,act,active,P,10,2,2,0,51.7,14,9,58,4.355,1.1613
2021,mixed,Jeff Zimmerman,Nathan Eovaldi,3809,Tex,P,6,act,active,P,21,6,6,0,114.7,21,11,129,4.238,1.2384
2021,mixed,Jeff Zimmerman,Aroldis Chapman,2894,Bos,P,21,act,active,P,59,6,4,30,54.7,35,8,93,3.293,1.2439
2021,mixed,Jeff Zimmerman,Kevin Gausman,4053,Tor,P,17,act,active,P,31,13,5,0,181.0,48,19,213,2.735,1.0331
2021,mixed,Jeff Zimmerman,Logan Webb,6725,SF,P,37,act,active,P,9,4,0,0,53.0,10,2,55,2.377,0.9811
2021,mixed,Jeff Zimmerman,Tyler Alexander,6149,Mil,P,19,act,active,P,2,0,1,0,12.0,3,1,10,1.5,0.9167
2021,mixed,Jeff Zimmerman,Elieser Hernandez,6333,Mil,P,6,act,active,P,8,1,2,0,35.7,8,11,40,5.299,1.4019
2021,mixed,Jeff Zimmerman,Alek Manoah,7036,Tor,P,41,act,active,P,14,7,2,0,77.7,31,7,94,3.476,1.1073
2021,mixed,Jeff Zimmerman,Cody Poteet,7486,ChC,P,33,rel,previously_active,,2,0,2,0,7.3,6,3,12,12.273,2.1818
2021,mixed,Jeff Zimmerman,Trevor Cahill,2094,FA,P,11,dis,previously_active,P,1,0,1,0,1.0,2,0,2,36.0,4.0
2021,mixed,Jeff Zimmerman,Dillon Peters,5965,FA,P,10,dis,previously_active,P,1,0,0,0,3.0,2,1,3,12.0,2.0
2021,mixed,Jeff Zimmerman,Freddy Peralta,5521,Mil,P,4,trd,previously_active,,9,4,1,0,45.0,19,4,69,2.4,0.8889
2021,mixed,Jeff Zimmerman,Michael Fulmer,3808,Bos,P,89,trd,previously_active,,9,1,2,2,13.3,5,1,13,3.375,1.425
2021,mixed,Jeff Zimmerman,Charlie Morton,61,Bal,P,12,trd,previously_active,,8,2,2,0,39.0,16,5,44,5.077,1.4359
2021,mixed,Jeff Zimmerman,Adrian Houser,5231,Tex,P,18,trd,previously_active,,2,1,1,0,12.0,1,2,12,3.0,0.8333
2021,mixed,Jeff Zimmerman,Wade Miley,2622,Cin,P,24,dis,previously_active,P,13,6,1,0,81.0,26,9,58,2.889,1.284
2021,mixed,Jeff Zimmerman,Matt Shoemaker,3979,SF,P,48,rel,previously_active,,4,1,2,0,19.7,6,5,14,5.492,1.322
2021,mixed,Jeff Zimmerman,Dylan Floro,5198,Oak,P,3,res,previously_active,P,18,2,2,10,16.0,4,2,15,4.5,1.3125
2021,mixed,Jeff Zimmerman,Ranger Suarez,6308,Phi,P,74,rel,previously_active,,8,1,1,3,8.7,6,1,13,2.077,1.5
2021,mixed,Jeff Zimmerman,Rafael Montero,4316,Hou,P,6,rel,previously_active,,5,0,0,2,5.3,2,1,7,3.375,0.5625
2021,mixed,Jeff Zimmerman,Tarik Skubal,7077,Det,P,26,rel,previously_active,,14,4,4,0,72.3,21,16,87,4.479,1.2028
2021,mixed,Jeff Zimmerman,Jake McGee,1481,Was,P,0,dis,previously_active,P,56,2,2,27,54.3,9,7,51,2.982,0.9755
2021,mixed,Jeff Zimmerman,Max Fried,4194,NYY,P,12,res,previously_active,P,20,9,6,0,113.7,34,9,107,3.563,1.2581
2021,mixed,Jeff Zimmerman,Brad Keller,6330,ChC,P,6,rel,previously_active,,2,2,0,0,12.0,8,1,13,3.0,1.4167
2021,mixed,Jeff Zimmerman,Rowan Wick,5896,Tor,P,11,res,previously_active,P,3,0,1,1,2.3,5,0,6,23.143,4.2857
2021,mixed,Jeff Zimmerman,Chris Bassitt,4773,Tor,P,3,rel,previously_active,,20,9,3,0,116.0,31,13,119,3.569,1.0603
2021,mixed,Jeff Zimmerman,Scott Barlow,6321,Cin,P,23,rel,previously_active,,8,0,2,0,7.3,4,2,7,8.591,2.0455
2021,mixed,Jeff Zimmerman,Adrian Morejon,5730,SD,P,58,rel,previously_active,,2,0,0,0,4.7,2,2,3,3.857,1.5
2021,mixed,Jeff Zimmerman,Zach Thompson,6771,Tor,P,5,rel,previously_active,,4,1,1,0,22.0,7,2,22,3.682,1.0909
2021,mixed,Jeff Zimmerman,Trevor Cahill,2094,FA,P,11,dis,reserved,P,1,0,0,0,1.3,3,0,3,0.0,2.25
2021,mixed,Jeff Zimmerman,Dylan Floro,5198,Oak,P,3,res,reserved,P,6,1,0,3,6.0,3,0,7,0.0,0.8333
2021,mixed,Jeff Zimmerman,Wade Miley,2622,Cin,P,24,dis,reserved,P,11,4,4,0,60.0,19,6,51,4.35,1.55
2021,mixed,Jeff Zimmerman,Dillon Peters,5965,FA,P,10,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2021,mixed,Jeff Zimmerman,Jake McGee,1481,Was,P,0,dis,reserved,P,6,1,0,4,5.3,1,0,7,0.0,0.1875
2021,mixed,Jeff Zimmerman,Max Fried,4194,NYY,P,12,res,reserved,P,8,5,1,0,52.0,7,6,51,1.904,0.7115
