year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,h,g,r,hr,rbi,sb,so,bb,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2023,nl,Derek Carty,Carlos Santana,2181,Mil,1B,8,act,active,"1B,SW,CI",550,0,146,78,23,86,6,104,65,0.318,0.429,11,0,135,0,0,0,0
2023,nl,Derek Carty,Miguel Rojas,4814,LAD,MI,52,act,active,"UT,SS,SW,MI",274,0,87,35,5,29,3,33,14,0.286,0.35,1,0,0,1,1,121,0
2023,nl,Derek Carty,Nolan Jones,6075,Col,CI,112,act,active,"OF,1B,SW,3B",356,0,103,59,20,60,20,121,52,0.391,0.548,0,0,10,0,1,0,93
2023,nl,Derek Carty,Ketel Marte,4847,Ari,2B,13,act,active,"2B,MI,SW",569,0,150,94,25,82,8,109,71,0.358,0.485,5,0,0,145,0,1,2
2023,nl,Derek Carty,Willy Adames,5094,Mil,SS,24,act,active,"SS,SW,MI",531,0,144,69,23,79,5,157,70,0.312,0.407,2,0,0,0,0,147,0
2023,nl,Derek Carty,Max Muncy,4851,LAD,3B,25,act,active,"3B,2B,SW,CI,MI",171,0,45,33,9,35,0,49,24,0.335,0.468,10,0,0,0,124,0,0
2023,nl,Derek Carty,Brenton Doyle,7356,Col,OF,0,act,active,OF,102,0,29,11,2,19,5,33,3,0.257,0.422,0,0,0,0,0,0,125
2023,nl,Derek Carty,Lane Thomas,6727,Was,OF,9,act,active,"OF,SW",628,0,157,101,28,86,20,176,36,0.315,0.468,1,0,0,0,0,0,154
2023,nl,Derek Carty,Ronald Acuna,5737,Atl,OF,43,act,active,"OF,SW",643,0,159,149,41,106,73,84,80,0.416,0.596,2,0,0,0,0,0,156
2023,nl,Derek Carty,Bryan De La Cruz,7602,Mia,OF,5,act,active,"OF,SW",579,0,153,60,19,78,4,142,40,0.304,0.411,1,0,0,0,0,0,152
2023,nl,Derek Carty,Elias Diaz,5078,Col,C,7,act,active,"C,SW",486,0,141,48,14,72,1,118,34,0.316,0.409,8,126,0,0,0,0,0
2023,nl,Derek Carty,Austin Barnes,4739,LAD,C,0,act,active,"C,SW",9,0,3,1,0,0,0,1,2,0.455,0.444,0,53,0,1,0,0,0
2023,nl,Derek Carty,Josh Palacios,7292,Pit,UT,0,act,active,"OF,SW",64,0,22,7,3,11,2,19,2,0.333,0.484,3,0,0,0,0,0,76
2023,nl,Derek Carty,Geraldo Perdomo,6842,Ari,SW,0,act,active,"SS,MI,3B,SW,2B",18,0,7,4,0,2,0,6,5,0.304,0.222,0,0,0,28,16,116,0
2023,nl,Derek Carty,*Tucupita Marcano,6931,Pit,MI,6,rel,previously_active,,50,0,23,7,1,3,1,7,2,0.345,0.44,1,0,0,18,1,58,0
2023,nl,Derek Carty,Jake McCarthy,6977,Ari,OF,23,trd,previously_active,,163,0,52,24,2,11,16,32,14,0.326,0.374,1,0,0,0,0,0,93
2023,nl,Derek Carty,Mitch Haniger,4480,SF,OF,13,trd,previously_active,,85,0,22,9,2,12,1,27,2,0.241,0.329,3,0,0,0,0,0,57
2023,nl,Derek Carty,Willson Contreras,5435,StL,C,20,dis,previously_active,"UT,C,SW",428,0,125,55,20,67,6,111,51,0.358,0.467,30,97,0,0,0,0,0
2023,nl,Derek Carty,Ji-Hwan Bae,6556,Pit,UT,0,trd,previously_active,,138,0,48,23,2,12,15,37,9,0.329,0.37,0,0,0,64,0,3,62
2023,nl,Derek Carty,Eduardo Escobar,3138,LAA,UT,0,rel,previously_active,,30,0,15,4,2,5,1,3,3,0.424,0.6,3,0,5,20,65,1,0
2023,nl,Derek Carty,Rafael Ortega,3646,NYM,UT,12,rel,previously_active,,65,0,23,9,1,6,5,16,9,0.36,0.323,2,0,0,0,0,0,42
2023,nl,Derek Carty,Ji-Man Choi,4487,SD,UT,4,trd,previously_active,,67,0,23,10,5,9,0,26,4,0.222,0.448,17,0,17,0,0,0,0
