year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2019,al,Rob Leibowitz,Mike Minor,2833,Tex,P,7,act,active,P,32,14,10,0,208.3,68,30,200,3.59,1.238
2019,al,Rob Leibowitz,Gio Gonzalez,1084,Mil,P,1,act,active,P,17,3,2,0,78.3,33,8,74,3.45,1.302
2019,al,Rob Leibowitz,Justin Verlander,504,Hou,P,36,act,active,P,34,21,6,0,223.0,42,36,300,2.58,0.803
2019,al,Rob Leibowitz,Trent Thornton,6406,Tor,P,22,act,active,P,30,5,9,0,143.3,61,24,139,5.15,1.465
2019,al,Rob Leibowitz,Liam Hendriks,3659,Oak,P,0,act,active,P,46,2,4,25,48.3,5,4,84,1.86,0.869
2019,al,Rob Leibowitz,Adam Ottavino,1424,NYY,P,2,act,active,P,71,6,4,2,65.3,40,5,86,1.93,1.286
2019,al,Rob Leibowitz,Hansel Robles,4252,LAA,P,370,act,active,P,56,4,1,22,59.7,12,5,59,2.26,1.006
2019,al,Rob Leibowitz,Zack Greinke,660,Hou,P,415,act,active,P,9,7,1,0,56.7,7,5,50,3.02,1.041
2019,al,Rob Leibowitz,Dillon Peters,5965,LAA,P,35,act,active,P,6,2,2,0,27.3,13,8,19,7.24,1.72
2019,al,Rob Leibowitz,Ryne Stanek,4444,Mia,P,3,trd,previously_active,,3,0,0,0,4.0,1,2,5,6.75,1.5
2019,al,Rob Leibowitz,Cam Bedrosian,3326,LAA,P,3,dis,previously_active,P,33,2,0,1,34.7,8,6,35,3.38,1.067
2019,al,Rob Leibowitz,Ryne Harper,5265,Min,P,0,rel,previously_active,,5,0,0,0,3.0,0,0,1,0.0,0.333
2019,al,Rob Leibowitz,Justin Dunn,6000,Sea,P,36,res,previously_active,P,1,0,0,0,2.0,3,0,1,0.0,2.0
2019,al,Rob Leibowitz,Shelby Miller,2839,FA,P,27,rel,previously_active,,2,0,1,0,5.7,8,0,3,9.53,3.176
2019,al,Rob Leibowitz,*Matt Moore,3149,Det,P,0,dis,previously_active,P,1,0,0,0,3.0,0,0,3,0.0,0.333
2019,al,Rob Leibowitz,Jaime Barria,6297,LAA,P,17,rel,previously_active,,3,0,3,0,13.7,3,7,14,6.59,1.317
2019,al,Rob Leibowitz,Tyler Skaggs,3352,LAA,P,9,rel,previously_active,,15,7,7,0,79.7,28,9,78,4.29,1.268
2019,al,Rob Leibowitz,C.C. Sabathia,388,NYY,P,3,rel,previously_active,,16,5,6,0,85.3,30,24,79,5.06,1.441
2019,al,Rob Leibowitz,Dan Straily,4151,Phi,P,0,rel,previously_active,,1,0,1,0,3.3,0,2,0,13.5,2.4
2019,al,Rob Leibowitz,Joakim Soria,671,Oak,P,0,rel,previously_active,,8,0,1,0,7.3,5,0,8,6.14,1.5
2019,al,Rob Leibowitz,Cody Allen,4164,FA,P,14,rel,previously_active,,21,0,2,4,19.3,16,7,24,4.66,1.707
2019,al,Rob Leibowitz,*Blaine Hardy,2751,Det,P,3,rel,previously_active,,5,1,0,0,8.3,2,2,6,4.32,0.72
2019,al,Rob Leibowitz,Clay Buchholz,154,Tor,P,0,res,previously_active,P,7,0,4,0,32.3,7,8,21,8.63,1.763
