year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2018,al,Rick Wolf/Glenn Colton,Matt Boyd,5373,Det,P,1,act,active,P,28,8,12,0,152.0,44,25,143,4.68,1.184
2018,al,Rick Wolf/Glenn Colton,Kyle Gibson,2705,Min,P,2,act,active,P,29,10,11,0,178.3,72,21,160,3.63,1.323
2018,al,Rick Wolf/Glenn Colton,Eduardo Rodriguez,4404,Bos,P,5,act,active,P,18,9,4,0,81.7,29,9,88,3.64,1.273
2018,al,Rick Wolf/Glenn Colton,Will Harris,4186,Hou,P,0,act,active,P,4,1,0,0,3.7,0,0,0,0.0,0.545
2018,al,Rick Wolf/Glenn Colton,Cody Allen,4164,Cle,P,18,act,active,P,70,4,6,27,67.0,33,11,80,4.7,1.358
2018,al,Rick Wolf/Glenn Colton,Alex Colome,3154,Sea,P,2,act,active,P,11,2,0,0,10.7,4,1,12,2.53,1.031
2018,al,Rick Wolf/Glenn Colton,Luis Severino,4997,NYY,P,28,act,active,P,32,19,8,0,191.3,46,19,220,3.39,1.145
2018,al,Rick Wolf/Glenn Colton,Wily Peralta,3181,KC,P,56,act,active,P,32,1,0,12,29.7,19,4,29,3.94,1.483
2018,al,Rick Wolf/Glenn Colton,Brad Hand,3496,Cle,P,516,act,active,P,27,0,1,8,26.7,13,2,40,2.02,1.162
2018,al,Rick Wolf/Glenn Colton,Matt Shoemaker,3979,LAA,P,2,rel,previously_active,,1,1,0,0,5.7,4,0,4,4.76,1.412
2018,al,Rick Wolf/Glenn Colton,Lou Trivino,6306,Oak,P,0,rel,previously_active,,32,5,2,4,36.0,14,4,41,2.25,0.972
2018,al,Rick Wolf/Glenn Colton,Joe Jimenez,5304,Det,P,0,rel,previously_active,,2,0,0,0,1.3,0,0,3,13.5,2.25
2018,al,Rick Wolf/Glenn Colton,Chris Martin,4806,Tex,P,1,rel,previously_active,,8,1,1,0,8.0,3,0,5,1.12,1.0
2018,al,Rick Wolf/Glenn Colton,*Keynan Middleton,5876,LAA,P,1,rel,previously_active,,15,0,0,6,16.7,7,1,16,2.16,1.2
2018,al,Rick Wolf/Glenn Colton,Keone Kela,4940,Pit,P,3,rel,previously_active,,53,3,4,24,51.0,19,4,66,3.18,1.098
2018,al,Rick Wolf/Glenn Colton,*Daniel Gossett,5092,Oak,P,2,trd,previously_active,,3,0,2,0,17.0,5,4,9,2.65,1.118
2018,al,Rick Wolf/Glenn Colton,Chaz Roe,2948,TB,P,6,trd,previously_active,,11,1,0,1,12.3,3,0,14,0.73,0.73
