year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,g,r,hr,rbi,sb,so,bb,avg,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2023,mixed,Bret Sayre,*Nick Madrigal,6496,ChC,CI,47,rel,previously_reserved,,28,8,3,0,2,1,1,2,0.375,0.0,0.357,4,0,0,14,72,0,0
2023,mixed,Bret Sayre,J.P. Crawford,4534,Sea,MI,1,act,previously_reserved,"SS,MI",8,2,3,0,1,0,2,3,0.364,0.0,0.125,0,0,0,0,0,144,0
2023,mixed,Justin Mason,Vladimir Guerrero Jr.,5275,Tor,1B,35,act,active,"1B,CI",602,156,78,26,94,5,100,67,0.345,0.318,0.444,34,0,121,0,0,0,0
2023,mixed,Justin Mason,Luis Garcia,6213,Was,2B,5,act,active,"2B,SS,MI",40,12,11,1,3,0,3,4,0.432,0.437,0.575,0,0,0,121,0,0,0
2023,mixed,Justin Mason,Nico Hoerner,6691,ChC,SS,11,act,active,"2B,SS,MI",619,150,98,9,68,43,83,49,0.346,0.235,0.383,1,0,0,135,0,20,0
2023,mixed,Justin Mason,Josh Jung,6979,Tex,3B,3,act,active,"3B,CI",452,116,71,22,65,0,139,28,0.316,0.214,0.473,0,0,0,0,121,0,0
2023,mixed,Justin Mason,Ian Happ,5352,ChC,OF,12,act,active,OF,561,153,84,20,80,13,148,98,0.362,0.304,0.428,4,0,0,0,0,0,154
2023,mixed,Justin Mason,Cody Bellinger,4954,ChC,OF,5,act,active,"OF,1B",418,108,77,21,82,19,72,33,0.351,0.391,0.517,3,0,59,0,0,0,84
2023,mixed,Justin Mason,Jo Adell,6143,LAA,OF,20,act,active,OF,23,6,1,0,0,1,9,0,0.174,0.174,0.174,0,0,0,0,0,0,15
2023,mixed,Justin Mason,Bryan Reynolds,6096,Pit,OF,19,act,active,OF,570,144,85,24,84,12,137,53,0.332,0.208,0.463,19,0,0,0,0,0,125
2023,mixed,Justin Mason,TJ Friedl,6751,Cin,OF,7,act,active,OF,424,120,65,17,61,21,74,36,0.352,0.333,0.495,1,0,0,0,0,0,137
2023,mixed,Justin Mason,Yasmani Grandal,3311,CWS,C,0,act,active,"C,1B",24,8,2,0,1,0,2,2,0.269,0.143,0.25,16,92,6,0,0,0,0
2023,mixed,Justin Mason,Alejandro Kirk,6935,Tor,C,15,act,active,C,364,119,34,8,43,0,45,42,0.334,0.3,0.36,17,99,0,0,0,0,0
2023,mixed,Justin Mason,Josh Donaldson,2107,Mil,UT,10,act,active,"3B,CI",15,5,0,0,1,0,8,4,0.263,0.263,0.133,9,0,0,0,38,0,0
2023,mixed,Justin Mason,Christian Walker,4521,Ari,CI,16,act,active,"1B,CI",529,143,81,31,93,11,116,57,0.344,0.269,0.516,4,0,152,0,0,0,0
2023,mixed,Justin Mason,Bryson Stott,6943,Phi,MI,3,act,active,"2B,MI,SS",151,40,18,4,15,9,25,10,0.291,0.294,0.364,1,0,0,149,0,0,0
2023,mixed,Justin Mason,Jake Alu,8331,Was,2B,5,rel,previously_active,,15,5,0,0,1,0,4,0,0.133,0.0,0.133,0,0,0,24,5,0,27
2023,mixed,Justin Mason,Curtis Mead,7919,TB,2B,45,rel,previously_active,,15,5,2,0,0,0,5,2,0.294,0.0,0.2,0,0,0,4,19,1,0
2023,mixed,Justin Mason,D.J. LeMahieu,3275,NYY,2B,3,rel,previously_active,,212,58,24,6,21,0,61,17,0.297,0.0,0.382,4,0,56,9,69,0,0
2023,mixed,Justin Mason,Kyle Farmer,4111,Min,SS,7,rel,previously_active,,17,5,3,0,2,0,9,1,0.316,0.0,0.294,1,0,4,45,43,40,3
2023,mixed,Justin Mason,Paul DeJong,5714,FA,SS,5,rel,previously_active,,23,7,9,3,7,1,8,3,0.357,0.0,0.609,1,0,0,1,0,110,0
2023,mixed,Justin Mason,Ke'Bryan Hayes,5397,Pit,3B,8,res,previously_active,"3B,CI",457,115,62,15,60,9,91,27,0.323,0.0,0.477,2,0,0,0,122,0,0
2023,mixed,Justin Mason,Leody Taveras,5412,Tex,OF,0,res,previously_active,OF,139,39,21,6,21,2,26,9,0.324,0.0,0.475,2,0,0,0,0,0,140
2023,mixed,Justin Mason,Gavin Sheets,6582,CWS,OF,3,rel,previously_active,,2,1,0,0,0,0,0,0,0.0,0.0,0.0,11,0,22,0,0,0,73
2023,mixed,Justin Mason,Steven Kwan,7878,Cle,OF,10,res,previously_active,OF,617,153,92,5,54,20,72,68,0.344,0.0,0.376,3,0,0,0,0,0,153
2023,mixed,Justin Mason,Danny Jansen,5332,Tor,C,10,dis,previously_active,C,236,75,34,13,45,0,55,21,0.315,0.0,0.449,9,73,0,0,0,0,0
2023,mixed,Justin Mason,*Gary Sanchez,3259,SD,UT,19,rel,previously_active,,75,24,10,5,16,0,25,10,0.294,0.0,0.427,7,66,0,0,0,0,0
2023,mixed,Justin Mason,Jordan Walker,7348,StL,UT,333,trd,previously_active,,130,37,16,6,14,2,29,12,0.34,0.0,0.462,7,0,0,0,0,0,110
2023,mixed,Justin Mason,Joey Votto,345,Cin,UT,100,rel,previously_active,,91,27,8,5,16,0,30,10,0.252,0.0,0.352,16,0,47,0,0,0,0
2023,mixed,Justin Mason,*Victor Robles,5309,Was,UT,17,rel,previously_active,,30,9,7,0,4,3,5,2,0.343,0.0,0.367,0,0,0,0,0,0,36
2023,mixed,Justin Mason,Carter Kieboom,5799,Was,UT,0,rel,previously_active,,35,10,4,1,3,0,12,2,0.216,0.0,0.257,1,0,0,0,26,0,0
2023,mixed,Justin Mason,Sal Frelick,7699,Mil,UT,37,res,previously_active,OF,87,27,11,2,17,6,13,14,0.359,0.0,0.379,1,0,0,0,0,0,55
2023,mixed,Justin Mason,Blake Sabol,8337,SF,UT,1,rel,previously_active,,15,6,1,1,2,0,7,0,0.294,0.0,0.4,10,55,0,0,0,0,43
2023,mixed,Justin Mason,Matt McLain,6615,Cin,UT,127,dis,previously_active,"UT,SS",316,77,53,13,43,11,94,25,0.365,0.0,0.516,4,0,0,37,0,53,0
2023,mixed,Justin Mason,Dominic Smith,4549,Was,CI,5,rel,previously_active,,21,5,1,0,3,0,3,2,0.348,0.0,0.286,1,0,151,0,0,0,0
2023,mixed,Justin Mason,Maikel Garcia,7884,KC,MI,37,rel,previously_active,,30,8,1,0,3,0,10,2,0.25,0.0,0.3,5,0,0,4,104,14,0
2023,mixed,Justin Mason,*Brendan Donovan,7903,StL,MI,5,rel,previously_active,,242,68,35,8,27,3,45,16,0.353,0.0,0.434,17,0,14,34,6,1,26
2023,mixed,Justin Mason,Ke'Bryan Hayes,5397,Pit,3B,8,res,reserved,"3B,CI",37,9,3,0,3,1,13,1,0.154,0.211,0.189,2,0,0,0,122,0,0
2023,mixed,Justin Mason,Leody Taveras,5412,Tex,OF,0,res,reserved,OF,372,104,46,8,46,12,91,26,0.308,0.16,0.401,2,0,0,0,0,0,140
2023,mixed,Justin Mason,Steven Kwan,7878,Cle,OF,10,res,reserved,OF,21,5,1,0,0,1,3,2,0.217,0.217,0.19,3,0,0,0,0,0,153
2023,mixed,Justin Mason,Danny Jansen,5332,Tor,C,10,dis,reserved,C,32,11,4,4,8,0,7,2,0.294,0.0,0.656,9,73,0,0,0,0,0
2023,mixed,Justin Mason,Matt McLain,6615,Cin,UT,127,dis,reserved,"UT,SS",30,7,8,3,6,3,11,3,0.303,0.0,0.533,4,0,0,37,0,53,0
2023,mixed,Justin Mason,Sal Frelick,7699,Mil,UT,37,res,reserved,OF,81,22,10,0,3,1,19,7,0.284,0.077,0.284,1,0,0,0,0,0,55
2023,mixed,Justin Mason,D.J. LeMahieu,3275,NYY,2B,3,rel,previously_reserved,,12,3,1,1,2,0,4,0,0.167,0.0,0.5,4,0,56,9,69,0,0
2023,mixed,Justin Mason,Curtis Mead,7919,TB,2B,45,rel,previously_reserved,,13,3,5,0,2,0,3,2,0.5,0.0,0.462,0,0,0,4,19,1,0
2023,mixed,Justin Mason,Paul DeJong,5714,FA,SS,5,rel,previously_reserved,,61,17,4,1,5,1,20,5,0.224,0.0,0.23,1,0,0,1,0,110,0
2023,mixed,Justin Mason,Kyle Farmer,4111,Min,SS,7,rel,previously_reserved,,74,21,11,2,7,1,21,5,0.325,0.0,0.351,1,0,4,45,43,40,3
2023,mixed,Justin Mason,Josh Jung,6979,Tex,3B,3,act,previously_reserved,"3B,CI",26,6,4,1,5,1,12,2,0.286,0.0,0.346,0,0,0,0,121,0,0
2023,mixed,Justin Mason,Ian Happ,5352,ChC,OF,12,act,previously_reserved,OF,19,5,2,1,4,1,5,1,0.3,0.0,0.526,4,0,0,0,0,0,154
2023,mixed,Justin Mason,Cody Bellinger,4954,ChC,OF,5,act,previously_reserved,"OF,1B",81,22,18,5,15,1,15,7,0.382,0.0,0.568,3,0,59,0,0,0,84
2023,mixed,Justin Mason,Bryan Reynolds,6096,Pit,OF,19,act,previously_reserved,OF,4,1,0,0,0,0,1,0,0.0,0.0,0.0,19,0,0,0,0,0,125
2023,mixed,Justin Mason,TJ Friedl,6751,Cin,OF,7,act,previously_reserved,OF,64,18,8,1,5,6,16,11,0.351,0.0,0.281,1,0,0,0,0,0,137
2023,mixed,Justin Mason,Bo Naylor,6848,Cle,C,1,rel,previously_reserved,,34,10,7,1,2,0,15,4,0.263,0.0,0.265,0,67,0,0,0,0,0
2023,mixed,Justin Mason,Alejandro Kirk,6935,Tor,C,15,act,previously_reserved,C,8,4,0,0,0,0,0,0,0.333,0.0,0.25,17,99,0,0,0,0,0
2023,mixed,Justin Mason,Blake Sabol,8337,SF,UT,1,rel,previously_reserved,,57,17,9,4,9,2,25,3,0.317,0.0,0.526,10,55,0,0,0,0,43
2023,mixed,Justin Mason,Carter Kieboom,5799,Was,UT,0,rel,previously_reserved,,9,3,1,0,2,0,1,1,0.4,0.0,0.444,1,0,0,0,26,0,0
2023,mixed,Justin Mason,Joey Votto,345,Cin,UT,100,rel,previously_reserved,,96,29,13,6,15,0,24,11,0.336,0.0,0.458,16,0,47,0,0,0,0
2023,mixed,Justin Mason,Nelson Cruz,1529,FA,UT,0,rel,previously_reserved,,20,5,3,2,9,0,4,0,0.381,0.0,0.75,42,0,1,0,0,0,0
2023,mixed,Justin Mason,*Victor Robles,5309,Was,UT,17,rel,previously_reserved,,10,6,1,0,0,2,1,2,0.5,0.0,0.4,0,0,0,0,0,0,36
2023,mixed,Justin Mason,*Gary Sanchez,3259,SD,UT,19,rel,previously_reserved,,61,18,10,5,11,0,9,6,0.29,0.0,0.525,7,66,0,0,0,0,0
2023,mixed,Justin Mason,Jordan Walker,7348,StL,UT,333,trd,previously_reserved,,42,12,3,2,4,1,12,2,0.289,0.0,0.381,7,0,0,0,0,0,110
2023,mixed,Justin Mason,Dominic Smith,4549,Was,CI,5,rel,previously_reserved,,25,6,3,0,0,0,4,2,0.25,0.0,0.16,1,0,151,0,0,0,0
2023,mixed,Justin Mason,Christian Walker,4521,Ari,CI,16,act,previously_reserved,"1B,CI",53,14,5,2,10,0,11,5,0.22,0.0,0.302,4,0,152,0,0,0,0
2023,mixed,Justin Mason,Bryson Stott,6943,Phi,MI,3,act,previously_reserved,"2B,MI,SS",20,6,4,1,4,2,3,3,0.32,0.0,0.4,1,0,0,149,0,0,0
2023,mixed,Justin Mason,*Brendan Donovan,7903,StL,MI,5,rel,previously_reserved,,85,27,13,3,7,2,8,17,0.394,0.0,0.388,17,0,14,34,6,1,26
2023,mixed,Kev Mahserejian,Spencer Torkelson,7073,Det,1B,2,act,active,"1B,CI",583,153,87,31,93,3,166,64,0.314,0.346,0.456,5,0,154,0,0,0,0
2023,mixed,Kev Mahserejian,Ketel Marte,4847,Ari,2B,5,act,active,"2B,MI",569,150,94,25,82,8,109,71,0.358,0.318,0.485,5,0,0,145,0,1,2
2023,mixed,Kev Mahserejian,Zack Gelof,7964,Oak,SS,1,act,active,2B,263,67,39,13,31,14,79,25,0.336,0.259,0.498,0,0,0,69,0,0,0
2023,mixed,Kev Mahserejian,Jake Burger,6156,Mia,3B,125,act,active,"1B,3B,2B,CI",449,126,64,28,68,1,131,27,0.306,0.182,0.497,29,0,5,5,102,0,0
2023,mixed,Kev Mahserejian,Josh Lowe,6072,TB,OF,0,act,active,OF,355,103,50,13,60,26,103,24,0.319,0.556,0.462,21,0,0,0,0,0,107
2023,mixed,Kev Mahserejian,Aaron Judge,4601,NYY,OF,48,act,active,OF,361,104,77,36,73,3,129,85,0.401,0.455,0.607,38,0,0,0,0,0,67
2023,mixed,Kev Mahserejian,Juan Soto,6043,SD,OF,48,act,active,OF,568,162,97,35,109,12,129,132,0.41,0.458,0.519,6,0,0,0,0,0,154
2023,mixed,Kev Mahserejian,D.J. Stewart,5315,NYM,OF,6,act,active,OF,28,10,2,0,0,0,12,3,0.242,0.111,0.107,7,0,0,0,0,0,51
2023,mixed,Kev Mahserejian,Kyle Schwarber,4901,Phi,OF,37,act,active,OF,585,160,108,47,104,0,215,126,0.343,0.263,0.474,57,0,0,0,0,0,103
2023,mixed,Kev Mahserejian,Travis D'Arnaud,2621,Atl,C,11,act,active,C,123,34,11,2,15,0,30,7,0.233,0.286,0.285,8,63,0,0,0,0,0
2023,mixed,Kev Mahserejian,Henry Davis,7722,Pit,C,8,act,active,"UT,OF",225,62,27,7,24,3,69,25,0.302,0.318,0.351,11,2,0,0,0,0,49
2023,mixed,Kev Mahserejian,Matt Wallner,7058,Min,UT,27,act,active,OF,115,40,24,8,25,1,46,19,0.357,0.353,0.478,9,0,0,0,0,0,66
2023,mixed,Kev Mahserejian,D.J. LeMahieu,3275,NYY,CI,6,act,active,"2B,3B,1B,CI,MI",109,28,13,3,10,2,28,17,0.333,0.333,0.367,4,0,56,9,69,0,0
2023,mixed,Kev Mahserejian,Whit Merrifield,4419,Tor,MI,6,act,active,"2B,OF,MI",532,140,65,11,63,25,96,33,0.315,0.0,0.382,0,0,0,84,0,0,84
2023,mixed,Kev Mahserejian,Luis Garcia,6213,Was,SS,2,rel,previously_active,,311,81,37,3,33,4,40,17,0.293,0.0,0.354,0,0,0,121,0,0,0
2023,mixed,Kev Mahserejian,*Anthony Rendon,3205,LAA,3B,16,rel,previously_active,,5,2,0,0,0,0,3,2,0.429,0.0,0.2,0,0,0,0,43,0,0
2023,mixed,Kev Mahserejian,Jordan Walker,7348,StL,3B,9,rel,previously_active,,73,20,8,2,11,2,20,3,0.321,0.0,0.397,7,0,0,0,0,0,110
2023,mixed,Kev Mahserejian,Mike Moustakas,2004,LAA,3B,1,rel,previously_active,,20,6,1,1,2,0,11,2,0.273,0.0,0.35,10,0,50,0,52,0,0
2023,mixed,Kev Mahserejian,Emmanuel Rivera,6532,Ari,3B,9,rel,previously_active,,14,4,2,0,0,0,2,0,0.214,0.0,0.286,9,0,12,0,65,0,0
2023,mixed,Kev Mahserejian,Trent Grisham,5285,SD,OF,2,rel,previously_active,,118,35,14,4,10,0,40,18,0.316,0.0,0.398,0,0,0,0,0,0,153
2023,mixed,Kev Mahserejian,Mike Tauchman,5642,ChC,OF,11,rel,previously_active,,174,54,33,6,31,2,38,23,0.35,0.0,0.42,12,0,0,0,0,0,92
2023,mixed,Kev Mahserejian,Jurickson Profar,3198,SD,OF,65,rel,previously_active,,160,41,19,2,17,1,35,17,0.328,0.0,0.394,18,0,5,1,0,0,97
2023,mixed,Kev Mahserejian,Adam Frazier,5555,Bal,OF,2,rel,previously_active,,19,5,3,1,5,0,3,0,0.316,0.0,0.526,2,0,0,130,0,0,10
2023,mixed,Kev Mahserejian,*Riley Greene,6953,Det,OF,6,dis,previously_active,OF,313,82,43,9,28,4,96,29,0.333,0.0,0.428,9,0,0,0,0,0,90
2023,mixed,Kev Mahserejian,Francisco Mejia,4850,TB,C,15,rel,previously_active,,39,11,6,1,3,0,12,1,0.225,0.0,0.359,0,50,0,0,0,0,0
2023,mixed,Kev Mahserejian,Austin Nola,4740,SD,C,5,rel,previously_active,,23,7,0,0,2,0,6,3,0.231,0.0,0.13,0,52,0,0,0,0,0
2023,mixed,Kev Mahserejian,Ryan Jeffers,7271,Min,C,1,rel,previously_active,,95,39,15,3,11,1,35,14,0.357,0.0,0.347,9,82,0,0,0,0,0
2023,mixed,Kev Mahserejian,Jake Rogers,6265,Det,C,3,rel,previously_active,,23,9,2,1,2,0,9,2,0.16,0.0,0.261,7,99,0,0,0,0,1
2023,mixed,Kev Mahserejian,*Freddy Fermin,7171,KC,C,1,rel,previously_active,,12,3,2,0,1,0,4,0,0.333,0.0,0.417,2,65,0,0,0,0,0
2023,mixed,Kev Mahserejian,Nick Fortes,6902,Mia,C,1,rel,previously_active,,93,35,9,2,7,1,24,7,0.257,0.0,0.29,2,104,0,0,0,0,0
2023,mixed,Kev Mahserejian,*Gary Sanchez,3259,SD,C,1,rel,previously_active,,24,8,1,1,2,0,6,1,0.269,0.0,0.417,7,66,0,0,0,0,0
2023,mixed,Kev Mahserejian,Carlos E. Perez,3622,Oak,C,1,rel,previously_active,,4,2,0,0,1,0,0,0,0.0,0.0,0.0,12,31,15,0,0,0,1
2023,mixed,Kev Mahserejian,Brian Anderson,5326,FA,UT,11,rel,previously_active,,20,6,1,0,0,0,8,3,0.261,0.0,0.2,4,0,0,0,70,0,39
2023,mixed,Kev Mahserejian,Oswald Peraza,7536,NYY,UT,2,rel,previously_active,,19,6,1,0,2,1,10,5,0.32,0.0,0.105,1,0,0,10,36,6,0
2023,mixed,Kev Mahserejian,Rodolfo Castro,7383,Phi,UT,3,rel,previously_active,,11,5,0,0,0,0,2,1,0.25,0.0,0.182,3,0,0,45,17,31,0
2023,mixed,Kev Mahserejian,Akil Baddoo,6487,Det,UT,11,rel,previously_active,,37,13,2,1,1,1,9,6,0.233,0.0,0.189,5,0,0,0,0,0,100
2023,mixed,Kev Mahserejian,Pavin Smith,6109,Ari,UT,11,rel,previously_active,,23,6,1,1,3,0,6,0,0.13,0.0,0.304,30,0,10,0,0,0,22
2023,mixed,Kev Mahserejian,Mark Vientos,5740,NYM,UT,30,rel,previously_active,,2,1,0,0,0,0,1,0,0.0,0.0,0.0,37,0,10,0,19,0,0
2023,mixed,Kev Mahserejian,Max Kepler,3195,Min,UT,2,rel,previously_active,,123,39,15,7,17,0,29,11,0.272,0.0,0.39,2,0,0,0,0,0,124
2023,mixed,Kev Mahserejian,Ty France,6723,Sea,CI,7,res,previously_active,"1B,CI",556,149,74,10,55,1,112,41,0.335,0.0,0.358,0,0,158,0,0,0,0
2023,mixed,Kev Mahserejian,Nick Senzel,5674,Cin,CI,1,rel,previously_active,,9,3,0,0,0,0,4,0,0.111,0.0,0.222,4,0,0,6,57,0,54
2023,mixed,Kev Mahserejian,*Nick Gordon,4960,Min,MI,0,rel,previously_active,,18,5,1,0,0,0,3,0,0.111,0.0,0.167,0,0,0,11,0,2,26
2023,mixed,Kev Mahserejian,*Riley Greene,6953,Det,OF,6,dis,reserved,OF,65,17,8,2,9,3,18,6,0.423,0.0,0.538,9,0,0,0,0,0,90
2023,mixed,Kev Mahserejian,Wilyer Abreu,8303,Bos,OF,21,res,reserved,OF,21,8,2,1,4,0,7,2,0.261,0.25,0.381,0,0,0,0,0,0,25
2023,mixed,Kev Mahserejian,Ty France,6723,Sea,CI,7,res,reserved,"1B,CI",31,9,5,2,3,0,5,2,0.371,0.333,0.516,0,0,158,0,0,0,0
2023,mixed,Kev Mahserejian,Spencer Torkelson,7073,Det,1B,2,act,previously_reserved,"1B,CI",23,6,1,0,1,0,5,3,0.296,0.0,0.174,5,0,154,0,0,0,0
2023,mixed,Kev Mahserejian,Luis Garcia,6213,Was,SS,2,rel,previously_reserved,,67,19,9,3,9,4,11,4,0.292,0.0,0.403,0,0,0,121,0,0,0
2023,mixed,Kev Mahserejian,Zack Gelof,7964,Oak,SS,1,act,previously_reserved,2B,7,2,1,1,1,0,3,1,0.375,0.0,0.714,0,0,0,69,0,0,0
2023,mixed,Kev Mahserejian,*Anthony Rendon,3205,LAA,3B,16,rel,previously_reserved,,10,3,1,1,1,0,2,2,0.25,0.0,0.4,0,0,0,0,43,0,0
2023,mixed,Kev Mahserejian,Jake Burger,6156,Mia,3B,125,act,previously_reserved,"1B,3B,2B,CI",4,1,1,1,2,0,2,0,0.5,0.0,1.25,29,0,5,5,102,0,0
