year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,g,r,hr,rbi,sb,so,bb,avg,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2011,nl,Brian Walton,Jack Wilson,1189,FA,MI,0,act,active,"SS,2B,MI",7,2,0,0,0,0,2,0,0.143,0.143,0.143,0,0,0,45,4,26,0
2011,nl,Brian Walton,Derrek Lee,285,FA,CI,66,act,active,"1B,CI",92,26,14,6,12,0,27,8,0.375,0.462,0.543,0,0,113,0,0,0,0
2011,nl,Brian Walton,Albert Pujols,1411,LAA,1B,42,act,active,"1B,3B,CI",559,142,103,36,94,9,56,58,0.365,0.25,0.542,0,0,146,0,7,0,0
2011,nl,Brian Walton,Kelly Johnson,78,NYM,2B,22,act,active,"2B,MI",545,147,75,21,58,16,163,60,0.304,0.333,0.413,0,0,0,141,0,0,0
2011,nl,Brian Walton,Ian Desmond,1671,Was,SS,18,act,active,"SS,MI",584,154,65,8,49,25,139,35,0.298,0.538,0.358,0,0,0,0,0,152,0
2011,nl,Brian Walton,David Freese,1432,LAA,3B,14,act,active,"1B,3B,CI",333,97,41,10,55,1,75,24,0.35,0.417,0.441,0,0,5,0,88,0,0
2011,nl,Brian Walton,Andres Torres,310,FA,OF,16,act,active,OF,348,112,50,4,19,19,95,42,0.312,0.273,0.33,0,0,0,0,0,0,109
2011,nl,Brian Walton,Alex Presley,3365,Hou,OF,1,act,active,OF,187,45,24,3,14,8,34,10,0.338,0.6,0.46,0,0,0,0,0,0,51
2011,nl,Brian Walton,Ryan Ludwick,1418,FA,OF,14,act,active,OF,490,139,56,13,75,1,124,51,0.31,0.5,0.363,4,0,0,0,0,0,131
2011,nl,Brian Walton,Will Venable,1278,Tex,OF,15,act,active,OF,109,32,13,6,21,4,31,3,0.237,0.286,0.44,0,0,0,0,0,0,109
2011,nl,Brian Walton,Aaron Cunningham,1097,FA,OF,0,act,active,OF,2,3,0,0,0,0,0,1,0.333,0.333,0.0,0,0,0,0,0,0,26
2011,nl,Brian Walton,Ramon Hernandez,122,FA,C,5,act,active,C,298,91,28,12,36,0,41,23,0.341,0.5,0.446,0,82,1,0,0,0,0
2011,nl,Brian Walton,Rod Barajas,1572,FA,C,6,act,active,C,305,98,29,16,47,0,71,22,0.287,0.143,0.43,0,88,0,0,0,0,0
2011,nl,Brian Walton,Darwin Barney,2055,LAD,UT,4,act,active,"2B,SS,MI",500,136,63,2,42,8,62,22,0.316,0.3,0.358,0,0,0,135,0,5,0
2011,nl,Brian Walton,Zack Cozart,3043,Cin,MI,1,dis,previously_active,SS,21,7,4,2,3,0,4,0,0.333,0.0,0.619,0,0,0,0,0,11,0
2011,nl,Brian Walton,Logan Forsythe,2920,TB,CI,0,rel,previously_active,,50,15,4,0,3,0,7,5,0.298,0.0,0.3,0,0,0,23,26,1,0
2011,nl,Brian Walton,Clint Barmes,454,SD,MI,7,res,previously_active,"SS,MI,2B",345,96,34,9,30,3,68,31,0.323,0.0,0.394,0,0,0,0,0,122,0
2011,nl,Brian Walton,Ike Davis,2618,Oak,CI,21,dis,previously_active,"1B,CI",129,36,20,7,25,0,31,17,0.383,0.0,0.543,0,0,36,0,0,0,0
2011,nl,Brian Walton,Nick Evans,2052,Ari,CI,0,rel,previously_active,,8,5,2,0,1,0,2,3,0.455,0.0,0.5,0,0,45,0,2,0,9
2011,nl,Brian Walton,Miguel Cairo,1358,FA,CI,0,rel,previously_active,,66,24,14,4,11,0,9,3,0.329,0.0,0.53,0,0,5,13,58,0,0
2011,nl,Brian Walton,Nick Punto,899,Ari,CI,0,rel,previously_active,,62,26,10,0,7,0,10,8,0.352,0.0,0.403,0,0,0,45,7,8,0
2011,nl,Brian Walton,Josh Harrison,3747,Pit,3B,0,rel,previously_active,,60,16,8,0,4,1,5,1,0.295,0.0,0.317,0,0,0,6,50,0,0
2011,nl,Brian Walton,Brandon Boggs,1524,Atl,OF,0,rel,previously_active,,3,3,0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0,0,0,5
2011,nl,Brian Walton,Jeremy Hermida,572,Mil,OF,0,rel,previously_active,,10,6,2,1,3,0,3,0,0.2,0.0,0.5,0,0,0,0,0,0,17
2011,nl,Brian Walton,Xavier Nady,1195,FA,OF,9,dis,previously_active,"OF,1B,CI",188,70,23,4,32,2,44,9,0.286,0.0,0.362,0,0,52,0,0,0,10
2011,nl,Brian Walton,Eric Fryer,3513,Min,OF,0,rel,previously_active,,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,8,0,0,0,0,0
2011,nl,Brian Walton,Jay Gibbons,132,Mil,OF,5,rel,previously_active,,21,9,2,1,2,0,6,2,0.348,0.0,0.429,1,0,0,0,0,0,14
2011,nl,Brian Walton,Brian Bixler,1185,SD,OF,0,rel,previously_active,,17,17,3,0,1,2,4,1,0.333,0.0,0.471,1,0,2,0,14,2,34
2011,nl,Brian Walton,Blake Tekotte,2578,Bos,OF,1,rel,previously_active,,20,11,0,0,0,0,14,2,0.136,0.0,0.05,0,0,0,0,0,0,11
2011,nl,Brian Walton,Allen Craig,2108,Bos,OF,1,res,previously_active,"OF,2B",176,64,28,9,35,5,36,14,0.368,0.0,0.551,0,0,2,8,2,0,48
2011,nl,Brian Walton,Cedric Hunter,1990,Atl,OF,1,rel,previously_active,,4,4,0,0,0,0,0,0,0.25,0.0,0.25,0,0,0,0,0,0,2
2011,nl,Brian Walton,Laynce Nix,868,FA,OF,0,trd,previously_active,,259,89,34,14,39,2,70,16,0.301,0.0,0.475,2,0,9,0,0,0,85
2011,nl,Brian Walton,Lou Montanez,2177,LAA,OF,0,rel,previously_active,,11,6,1,1,3,0,2,0,0.25,0.0,0.545,0,0,0,0,0,0,25
2011,nl,Brian Walton,Jose Constanza,3448,TB,OF,0,rel,previously_active,,90,31,19,2,9,7,13,6,0.365,0.0,0.411,0,0,0,0,0,0,33
2011,nl,Brian Walton,Xavier Paul,800,FA,OF,0,rel,previously_active,,3,3,0,0,0,0,3,0,0.0,0.0,0.0,0,0,0,0,0,0,101
2011,nl,Brian Walton,J.B. Shuck,3494,CWS,OF,3,rel,previously_active,,38,13,5,0,2,0,1,4,0.31,0.0,0.289,0,0,0,0,0,0,26
2011,nl,Brian Walton,Carlos Corporan,2345,Tex,C,0,rel,previously_active,,28,8,1,0,2,0,4,0,0.286,0.0,0.429,0,50,0,0,0,0,0
2011,nl,Brian Walton,Angel Sanchez,686,LAD,UT,0,rel,previously_active,,103,28,13,1,15,1,16,9,0.327,0.0,0.35,0,0,0,19,10,46,0
2011,nl,Brian Walton,Matt Dominguez,1981,Mil,UT,3,rel,previously_active,,18,6,0,0,1,0,5,1,0.211,0.0,0.167,0,0,0,0,16,0,0
2011,nl,Brian Walton,Ike Davis,2618,Oak,CI,21,dis,reserved,"1B,CI",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,36,0,0,0,0
2011,nl,Brian Walton,Clint Barmes,454,SD,MI,7,res,reserved,"SS,MI,2B",101,27,13,3,9,0,20,7,0.275,0.182,0.356,0,0,0,0,0,122,0
2011,nl,Brian Walton,Zack Cozart,3043,Cin,MI,1,dis,reserved,SS,16,4,2,0,0,0,2,0,0.312,0.0,0.312,0,0,0,0,0,11,0
2011,nl,Brian Walton,Xavier Nady,1195,FA,OF,9,dis,reserved,"OF,1B,CI",18,12,3,0,3,0,2,1,0.3,0.0,0.333,0,0,52,0,0,0,10
