year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Lyle Overbay,1581,FA,1B,9,act,"1B,CI,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Jason Kipnis,2727,Atl,2B,28,act,"2B,SW,MI",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Stephen Drew,30,Was,SS,4,act,"SS,SW,MI",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Alberto Callaspo,678,FA,3B,8,act,"3B,CI,SW,2B",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Torii Hunter,749,Min,OF,16,act,"OF,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Ichiro Suzuki,1368,Sea,OF,16,act,"OF,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Alejandro De Aza,570,Min,OF,18,act,"OF,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Curtis Granderson,517,Mia,OF,20,act,"OF,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Alex Avila,2369,FA,C,11,act,"C,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,J.P. Arencibia,2422,TB,C,12,act,"C,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Mike Trout,2844,LAA,UT,40,act,"OF,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Abraham Almonte,4385,FA,SW,1,act,OF,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Scott Feldman,1495,FA,P,16,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Jered Weaver,730,SD,P,24,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Sean Doolittle,2332,Was,P,0,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Greg Holland,3343,Tex,P,18,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,A.J. Griffin,3734,FA,P,5,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Joaquin Benoit,1493,FA,P,3,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Wei-Yin Chen,3151,FA,P,6,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Jason Vargas,942,FA,P,2,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Bruce Chen,1720,FA,P,1,act,P,active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Daniel Nava,3308,FA,CI,0,act,"OF,1B,SW",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Gordon Beckham,2356,NYM,MI,9,act,"2B,SW,MI",active
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Delmon Young,908,FA,SW,1,res,"OF,SW",reserved
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Justin Masterson,195,LAD,P,3,res,P,reserved
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Joel Peralta,668,FA,P,0,res,P,reserved
2013,al,Larry Schechter have 0 active players at INF but the Minimum is 1,Ryan Dempster,258,FA,P,9,res,P,reserved
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Adam Lind,1587,FA,1B,9,act,"1B,CI,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Jurickson Profar,3198,Atl,2B,7,act,"UT,2B,SW,3B,SS,MI",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Doug Bernier,2129,Tex,SS,1,act,"UT,SS,3B",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Kyle Seager,3774,Sea,3B,21,act,"3B,CI,SW,2B,MI",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Brandon Moss,187,FA,OF,12,act,"1B,OF,CI,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Adam Jones,133,Ari,OF,29,act,"OF,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Coco Crisp,184,Cle,OF,19,act,"OF,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,David DeJesus,689,FA,OF,16,act,"OF,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Matt Wieters,146,FA,C,19,act,"C,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Joe Mauer,889,Min,C,21,act,"1B,C,SW,CI",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,J.B. Shuck,3494,Was,UT,5,act,OF,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Justin Smoak,2117,FA,SW,7,act,"1B,CI,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Fernando Rodney,499,FA,P,19,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Joe Saunders,726,Sea,P,0,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Garrett Richards,3535,FA,P,10,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Andy Pettitte,996,NYY,P,5,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Doug Fister,2890,Tex,P,15,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Drew Smyly,3904,FA,P,2,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Hector Santiago,3770,Sea,P,0,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,C.J. Wilson,1513,FA,P,13,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Joe Nathan,882,FA,P,19,act,P,active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Justin Morneau,898,Min,CI,19,act,"1B,CI,SW",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Andrew Romine,2457,ChC,MI,1,act,"SS,SW,3B,MI",active
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Alexi Casilla,893,Tor,2B,1,res,"2B,MI,SW",reserved
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Brendan Ryan,1412,Det,SS,0,res,"SS,MI,SW",reserved
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Brandon Barnes,3890,FA,OF,6,res,"OF,SW",reserved
2013,al,Jeff Erickson have 0 active players at INF but the Minimum is 1,Samuel Deduno,2246,FA,P,1,dis,P,reserved
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Michael Morse,1362,FA,1B,17,act,"1B,OF,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Howie Kendrick,739,Was,2B,17,act,"2B,MI,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Erick Aybar,735,FA,SS,19,act,"SS,MI,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Jamey Carroll,401,FA,3B,1,act,"3B,2B,MI,SW,CI,SS",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Alfonso Soriano,294,FA,OF,81,act,"OF,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Josh Willingham,576,FA,OF,23,act,"OF,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Chris B. Young,40,FA,OF,10,act,"OF,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Drew Stubbs,1989,FA,OF,12,act,"OF,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Chris Stewart,1540,SD,C,1,act,"C,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Chris Herrmann,3487,Was,C,1,act,"C,SW,OF",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Colby Rasmus,1436,Bal,UT,13,act,"OF,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Raul Ibanez,1365,FA,SW,0,act,"OF,SW",active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Casey Janssen,1559,FA,P,9,act,P,active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Jake Peavy,1237,FA,P,14,act,P,active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Mark Buehrle,206,FA,P,6,act,P,active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Justin Verlander,504,Det,P,31,act,P,active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Chris Perez,1425,Bal,P,14,act,P,active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Alex Cobb,3431,FA,P,12,act,P,active
2013,al,Lawr Michaels have 0 active players at INF but the Minimum is 1,Alex Torres,2451,SF,P,0,act,P,active
