year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,h,g,r,hr,rbi,sb,so,bb,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2016,nl,Todd Zola,Kyle Jensen,3943,FA,UT,17,act,active,OF,25,0,12,3,1,5,0,11,2,0.259,0.4,1,0,4,0,0,0,5
2016,nl,Todd Zola,Matt Joyce,2074,Oak,SW,63,act,active,"OF,SW",213,0,126,43,12,38,1,63,51,0.401,0.474,4,0,0,0,0,0,66
2016,nl,Todd Zola,Neil Walker,1221,NYY,2B,19,rel,previously_active,,412,0,113,57,23,55,3,84,42,0.347,0.476,0,0,0,111,0,0,0
2016,nl,Todd Zola,Daniel Murphy,2100,ChC,3B,18,res,previously_active,"1B,2B,3B,MI,CI,SW",530,0,141,88,25,104,5,57,35,0.391,0.596,1,0,21,117,1,0,0
2016,nl,Todd Zola,Tyler Goeddel,4976,LAD,OF,4,rel,previously_active,,96,0,37,9,3,7,0,28,5,0.284,0.385,0,0,0,0,0,0,77
2016,nl,Todd Zola,Scott Van Slyke,2804,Mia,OF,3,dis,previously_active,"OF,1B,SW,CI",64,0,28,5,0,3,1,12,4,0.319,0.281,0,0,7,0,0,0,29
2016,nl,Todd Zola,A.J. Pollock,2837,Ari,OF,31,res,previously_active,"OF,SW",28,0,9,7,2,3,2,5,5,0.364,0.464,0,0,0,0,0,0,12
2016,nl,Todd Zola,Peter O'Brien,4794,Mia,OF,17,rel,previously_active,,3,0,3,0,0,0,0,1,0,0.333,0.667,0,0,1,0,0,0,16
2016,nl,Todd Zola,Chris Stewart,1540,Ari,C,13,rel,previously_active,,6,0,2,0,0,0,0,0,0,0.286,0.167,0,31,1,0,0,0,0
2016,nl,Todd Zola,Ramon Cabrera,3937,Mia,C,2,rel,previously_active,,36,0,14,1,0,1,0,6,2,0.289,0.361,0,48,0,0,0,0,0
2016,nl,Todd Zola,Gordon Beckham,2356,Sea,UT,7,res,previously_active,"2B,3B,CI,SS,SW",14,0,6,1,0,0,0,4,0,0.143,0.214,0,0,0,51,18,11,0
2016,nl,Todd Zola,Jeremy Hazelbaker,3697,Min,UT,177,res,previously_active,OF,136,0,76,21,8,20,2,48,10,0.279,0.463,0,0,0,0,0,0,73
2016,nl,Todd Zola,Phil Gosselin,4644,Atl,SW,13,rel,previously_active,,19,0,9,0,0,1,0,3,0,0.19,0.158,1,0,6,35,10,0,3
2016,nl,Todd Zola,Eric Campbell,2017,Mia,SW,0,rel,previously_active,,21,0,7,1,1,4,0,8,1,0.087,0.19,0,0,21,1,7,0,2
2016,nl,Todd Zola,Daniel Murphy,2100,ChC,3B,18,res,reserved,"1B,2B,3B,MI,CI,SW",1,0,1,0,0,0,0,0,0,0.0,0.0,1,0,21,117,1,0,0
2016,nl,Todd Zola,Scott Van Slyke,2804,Mia,OF,3,dis,reserved,"OF,1B,SW,CI",38,0,24,5,1,4,0,12,1,0.244,0.368,0,0,7,0,0,0,29
2016,nl,Todd Zola,A.J. Pollock,2837,Ari,OF,31,res,reserved,"OF,SW",13,0,3,2,0,1,2,3,0,0.231,0.231,0,0,0,0,0,0,12
2016,nl,Todd Zola,Gordon Beckham,2356,Sea,UT,7,res,reserved,"2B,3B,CI,SS,SW",21,0,10,1,0,4,0,7,2,0.192,0.238,0,0,0,51,18,11,0
2016,nl,Todd Zola,Jeremy Hazelbaker,3697,Min,UT,177,res,reserved,OF,49,0,32,10,2,4,1,11,6,0.291,0.408,0,0,0,0,0,0,73
2016,nl,Todd Zola,Jose Peraza,4468,Cin,2B,7,act,previously_reserved,"2B,SW,SS,OF,MI",22,0,6,0,0,1,3,5,1,0.261,0.227,1,0,0,12,0,31,21
2016,nl,Todd Zola,Chris Coghlan,599,ChC,OF,117,act,previously_reserved,"3B,2B,OF,SW,1B,MI",27,0,11,7,1,8,0,6,4,0.437,0.519,2,0,6,20,18,0,46
2016,nl,Todd Zola,Tyler Goeddel,4976,LAD,OF,4,rel,previously_reserved,,29,0,9,3,0,4,1,1,2,0.29,0.345,0,0,0,0,0,0,77
2016,nl,Todd Zola,Ichiro Suzuki,1368,FA,OF,113,act,previously_reserved,"OF,SW",27,0,6,3,0,1,0,2,2,0.241,0.222,3,0,0,0,0,0,78
2016,nl,Todd Zola,Chris Stewart,1540,Ari,C,13,rel,previously_reserved,,24,0,9,3,0,1,0,5,3,0.333,0.292,0,31,1,0,0,0,0
2016,nl,Todd Zola,Francisco Cervelli,1004,Pit,C,11,act,previously_reserved,"C,SW",6,0,2,1,0,1,1,1,1,0.25,0.333,1,95,2,0,0,0,0
2016,nl,Todd Zola,Phil Gosselin,4644,Atl,SW,13,rel,previously_reserved,,31,0,20,5,0,2,0,8,5,0.351,0.323,1,0,6,35,10,0,3
2016,nl,Todd Zola,Matt Joyce,2074,Oak,SW,63,act,previously_reserved,"OF,SW",18,0,13,2,1,4,0,4,7,0.4,0.333,4,0,0,0,0,0,66
2016,nl,Todd Zola,Eric Campbell,2017,Mia,SW,0,rel,previously_reserved,,42,0,23,6,0,1,1,15,7,0.353,0.238,0,0,21,1,7,0,2
2016,nl,Derek Carty,Wil Myers,3153,SD,1B,16,act,active,"OF,1B,SW,CI",599,0,157,99,28,94,28,160,68,0.336,0.461,0,0,149,0,1,0,10
2016,nl,Derek Carty,Ryan Howard,1129,Col,CI,9,act,active,"1B,CI,SW",290,0,101,27,21,46,0,106,26,0.241,0.414,9,0,83,0,0,0,0
2016,nl,Derek Carty,Joe Panik,3800,SF,MI,11,act,active,"2B,SW,MI",450,0,123,66,10,61,5,46,50,0.321,0.387,0,0,0,126,0,0,0
2016,nl,Derek Carty,Ryan Schimpf,4322,FA,2B,36,act,active,"UT,3B,2B",260,0,83,46,20,50,1,100,39,0.339,0.546,0,0,0,68,14,0,1
2016,nl,Derek Carty,Erick Aybar,735,FA,SS,10,act,active,"SS,MI,3B,2B,SW",411,0,125,34,3,34,3,69,31,0.303,0.319,0,0,0,7,12,104,0
2016,nl,Derek Carty,Jung-ho Kang,5052,Pit,3B,15,act,active,"3B,MI,CI,SS,SW",310,0,100,43,19,58,3,78,36,0.357,0.5,1,0,0,0,92,0,0
2016,nl,Derek Carty,Dexter Fowler,484,StL,OF,19,act,active,"OF,SW",448,0,122,82,12,45,13,121,77,0.391,0.44,1,0,0,0,0,0,121
2016,nl,Derek Carty,Joc Pederson,4090,LAD,OF,19,act,active,"OF,SW",406,0,137,64,25,68,6,130,63,0.352,0.495,0,0,0,0,0,0,132
2016,nl,Derek Carty,Nick Markakis,134,Atl,OF,12,act,active,"OF,SW",599,0,158,67,13,89,0,101,71,0.346,0.397,5,0,1,0,0,0,150
2016,nl,Derek Carty,Adam Duvall,4413,Atl,OF,3,act,active,"OF,1B,SW",550,0,149,85,33,103,6,164,40,0.296,0.5,0,0,5,0,3,0,142
2016,nl,Derek Carty,Carlos Ruiz,1123,FA,C,3,act,active,"C,SW",187,0,57,18,3,15,2,30,23,0.363,0.358,1,56,0,0,0,0,0
2016,nl,Derek Carty,Tucker Barnhart,3911,Cin,C,0,act,active,"C,SW",350,0,106,32,7,48,1,68,34,0.321,0.374,0,108,0,0,0,0,0
2016,nl,Derek Carty,Tyler Holt,4995,FA,UT,15,act,active,"OF,SW",2,0,5,1,0,0,0,0,1,0.5,0.0,0,0,0,0,0,0,70
2016,nl,Derek Carty,Tommy Pham,5041,TB,SW,23,act,active,"OF,SW",123,0,60,19,7,15,2,56,17,0.331,0.447,0,0,0,0,0,0,66
2016,nl,Derek Carty,Emmanuel Burriss,1324,LAA,MI,0,rel,previously_active,,3,0,3,1,0,0,0,0,0,0.333,0.667,1,0,2,5,0,3,3
2016,nl,Derek Carty,Andres Blanco,303,Mil,MI,0,rel,previously_active,,13,0,7,2,0,2,0,3,1,0.4,0.462,0,0,19,20,21,10,1
2016,nl,Derek Carty,Daniel Descalso,2899,Ari,MI,3,rel,previously_active,,3,0,3,1,1,2,0,0,1,0.75,1.67,4,0,16,14,4,31,7
2016,nl,Derek Carty,Phil Gosselin,4644,Atl,3B,0,rel,previously_active,,15,0,9,3,0,0,0,2,2,0.412,0.333,1,0,6,35,10,0,3
2016,nl,Derek Carty,Billy Hamilton,3576,Cin,OF,22,dis,previously_active,"OF,SW",400,0,116,68,3,16,58,87,36,0.324,0.347,0,0,0,0,0,0,115
2016,nl,Derek Carty,Jarrett Parker,3715,SF,OF,0,rel,previously_active,,23,0,10,2,0,1,0,10,7,0.387,0.174,4,0,0,0,0,0,37
2016,nl,Derek Carty,Jason Heyward,1968,ChC,OF,29,trd,previously_active,,337,0,88,41,4,28,8,65,40,0.318,0.315,0,0,0,0,0,0,141
2016,nl,Derek Carty,Dustin Garneau,4808,CWS,C,1,rel,previously_active,,27,0,9,3,0,1,0,10,4,0.355,0.37,0,23,0,0,0,0,0
2016,nl,Derek Carty,Mark Reynolds,34,Was,SW,5,rel,previously_active,,378,0,111,58,13,52,1,107,39,0.355,0.45,0,0,115,1,0,0,0
2016,nl,Derek Carty,Alexi Amarista,3084,Phi,SW,0,res,previously_active,"OF,SS,SW,2B,3B,MI",17,0,10,1,0,2,0,3,1,0.333,0.294,0,0,0,28,5,12,10
2016,nl,Derek Carty,Billy Hamilton,3576,Cin,OF,22,dis,reserved,"OF,SW",11,0,3,1,0,1,0,6,0,0.182,0.182,0,0,0,0,0,0,115
2016,nl,Derek Carty,Alexi Amarista,3084,Phi,SW,0,res,reserved,"OF,SS,SW,2B,3B,MI",32,0,13,2,0,2,2,6,1,0.176,0.219,0,0,0,28,5,12,10
2016,nl,Derek Carty,Emmanuel Burriss,1324,LAA,MI,0,rel,previously_reserved,,5,0,2,0,0,0,0,1,0,0.2,0.2,1,0,2,5,0,3,3
2016,nl,Derek Carty,Ryan Howard,1129,Col,CI,9,act,previously_reserved,"1B,CI,SW",41,0,11,8,4,13,0,8,1,0.381,0.732,9,0,83,0,0,0,0
2016,nl,Derek Carty,Joe Panik,3800,SF,MI,11,act,previously_reserved,"2B,SW,MI",14,0,4,1,0,1,0,1,0,0.133,0.143,0,0,0,126,0,0,0
2016,nl,Derek Carty,Erick Aybar,735,FA,SS,10,act,previously_reserved,"SS,MI,3B,2B,SW",4,0,1,0,0,0,0,1,0,0.25,0.5,0,0,0,7,12,104,0
2016,nl,Derek Carty,Jung-ho Kang,5052,Pit,3B,15,act,previously_reserved,"3B,MI,CI,SS,SW",8,0,3,2,2,4,0,1,0,0.222,1.0,1,0,0,0,92,0,0
2016,nl,Derek Carty,Jarrett Parker,3715,SF,OF,0,rel,previously_reserved,,86,0,37,16,5,10,0,28,12,0.37,0.477,4,0,0,0,0,0,37
2016,nl,Derek Carty,Dexter Fowler,484,StL,OF,19,act,previously_reserved,"OF,SW",8,0,3,2,1,3,0,3,2,0.5,0.875,1,0,0,0,0,0,121
2016,nl,Derek Carty,Adam Duvall,4413,Atl,OF,3,act,previously_reserved,"OF,1B,SW",2,0,1,0,0,0,0,0,1,0.333,0.0,0,0,5,0,3,0,142
2016,nl,Derek Carty,Dustin Garneau,4808,CWS,C,1,rel,previously_reserved,,33,0,10,3,1,4,0,8,2,0.25,0.364,0,23,0,0,0,0,0
2016,nl,Derek Carty,Carlos Ruiz,1123,FA,C,3,act,previously_reserved,"C,SW",14,0,5,3,0,0,1,3,4,0.389,0.214,1,56,0,0,0,0,0
2016,nl,Derek Carty,Tucker Barnhart,3911,Cin,C,0,act,previously_reserved,"C,SW",27,0,9,2,0,3,0,4,2,0.345,0.444,0,108,0,0,0,0,0
2016,nl,Derek Carty,Tommy Pham,5041,TB,SW,23,act,previously_reserved,"OF,SW",5,0,4,1,0,0,0,3,0,0.2,0.2,0,0,0,0,0,0,66
2016,nl,Derek Carty,Mark Reynolds,34,Was,SW,5,rel,previously_reserved,,15,0,7,3,1,1,0,5,3,0.389,0.467,0,0,115,1,0,0,0
2016,nl,Scott Wilderman,Justin Turner,2415,LAD,CI,14,act,active,"3B,CI,SW",556,0,151,79,27,90,4,107,48,0.339,0.493,2,0,1,0,144,0,0
2016,nl,Scott Wilderman,Yangervis Solarte,3899,Tor,1B,10,act,active,"2B,3B,1B,SW,MI,CI",403,0,108,55,15,70,1,63,29,0.341,0.469,0,0,2,15,96,0,0
2016,nl,Scott Wilderman,Jedd Gyorko,3700,StL,MI,6,act,active,"3B,SS,2B,1B,SW,MI",400,0,128,58,30,59,0,96,37,0.306,0.495,0,0,11,46,39,26,0
2016,nl,Scott Wilderman,Eduardo Nunez,1033,Bos,2B,477,act,active,"2B,SS,3B,SW,CI,MI",173,0,47,24,4,18,12,28,12,0.324,0.422,5,0,0,6,81,55,0
2016,nl,Scott Wilderman,Jonathan Villar,3345,Bal,SS,16,act,active,"2B,SS,SW,MI,3B",589,0,156,92,19,63,62,174,79,0.369,0.457,0,0,0,11,42,108,0
2016,nl,Scott Wilderman,Howie Kendrick,739,Was,3B,15,act,active,"1B,2B,3B,OF,MI,SW",487,0,146,65,8,40,10,96,50,0.326,0.366,1,0,11,32,17,0,94
2016,nl,Scott Wilderman,Domingo Santana,3213,Mil,OF,18,act,active,"OF,SW",235,0,74,32,11,32,2,87,31,0.346,0.451,0,0,0,0,0,0,67
2016,nl,Scott Wilderman,Albert Almora,4126,ChC,OF,1,act,active,OF,16,0,8,5,0,1,0,2,2,0.389,0.562,0,0,0,0,0,0,41
2016,nl,Scott Wilderman,Hunter Pence,639,SF,OF,21,act,active,"OF,SW",388,0,104,57,13,57,1,95,42,0.357,0.451,0,0,0,0,0,0,102
2016,nl,Scott Wilderman,Kris Bryant,4434,ChC,OF,35,act,active,"OF,3B,SW,1B,CI",603,0,155,121,39,102,8,154,75,0.385,0.554,1,0,9,0,107,1,69
2016,nl,Scott Wilderman,Tyler Flowers,2355,Atl,C,4,act,active,"C,SW",270,0,80,24,8,41,0,88,28,0.358,0.422,0,81,0,0,0,0,0
2016,nl,Scott Wilderman,Yasmani Grandal,3311,LAD,C,15,act,active,"C,SW",381,0,122,48,27,70,1,116,61,0.333,0.472,0,115,4,0,0,0,0
2016,nl,Scott Wilderman,Adam Rosales,2178,Cle,UT,11,act,active,"1B,2B,3B,CI,MI,SW,SS",3,0,4,0,0,0,0,2,0,0.0,0.0,1,0,1,36,41,15,3
2016,nl,Scott Wilderman,Carlos Asuaje,5658,SD,SW,0,act,active,2B,11,0,3,0,0,2,0,3,1,0.333,0.273,0,0,0,6,0,0,0
2016,nl,Scott Wilderman,Ramon Flores,3612,FA,OF,43,rel,previously_active,,240,0,97,17,1,17,3,57,29,0.291,0.25,0,0,2,0,0,0,83
2016,nl,Scott Wilderman,Jabari Blash,5262,LAA,OF,1,rel,previously_active,,17,0,14,2,0,0,0,8,3,0.3,0.235,0,0,0,0,0,0,21
2016,nl,Scott Wilderman,Keon Broxton,3265,Mil,OF,52,rel,previously_active,,170,0,61,24,8,15,19,69,30,0.37,0.447,0,0,0,0,0,0,68
2016,nl,Scott Wilderman,Kirk Nieuwenhuis,3095,FA,OF,0,rel,previously_active,,309,0,109,35,12,37,7,123,53,0.325,0.385,0,0,0,0,0,0,109
2016,nl,Scott Wilderman,Gregor Blanco,84,SF,OF,2,rel,previously_active,,202,0,89,22,1,13,4,48,27,0.307,0.287,0,0,0,0,0,0,75
2016,nl,Scott Wilderman,Anthony Recker,3001,Ari,C,0,rel,previously_active,,53,0,18,3,1,8,1,16,7,0.361,0.453,0,28,0,0,0,0,0
2016,nl,Scott Wilderman,Kyle Schwarber,4901,ChC,C,26,rel,previously_active,,4,0,2,0,0,0,0,2,1,0.2,0.0,0,0,0,0,0,0,2
2016,nl,Scott Wilderman,Austin Barnes,4739,LAD,C,11,rel,previously_active,,1,0,1,1,0,0,0,1,2,0.667,0.0,0,9,0,7,1,0,0
2016,nl,Scott Wilderman,Ruben Tejada,2638,Bal,UT,1,rel,previously_active,,9,0,6,1,0,2,0,2,0,0.091,0.222,0,0,0,4,23,7,0
2016,nl,Scott Wilderman,Matt Szczur,3626,SD,UT,41,rel,previously_active,,81,0,50,13,1,9,1,18,6,0.287,0.321,0,0,0,0,0,0,70
2016,nl,Scott Wilderman,Jason Rogers,4669,Pit,UT,0,rel,previously_active,,5,0,4,1,0,0,0,4,1,0.286,0.0,0,0,5,0,4,0,0
2016,nl,Scott Wilderman,Raimel Tapia,4798,Col,UT,7,rel,previously_active,,24,0,16,2,0,3,2,8,2,0.185,0.125,0,0,0,0,0,0,11
2016,nl,Scott Wilderman,Chris Heisey,2809,FA,UT,0,rel,previously_active,,4,0,2,1,0,0,0,2,1,0.2,0.0,1,0,0,0,0,0,44
2016,nl,Scott Wilderman,John Jaso,1461,FA,SW,8,res,previously_active,"UT,SW,1B",320,0,105,36,5,31,0,57,36,0.349,0.391,0,0,108,0,0,0,1
2016,nl,Scott Wilderman,Yefri Perez,5583,StL,SW,6,rel,previously_active,,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,2,0
2016,nl,Scott Wilderman,Stephen Drew,30,Was,SW,15,rel,previously_active,,11,0,6,0,0,0,0,4,0,0.0,0.0,1,0,0,21,12,12,0
2016,nl,Scott Wilderman,John Jaso,1461,FA,SW,8,res,reserved,"UT,SW,1B",60,0,27,9,3,11,0,17,9,0.371,0.533,0,0,108,0,0,0,1
2016,nl,Scott Wilderman,Yangervis Solarte,3899,Tor,1B,10,act,previously_reserved,"2B,3B,1B,SW,MI,CI",2,0,1,0,0,1,0,0,1,0.333,0.0,0,0,2,15,96,0,0
2016,nl,Scott Wilderman,Jabari Blash,5262,LAA,OF,1,rel,previously_reserved,,8,0,9,0,0,0,0,5,1,0.111,0.0,0,0,0,0,0,0,21
2016,nl,Scott Wilderman,Ramon Flores,3612,FA,OF,43,rel,previously_reserved,,9,0,7,1,1,2,0,1,2,0.364,0.556,0,0,2,0,0,0,83
2016,nl,Scott Wilderman,Gregor Blanco,84,SF,OF,2,rel,previously_reserved,,38,0,15,6,0,5,2,3,2,0.325,0.447,0,0,0,0,0,0,75
2016,nl,Scott Wilderman,Hunter Pence,639,SF,OF,21,act,previously_reserved,"OF,SW",7,0,2,1,0,0,0,0,1,0.375,0.429,0,0,0,0,0,0,102
2016,nl,Scott Wilderman,Domingo Santana,3213,Mil,OF,18,act,previously_reserved,"OF,SW",11,0,3,2,0,0,0,4,1,0.333,0.364,0,0,0,0,0,0,67
2016,nl,Scott Wilderman,Kirk Nieuwenhuis,3095,FA,OF,0,rel,previously_reserved,,25,0,15,3,1,7,1,10,3,0.321,0.4,0,0,0,0,0,0,109
2016,nl,Scott Wilderman,Keon Broxton,3265,Mil,OF,52,rel,previously_reserved,,19,0,7,2,1,4,2,7,4,0.435,0.684,0,0,0,0,0,0,68
2016,nl,Scott Wilderman,Tyler Flowers,2355,Atl,C,4,act,previously_reserved,"C,SW",11,0,3,3,0,0,0,3,1,0.333,0.364,0,81,0,0,0,0,0
2016,nl,Scott Wilderman,Ruben Tejada,2638,Bal,UT,1,rel,previously_reserved,,25,0,17,5,0,1,0,6,2,0.276,0.24,0,0,0,4,23,7,0
2016,nl,Scott Wilderman,Matt Szczur,3626,SD,UT,41,rel,previously_reserved,,23,0,14,5,1,6,0,4,1,0.417,0.609,0,0,0,0,0,0,70
2016,nl,Scott Wilderman,Jason Rogers,4669,Pit,UT,0,rel,previously_reserved,,3,0,2,1,0,2,0,0,2,0.6,1.0,0,0,5,0,4,0,0
2016,nl,Scott Wilderman,Stephen Drew,30,Was,SW,15,rel,previously_reserved,,31,0,17,4,2,5,0,11,4,0.278,0.419,1,0,0,21,12,12,0
2016,nl,Phil Hertz,Ryan Zimmerman,1638,Was,1B,14,act,active,"1B,SW,CI",423,0,114,58,14,44,4,104,29,0.268,0.359,1,0,114,0,0,0,0
2016,nl,Phil Hertz,Brandon Belt,3336,SF,CI,23,act,active,"1B,SW,CI",143,0,43,20,3,21,0,45,28,0.393,0.448,0,0,151,0,0,0,3
2016,nl,Phil Hertz,Aledmys Diaz,4500,Tor,MI,143,act,active,SS,394,0,107,67,16,61,4,58,40,0.365,0.495,0,0,0,1,0,107,0
2016,nl,Phil Hertz,Hernan Perez,3855,Mil,2B,22,act,active,"2B,3B,OF,MI,CI,SW,1B",267,0,71,38,9,37,24,61,13,0.313,0.449,0,0,6,11,60,3,46
2016,nl,Phil Hertz,Jordy Mercer,3871,Pit,SS,1,act,active,"UT,SS,MI,SW",519,0,149,66,11,59,1,83,51,0.328,0.374,0,0,0,0,0,146,0
2016,nl,Phil Hertz,Cody Asche,4188,NYM,3B,0,act,active,"OF,SW,3B,CI",12,0,6,1,0,0,0,6,1,0.154,0.083,0,0,0,0,0,0,57
2016,nl,Phil Hertz,David Dahl,4049,Col,OF,291,act,active,OF,222,0,63,42,7,24,5,59,15,0.359,0.5,0,0,0,0,0,0,59
2016,nl,Phil Hertz,Odubel Herrera,5084,Phi,OF,13,act,active,"OF,SW",583,0,159,87,15,49,25,134,63,0.361,0.42,0,0,0,0,0,0,155
2016,nl,Phil Hertz,Andrew McCutchen,1222,NYY,OF,37,act,active,"OF,SW",598,0,153,81,24,79,6,143,69,0.336,0.43,0,0,0,0,0,0,151
2016,nl,Phil Hertz,Matt Kemp,799,LAD,OF,26,act,active,"OF,SW",623,0,156,89,35,108,1,156,36,0.304,0.499,2,0,0,0,0,0,151
2016,nl,Phil Hertz,J.T. Realmuto,4028,Mia,C,13,act,active,"C,SW",509,0,137,60,11,48,12,100,28,0.343,0.428,2,129,0,0,0,0,0
2016,nl,Phil Hertz,Travis D'Arnaud,2621,NYM,C,16,act,active,"C,SW",251,0,75,27,4,15,0,50,19,0.307,0.323,0,73,0,0,0,0,0
2016,nl,Phil Hertz,Hunter Renfroe,4558,SD,UT,2,act,active,OF,23,0,7,6,3,13,0,4,0,0.391,0.87,0,0,0,0,0,0,9
2016,nl,Phil Hertz,Manuel Margot,4858,SD,SW,2,act,active,OF,24,0,6,3,0,1,1,5,0,0.208,0.333,0,0,0,0,0,0,10
2016,nl,Phil Hertz,Lucas Duda,3305,Atl,CI,23,rel,previously_active,,130,0,39,16,7,19,0,29,11,0.297,0.431,0,0,45,0,0,0,0
2016,nl,Phil Hertz,Jace Peterson,4427,Bal,MI,3,trd,previously_active,,177,0,58,20,6,16,1,32,21,0.32,0.39,0,0,0,87,1,0,16
2016,nl,Phil Hertz,Miguel Rojas,4814,Mia,CI,2,rel,previously_active,,20,0,11,4,0,2,0,2,2,0.318,0.3,0,0,41,45,16,33,0
2016,nl,Phil Hertz,Andres Blanco,303,Mil,2B,1,res,previously_active,"3B,2B,SW,1B,SS,MI,CI",11,0,6,0,0,0,0,4,0,0.091,0.091,0,0,19,20,21,10,1
2016,nl,Phil Hertz,Josh Harrison,3747,Pit,2B,16,rel,previously_active,,487,0,131,57,4,59,19,76,18,0.311,0.388,0,0,0,128,0,0,1
2016,nl,Phil Hertz,Ramiro Pena,2403,SF,2B,1,rel,previously_active,,52,0,18,4,0,5,0,11,1,0.245,0.288,0,0,0,17,12,4,0
2016,nl,Phil Hertz,Will Middlebrooks,3648,Phi,3B,57,rel,previously_active,,20,0,7,2,0,1,0,9,3,0.217,0.1,0,0,0,0,8,0,0
2016,nl,Phil Hertz,David Wright,953,NYM,3B,13,rel,previously_active,,137,0,37,18,7,14,3,55,26,0.35,0.438,0,0,0,0,36,0,0
2016,nl,Phil Hertz,Jay Bruce,371,NYM,OF,18,trd,previously_active,,46,0,12,6,3,12,0,10,1,0.327,0.565,2,0,0,0,0,0,138
2016,nl,Phil Hertz,Chris Heisey,2809,FA,OF,0,rel,previously_active,,8,0,3,1,0,0,0,3,0,0.25,0.5,1,0,0,0,0,0,44
2016,nl,Phil Hertz,Peter Bourjos,2154,SF,OF,1,rel,previously_active,,109,0,39,8,1,7,3,33,2,0.214,0.284,0,0,0,0,0,0,119
2016,nl,Phil Hertz,Tim Federowicz,3551,Cin,C,0,rel,previously_active,,4,0,1,0,0,1,0,1,0,0.25,0.5,0,12,0,0,0,0,0
2016,nl,Phil Hertz,Christian Bethancourt,3224,Mil,C,37,rel,previously_active,,33,0,18,5,1,5,1,9,4,0.351,0.424,2,41,0,1,0,0,12
2016,nl,Phil Hertz,Hector Sanchez,3050,FA,C,2,rel,previously_active,,1,0,1,0,0,0,0,0,0,0.0,0.0,0,14,0,0,0,0,0
2016,nl,Phil Hertz,Chase D'Arnaud,3182,SF,UT,2,trd,previously_active,,121,0,39,11,1,8,5,27,15,0.341,0.364,0,0,0,10,19,21,13
2016,nl,Phil Hertz,Jemile Weeks,2333,ChC,UT,42,dis,previously_active,"2B,MI,SW",20,0,6,2,0,1,0,6,0,0.15,0.3,0,0,0,17,1,0,0
2016,nl,Phil Hertz,Matt Adams,3755,StL,UT,5,rel,previously_active,,80,0,33,11,4,12,0,21,12,0.333,0.463,0,0,86,0,0,0,0
2016,nl,Phil Hertz,Chris Johnson,2101,Bal,UT,1,rel,previously_active,,9,0,4,1,1,2,0,3,1,0.4,0.778,0,0,81,0,11,0,2
2016,nl,Phil Hertz,Brandon Nimmo,3778,NYM,SW,2,rel,previously_active,,55,0,18,7,1,4,0,15,3,0.288,0.291,0,0,0,0,0,0,22
2016,nl,Phil Hertz,Michael Reed,5325,Atl,SW,0,rel,previously_active,,8,0,3,1,0,0,1,4,2,0.3,0.125,0,0,0,0,0,0,7
