year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Jedd Gyorko,3700,Mil,1B,10,act,"3B,2B,SS,1B,SW,MI,CI",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Dee Gordon,2693,FA,2B,26,act,"UT,2B,MI,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Orlando Arcia,4503,Min,SS,9,act,"SS,SW,MI",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Eugenio Suarez,4330,Cin,3B,15,act,"3B,SW,CI",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Ian Happ,5352,ChC,OF,1,act,"OF,2B",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Bryce Harper,2628,Phi,OF,39,act,"OF,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Billy Hamilton,3576,FA,OF,0,act,"OF,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Jay Bruce,371,NYY,OF,15,act,"1B,OF,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Jonathan Lucroy,2346,Atl,C,839,act,"C,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Stephen Vogt,3569,Oak,C,111,act,"C,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Cesar Hernandez,3413,FA,UT,14,act,"2B,MI,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,J.P. Crawford,4534,Sea,SW,0,act,"SS,3B",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Deck McGuire,3229,FA,P,1,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Mike Leake,2714,FA,P,4,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Mike Montgomery,2678,FA,P,3,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Odrisamer Despaigne,4526,FA,P,1,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Archie Bradley,3684,FA,P,0,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Max Scherzer,19,Tor,P,29,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Ivan Nova,2293,Phi,P,9,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Juan Nicasio,2947,FA,P,0,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Hector Neris,5009,FA,P,3,act,P,active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Justin Bour,4965,SF,CI,13,act,"1B,CI,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,D.J. LeMahieu,3275,NYY,MI,22,act,"2B,MI,SW",active
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Raimel Tapia,4798,FA,OF,0,res,"OF,SW",reserved
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Harrison Bader,5366,SF,OF,1,res,OF,reserved
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Brandon Kintzler,3364,SD,P,23,res,P,reserved
2017,nl,Tristan H. Cockcroft have 0 active players at INF but the Minimum is 1,Mike Foltynewicz,3222,Tex,P,11,res,P,reserved
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Daniel Murphy,2100,LAA,1B,25,act,"1B,2B,SW,CI,MI",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Paul DeJong,5714,NYY,2B,14,act,"UT,SS,2B",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Asdrubal Cabrera,400,Cin,SS,14,act,"3B,SS,SW,MI,2B",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Jeimer Candelario,4071,LAA,3B,63,act,"3B,SW,CI",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Ryan Braun,858,Mil,OF,26,act,"OF,SW",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Manuel Margot,4858,Det,OF,11,act,"OF,SW",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Starling Marte,2908,KC,OF,30,act,"OF,SW",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Hunter Renfroe,4558,KC,OF,9,act,"OF,SW",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Yasmani Grandal,3311,Bos,C,19,act,"C,SW",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Travis D'Arnaud,2621,LAA,C,5,act,"C,SW",active
2017,nl,Mike Gianella have 0 active players at INF but the Minimum is 1,Jason Heyward,1968,SD,UT,13,act,"OF,SW",active
