year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2024,nl,Scott Pianowski,Connor Joe,5311,Sea,1B,0,act,"OF,1B,INF,SW",active
2024,nl,Scott Pianowski,Whit Merrifield,4419,Atl,2B,6,act,"2B,OF,INF,SW,3B",active
2024,nl,Scott Pianowski,Isiah Kiner-Falefa,6317,Bos,SS,317,act,"SS,3B,INF,OF,SW,2B",active
2024,nl,Scott Pianowski,Nolan Arenado,3214,Ari,3B,23,act,"3B,SW,INF",active
2024,nl,Scott Pianowski,Jazz Chisholm,6130,NYY,OF,23,act,"UT,OF,3B,SW",active
2024,nl,Scott Pianowski,Lane Thomas,6727,KC,OF,18,act,"OF,SW",active
2024,nl,Scott Pianowski,Jarred Kelenic,6602,CWS,OF,8,act,"OF,SW",active
2024,nl,Scott Pianowski,Harrison Bader,5366,SF,OF,6,act,"OF,SW",active
2024,nl,Scott Pianowski,Travis D'Arnaud,2621,LAA,C,4,act,"C,SW",active
2024,nl,Scott Pianowski,Luis Torrens,5151,NYM,C,44,act,"C,SW",active
2024,nl,Scott Pianowski,Sam Hilliard,6107,Col,UT,11,act,"OF,SW",active
2024,nl,Scott Pianowski,Kike Hernandez,4992,LAD,INF,25,act,"1B,SS,OF,2B,3B,INF,SW",active
2024,nl,Scott Pianowski,Heliot Ramos,6195,SF,SW,77,act,"OF,SW",active
2024,nl,Scott Pianowski,Cody Bellinger,4954,NYY,SW,24,act,"OF,1B,INF,SW",active
2024,nl,Scott Pianowski,Joel Payamps,6699,Atl,P,6,act,P,active
2024,nl,Scott Pianowski,MacKenzie Gore,6188,Tex,P,6,act,P,active
2024,nl,Scott Pianowski,Ryan Weathers,6927,NYY,P,79,act,P,active
2024,nl,Scott Pianowski,Jesse Chavez,1202,Atl,P,0,act,P,active
2024,nl,Scott Pianowski,Justin Martinez,8299,Ari,P,144,act,P,active
2024,nl,Scott Pianowski,Austin Gomber,5593,Tex,P,0,act,P,active
2024,nl,Scott Pianowski,Mitch Keller,5144,Pit,P,9,act,P,active
2024,nl,Scott Pianowski,Logan Webb,6725,SF,P,28,act,P,active
2024,nl,Scott Pianowski,Kyle Gibson,2705,TB,P,1,act,P,active
2024,nl,Scott Pianowski,Jerar Encarnacion,7071,SF,OF,99,res,OF,reserved
2024,nl,Scott Pianowski,Willson Contreras,5435,Bos,C,18,dis,"UT,C,SW",reserved
2024,nl,Scott Pianowski,Bryse Wilson,6520,Phi,P,33,res,P,reserved
2024,nl,Scott Pianowski,Andrew Abbott,8135,Cin,P,4,dis,P,reserved
2024,nl,Scott Pianowski,Reed Garrett,6428,NYM,P,11,res,P,reserved
2024,nl,Ian Kahn,Bryce Harper,2628,Phi,1B,38,act,"1B,SW,INF",active
2024,nl,Ian Kahn,Xavier Edwards,6668,Mia,2B,67,act,"2B,SS,SW,INF",active
2024,nl,Ian Kahn,Elly De La Cruz,7839,Cin,SS,26,act,"SS,INF,SW,3B",active
2024,nl,Ian Kahn,Manny Machado,3216,SD,3B,25,act,"3B,INF,SW",active
2024,nl,Ian Kahn,TJ Friedl,6751,Cin,OF,13,act,"OF,SW",active
2024,nl,Ian Kahn,Jake Fraley,6173,TB,OF,31,act,"OF,SW",active
2024,nl,Ian Kahn,Lars Nootbaar,7582,StL,OF,12,act,"OF,SW",active
2024,nl,Ian Kahn,Jurickson Profar,3198,Atl,OF,2,act,"OF,SW",active
2024,nl,Ian Kahn,Gary Sanchez,3259,Mil,C,7,act,"C,SW",active
2024,nl,Ian Kahn,Kyle Higashioka,3107,Tex,C,2,act,"C,SW",active
2024,nl,Ian Kahn,Marcell Ozuna,3280,Pit,UT,17,act,"UT,SW",active
2024,nl,Ian Kahn,Gavin Lux,6141,TB,INF,7,act,"UT,2B",active
2024,nl,Ian Kahn,Nick Gonzales,7294,Pit,SW,42,act,"2B,INF,SS,SW",active
2024,nl,Ian Kahn,Nick Yorke,7368,Pit,SW,0,act,2B,active
2024,nl,Ian Kahn,Devin Williams,4885,NYM,P,5,act,P,active
2024,nl,Ian Kahn,Robert Suarez,7908,Atl,P,9,act,P,active
2024,nl,Ian Kahn,Luis Severino,4997,Oak,P,6,act,P,active
2024,nl,Ian Kahn,Mitchell Parker,8762,Was,P,33,act,P,active
2024,nl,Ian Kahn,Landon Knack,7437,LAD,P,31,act,P,active
2024,nl,Ian Kahn,Yu Darvish,2044,SD,P,16,act,P,active
2024,nl,Ian Kahn,Zac Gallen,6448,Ari,P,22,act,P,active
2024,nl,Ian Kahn,Jose Quintana,3839,Col,P,8,act,P,active
2024,nl,Ian Kahn,Hunter Greene,6084,Cin,P,14,act,P,active
2024,nl,Ian Kahn,Derek Hill,5097,CWS,SW,18,res,"OF,SW",reserved
2024,nl,Ian Kahn,Jordan Montgomery,5837,Tex,P,98,res,P,reserved
2024,nl,Ian Kahn,Tylor Megill,7621,NYM,P,5,res,P,reserved
2024,nl,Ian Kahn,Jake Irvin,7429,Was,P,13,res,P,reserved
2024,nl,Phil Hertz,Peter Alonso,6132,Bal,1B,29,act,"1B,SW,INF",active
2024,nl,Phil Hertz,Mookie Betts,4670,LAD,2B,44,act,"SS,OF,2B,INF,SW",active
2024,nl,Phil Hertz,Ezequiel Tovar,7785,Col,SS,13,act,"SS,INF,SW",active
2024,nl,Phil Hertz,Jake Burger,6156,Tex,3B,18,act,"1B,3B,SW,INF",active
2024,nl,Phil Hertz,Mike Toglia,7038,Cin,OF,37,act,"1B,OF,SW,INF",active
2024,nl,Phil Hertz,Seiya Suzuki,6324,ChC,OF,20,act,"OF,SW",active
2024,nl,Phil Hertz,Jake McCarthy,6977,Col,OF,1,act,"OF,SW",active
2024,nl,Phil Hertz,Pete Crow-Armstrong,7370,ChC,OF,224,act,"OF,SW",active
2024,nl,Phil Hertz,Francisco Alvarez,7018,NYM,C,18,act,"C,SW",active
2024,nl,Phil Hertz,Joey Bart,6596,Pit,C,57,act,"C,SW",active
2024,nl,Phil Hertz,Michael Harris,7463,Atl,UT,28,act,"OF,SW",active
