year,league,team,player_name,player_id,mlb_team,position,salary,status,eligibility,roster_section
2021,al,Larry Schechter,Seth Brown,7100,NYY,1B,23,act,"OF,1B,SW,CI",active
2021,al,Larry Schechter,Rougned Odor,4026,NYY,2B,5,act,"2B,3B,SW,MI",active
2021,al,Larry Schechter,J.P. Crawford,4534,Sea,SS,10,act,"SS,SW,MI",active
2021,al,Larry Schechter,Dylan Moore,6696,Phi,3B,17,act,"2B,OF,MI,SW,3B",active
2021,al,Larry Schechter,Hunter Renfroe,4558,KC,OF,7,act,"OF,SW",active
2021,al,Larry Schechter,Randy Arozarena,6129,Sea,OF,29,act,"OF,SW",active
2021,al,Larry Schechter,Chas McCormick,7201,ChC,OF,19,act,OF,active
2021,al,Larry Schechter,Niko Goodrum,5931,NYM,OF,10,act,"OF,SS,2B,MI,SW",active
2021,al,Larry Schechter,Gary Sanchez,3259,Mil,C,13,act,"C,SW",active
2021,al,Larry Schechter,Ryan Jeffers,7271,Min,C,162,act,"C,SW",active
2021,al,Larry Schechter,Willy Adames,5094,SF,UT,14,act,"SS,MI,SW",active
2021,al,Larry Schechter,Mitch Garver,5025,Sea,SW,11,act,"C,SW",active
2021,al,Larry Schechter,Zach Plesac,7027,StL,P,19,act,P,active
2021,al,Larry Schechter,Adam Ottavino,1424,FA,P,5,act,P,active
2021,al,Larry Schechter,J.A. Happ,1109,StL,P,5,act,P,active
2021,al,Larry Schechter,Jake Odorizzi,2653,FA,P,314,act,P,active
2021,al,Larry Schechter,Aaron Civale,7061,Oak,P,12,act,P,active
2021,al,Larry Schechter,Tyler Anderson,3678,FA,P,71,act,P,active
2021,al,Larry Schechter,Diego Castillo,6313,Col,P,8,act,P,active
2021,al,Larry Schechter,Chad Green,5625,Tor,P,2,act,P,active
2021,al,Larry Schechter,Eduardo Rodriguez,4404,Ari,P,9,act,P,active
2021,al,Larry Schechter,Gavin Sheets,6582,SD,CI,61,act,"OF,1B",active
2021,al,Larry Schechter,Aledmys Diaz,4500,FA,MI,26,act,"SS,2B,SW,3B,1B,OF,MI",active
2021,al,Larry Schechter,Mitch Moreland,3033,Oak,1B,10,dis,"1B,CI,SW",reserved
2021,al,Larry Schechter,Emmanuel Rivera,6532,Bal,3B,5,res,3B,reserved
2021,al,Larry Schechter,Jose Marmolejos,5901,FA,UT,61,res,"1B,OF,CI,SW",reserved
2021,al,Larry Schechter,Justin Upton,39,FA,SW,14,dis,"OF,SW",reserved
2021,al,Larry Schechter,Pedro Baez,2054,FA,P,0,dis,P,reserved
2021,al,Larry Schechter,Mike Fiers,3833,FA,P,0,dis,P,reserved
2021,al,Larry Schechter,A.J. Alexy,6245,FA,P,94,res,P,reserved
2021,al,Larry Schechter,Justus Sheffield,5115,Cin,P,18,res,P,reserved
2021,al,Larry Schechter,Ramon Urias,6726,StL,MI,0,dis,"3B,SS,MI,2B,SW",reserved
2021,al,Jeff Erickson,Jose Abreu,4038,FA,1B,26,act,"1B,SW,CI",active
2021,al,Jeff Erickson,Abraham Toro,6790,KC,2B,135,act,"UT,3B,SW,CI,2B",active
2021,al,Jeff Erickson,Nicky Lopez,6356,ChC,SS,4,act,"UT,MI,SW,SS,2B",active
2021,al,Jeff Erickson,Phil Gosselin,4644,FA,3B,1,act,"3B,1B,OF,SW,CI",active
2021,al,Jeff Erickson,Aaron Judge,4601,NYY,OF,30,act,"OF,SW",active
2021,al,Jeff Erickson,Randal Grichuk,2843,NYY,OF,9,act,"OF,SW",active
2021,al,Jeff Erickson,Jarred Kelenic,6602,CWS,OF,13,act,OF,active
2021,al,Jeff Erickson,Austin Hays,6076,CWS,OF,7,act,"OF,SW",active
2021,al,Jeff Erickson,Yan Gomes,3945,FA,C,160,act,"C,SW",active
