year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2019,nl,Phil Hertz,Mitch Keller,5144,Pit,P,0,act,active,P,7,1,4,0,34.3,10,5,47,6.29,1.777
2019,nl,Phil Hertz,Clayton Kershaw,1961,LAD,P,0,act,active,P,29,16,5,0,178.3,41,28,189,3.03,1.043
2019,nl,Phil Hertz,Joe Musgrove,5406,Pit,P,0,act,active,P,32,11,12,0,170.3,39,21,157,4.44,1.215
2019,nl,Phil Hertz,Will Smith,3082,SF,P,0,act,active,P,63,6,0,34,65.3,21,10,96,2.76,1.026
2019,nl,Phil Hertz,Brent Suter,5835,Mil,P,0,act,active,P,4,2,0,0,7.0,1,0,7,0.0,0.857
2019,nl,Phil Hertz,Ross Stripling,4624,LAD,P,0,act,active,P,4,0,0,0,9.0,1,0,13,4.0,1.222
2019,nl,Phil Hertz,Justin Wilson,3462,NYM,P,0,act,active,P,10,0,0,2,8.7,8,1,10,4.15,1.615
2019,nl,Phil Hertz,Brandon Woodruff,5857,Mil,P,4,act,active,P,21,11,3,0,119.7,29,12,139,3.69,1.153
2019,nl,Phil Hertz,Yu Darvish,2044,ChC,P,10,act,active,P,31,6,8,0,178.7,56,33,229,3.98,1.097
2019,nl,Phil Hertz,Adrian Houser,5231,Mil,P,1,rel,previously_active,,18,4,6,0,71.0,23,11,72,4.44,1.296
2019,nl,Phil Hertz,Max Fried,4194,Atl,P,0,trd,previously_active,,21,12,4,0,112.7,32,15,118,4.15,1.385
2019,nl,Phil Hertz,Robert Gsellman,5504,NYM,P,1,rel,previously_active,,7,1,0,0,8.7,4,0,7,4.15,1.269
2019,nl,Phil Hertz,Cal Quantrill,5797,SD,P,56,trd,previously_active,,11,4,3,0,56.0,12,5,44,3.54,1.107
2019,nl,Phil Hertz,Caleb Ferguson,6598,LAD,P,1,rel,previously_active,,8,0,1,0,9.0,4,2,10,4.0,1.556
2019,nl,Phil Hertz,Derek Holland,2390,ChC,P,3,rel,previously_active,,5,1,4,0,27.0,12,6,33,5.67,1.296
2019,nl,Phil Hertz,Michael Lorenzen,4553,Cin,P,0,rel,previously_active,,2,0,0,0,3.3,1,0,3,2.7,0.6
2019,nl,Phil Hertz,Wander Suero,5650,Was,P,0,rel,previously_active,,3,0,0,0,2.0,1,0,0,4.5,2.0
2019,nl,Phil Hertz,Phil Maton,6036,Cle,P,0,rel,previously_active,,2,0,0,0,1.0,0,1,1,9.0,2.0
2019,nl,Phil Hertz,Luke Jackson,3740,Atl,P,21,rel,previously_active,,50,6,2,17,51.3,19,8,75,3.86,1.461
2019,nl,Phil Hertz,Tanner Rainey,6394,Was,P,0,rel,previously_active,,7,0,0,0,6.0,1,0,7,1.5,0.833
2019,nl,Phil Hertz,Luke Weaver,4987,Ari,P,3,rel,previously_active,,11,4,3,0,62.3,14,6,68,3.03,1.107
2019,nl,Phil Hertz,Corbin Burnes,6208,Mil,P,2,rel,previously_active,,16,0,3,1,28.0,13,13,41,10.93,2.214
2019,nl,Phil Hertz,*Chris Archer,2797,Pit,P,16,rel,previously_active,,4,0,1,0,18.0,4,0,27,3.0,1.278
2019,nl,Phil Hertz,Jon Duplantier,6221,Ari,P,11,rel,previously_active,,2,0,1,0,8.0,3,1,5,7.88,2.0
2019,nl,Phil Hertz,*Tommy Hunter,2152,Phi,P,0,rel,previously_active,,3,0,0,0,3.3,0,0,1,0.0,0.3
2019,nl,Phil Hertz,Jeurys Familia,3269,NYM,P,2,rel,previously_active,,7,2,0,0,7.0,4,2,10,6.43,1.429
2019,nl,Phil Hertz,Jarlin Garcia,5342,Mia,P,57,rel,previously_active,,9,0,1,0,7.0,3,3,7,6.43,1.429
2019,nl,Phil Hertz,Mark Melancon,1022,Atl,P,1,rel,previously_active,,3,0,0,0,3.3,2,1,1,8.1,1.8
2019,nl,Phil Hertz,Wilmer Font,2854,Tor,P,49,rel,previously_active,,1,0,1,0,2.3,2,1,2,19.29,3.429
2019,nl,Phil Hertz,Anthony Swarzak,2033,Atl,P,2,rel,previously_active,,9,0,1,0,9.3,7,2,10,3.86,1.286
2019,nl,Phil Hertz,Austin Voth,5006,Was,P,1,rel,previously_active,,2,1,0,0,10.3,3,1,7,3.48,1.258
2019,nl,Phil Hertz,Jay Jackson,2611,Mil,P,3,rel,previously_active,,2,0,0,0,1.0,2,0,2,18.0,4.0
2019,nl,Phil Hertz,Sam Dyson,4155,Min,P,1,rel,previously_active,,1,0,0,0,1.0,1,0,0,0.0,1.0
2019,nl,Phil Hertz,Corbin Burnes,6208,Mil,P,2,rel,previously_reserved,,9,1,1,0,13.7,7,3,19,7.9,1.463
2019,nl,Phil Hertz,Jeurys Familia,3269,NYM,P,2,rel,previously_reserved,,5,0,0,0,4.7,6,0,2,5.79,2.571
2019,nl,Phil Hertz,Justin Wilson,3462,NYM,P,0,act,previously_reserved,P,3,0,1,1,2.3,2,0,4,3.86,1.714
2019,nl,Phil Hertz,Brandon Woodruff,5857,Mil,P,4,act,previously_reserved,P,1,0,0,0,2.0,1,0,4,0.0,0.5
2019,nl,Phil Hertz,Jon Duplantier,6221,Ari,P,11,rel,previously_reserved,,6,1,0,0,15.7,10,1,19,5.17,1.532
2019,nl,Phil Hertz,Anthony Swarzak,2033,Atl,P,2,rel,previously_reserved,,10,0,0,1,9.0,2,0,8,0.0,0.778
2019,nl,Phil Hertz,Mitch Keller,5144,Pit,P,0,act,previously_reserved,P,1,0,0,0,1.7,0,0,3,0.0,0.0
2019,nl,Phil Hertz,Austin Voth,5006,Was,P,1,rel,previously_reserved,,1,0,0,0,4.3,3,0,6,8.31,1.846
2019,nl,Phil Hertz,Jarlin Garcia,5342,Mia,P,57,rel,previously_reserved,,6,0,0,0,4.0,2,0,4,0.0,1.5
2019,nl,Phil Hertz,Adrian Houser,5231,Mil,P,1,rel,previously_reserved,,1,0,0,0,5.0,1,0,6,1.8,0.8
2019,nl,Phil Hertz,Max Fried,4194,Atl,P,0,trd,previously_reserved,,3,1,0,0,7.7,3,0,4,0.0,1.043
2019,nl,Phil Hertz,Robert Gsellman,5504,NYM,P,1,rel,previously_reserved,,6,0,1,1,5.0,4,1,6,14.4,2.6
2019,nl,Phil Hertz,Cal Quantrill,5797,SD,P,56,trd,previously_reserved,,4,1,0,0,8.0,5,2,6,4.5,1.5
2019,nl,Phil Hertz,Luke Jackson,3740,Atl,P,21,rel,previously_reserved,,3,0,0,0,2.3,0,1,5,11.57,1.714
2019,nl,Phil Hertz,Tanner Rainey,6394,Was,P,0,rel,previously_reserved,,6,0,2,0,4.7,8,2,7,13.5,2.571
2019,nl,Phil Hertz,Derek Holland,2390,ChC,P,3,rel,previously_reserved,,2,0,0,0,7.7,8,4,9,10.57,2.348
2019,nl,Phil Hertz,Phil Maton,6036,Cle,P,0,rel,previously_reserved,,1,0,0,0,3.0,1,0,1,3.0,1.333
2019,nl,Brian Walton,Fernando Abad,2922,SF,P,1,act,active,P,9,0,1,0,4.7,1,0,5,5.79,1.071
2019,nl,Brian Walton,Julio Urias,4638,LAD,P,30,act,active,P,8,0,0,0,7.0,4,0,11,2.57,1.0
2019,nl,Brian Walton,Sandy Alcantara,5706,Mia,P,105,act,active,P,32,6,14,0,197.3,81,23,151,3.88,1.318
2019,nl,Brian Walton,Julio Teheran,2098,Atl,P,2,act,active,P,33,10,11,0,174.7,83,22,162,3.81,1.323
2019,nl,Brian Walton,Stephen Strasburg,2528,Was,P,22,act,active,P,33,18,6,0,209.0,56,24,251,3.32,1.038
2019,nl,Brian Walton,Keone Kela,4940,Pit,P,2,act,active,P,12,0,0,1,12.0,5,0,14,0.75,0.917
2019,nl,Brian Walton,Gio Gonzalez,1084,Mil,P,256,act,active,P,14,3,1,0,64.3,22,7,60,3.22,1.212
2019,nl,Brian Walton,Yimi Garcia,4688,LAD,P,3,act,active,P,9,0,0,0,6.0,2,1,5,4.5,1.333
2019,nl,Brian Walton,Chase Anderson,4253,Mil,P,2,act,active,P,24,5,3,0,105.0,36,18,93,4.63,1.305
2019,nl,Brian Walton,Mike Soroka,5400,Atl,P,0,act,active,P,28,13,3,0,169.7,39,14,136,2.71,1.108
2019,nl,Brian Walton,Alex Reyes,4797,StL,P,6,rel,previously_active,,4,0,1,0,3.0,6,1,1,15.0,2.667
2019,nl,Brian Walton,Lucas Sims,4510,Cin,P,1,rel,previously_active,,10,0,0,0,13.0,7,4,22,4.15,1.154
2019,nl,Brian Walton,Brandon Kintzler,3364,ChC,P,3,rel,previously_active,,2,0,1,0,1.3,0,0,2,6.75,2.25
2019,nl,Brian Walton,Blake Parker,2939,Phi,P,1,rel,previously_active,,6,0,0,0,6.0,4,1,5,9.0,1.667
2019,nl,Brian Walton,Joe Kelly,3506,LAD,P,2,rel,previously_active,,8,0,0,0,9.0,3,2,6,6.0,1.333
2019,nl,Brian Walton,Junior Guerra,5382,Mil,P,2,rel,previously_active,,34,3,2,2,39.3,20,4,35,3.89,1.271
2019,nl,Brian Walton,Jared Hughes,3831,Phi,P,2,rel,previously_active,,3,0,1,0,1.7,2,0,0,10.8,1.2
2019,nl,Brian Walton,Ray Black,5070,Mil,P,0,res,previously_active,P,1,0,0,0,1.0,1,0,1,0.0,2.0
2019,nl,Brian Walton,*Nick Burdi,4962,Pit,P,2,rel,previously_active,,2,1,0,0,1.7,1,0,4,5.4,1.2
2019,nl,Brian Walton,David Phelps,3561,ChC,P,5,rel,previously_active,,7,0,0,0,6.3,1,1,8,1.42,1.421
2019,nl,Brian Walton,*Kyle Crick,4068,Pit,P,2,rel,previously_active,,6,0,0,0,4.7,4,1,4,5.79,1.714
2019,nl,Brian Walton,Hyun-Jin Ryu,2609,LAD,P,8,trd,previously_active,,4,3,0,0,21.7,1,4,24,2.91,0.969
2019,nl,Brian Walton,*Jordan Hicks,6366,StL,P,6,rel,previously_active,,17,1,1,6,17.0,6,1,16,3.71,0.941
2019,nl,Brian Walton,Nick Pivetta,5888,Phi,P,14,rel,previously_active,,23,4,5,1,86.3,33,19,79,5.42,1.494
2019,nl,Brian Walton,Michael Lorenzen,4553,Cin,P,55,rel,previously_active,,14,0,1,2,15.7,7,2,16,4.02,1.34
2019,nl,Brian Walton,Mark Melancon,1022,Atl,P,2,rel,previously_active,,5,1,0,1,6.3,1,0,6,0.0,0.474
2019,nl,Brian Walton,Andres Munoz,6749,SD,P,3,rel,previously_active,,6,0,0,1,5.7,2,2,10,11.12,1.588
2019,nl,Brian Walton,Alex Wood,4113,Cin,P,6,res,previously_active,P,2,1,0,0,9.7,2,3,7,6.52,1.448
2019,nl,Brian Walton,Paul Sewald,5666,NYM,P,3,rel,previously_active,,2,0,1,0,0.7,0,0,0,67.5,7.5
2019,nl,Brian Walton,*Trevor Gott,5123,SF,P,2,rel,previously_active,,2,0,0,0,1.3,0,0,2,20.25,3.75
2019,nl,Brian Walton,Genesis Cabrera,6545,StL,P,32,rel,previously_active,,1,0,1,0,3.7,2,1,5,7.36,1.909
2019,nl,Brian Walton,John Brebbia,6181,StL,P,2,rel,previously_active,,45,1,3,0,48.7,17,5,53,4.25,1.253
2019,nl,Brian Walton,Michael Wacha,4080,StL,P,4,rel,previously_active,,8,3,1,0,41.7,25,8,39,6.05,1.704
2019,nl,Brian Walton,Ray Black,5070,Mil,P,0,res,reserved,P,3,0,1,0,2.0,3,1,4,13.5,3.0
2019,nl,Brian Walton,Taijuan Walker,3796,Ari,P,2,dis,reserved,P,1,0,0,0,1.0,0,0,1,0.0,1.0
2019,nl,Brian Walton,Alex Wood,4113,Cin,P,6,res,reserved,P,5,0,3,0,26.0,7,8,23,5.54,1.385
2019,nl,Brian Walton,Mark Melancon,1022,Atl,P,2,rel,previously_reserved,,2,0,0,0,2.0,1,0,2,0.0,1.0
2019,nl,Brian Walton,Mike Soroka,5400,Atl,P,0,act,previously_reserved,P,1,0,1,0,5.0,2,0,6,1.8,1.2
2019,nl,Brian Walton,Gio Gonzalez,1084,Mil,P,256,act,previously_reserved,P,4,0,1,0,18.0,14,2,16,4.5,1.556
2019,nl,Brian Walton,Michael Wacha,4080,StL,P,4,rel,previously_reserved,,1,0,1,0,5.0,4,1,4,1.8,1.6
2019,nl,Brian Walton,Genesis Cabrera,6545,StL,P,32,rel,previously_reserved,,1,0,1,0,4.7,2,1,0,5.79,2.143
2019,nl,Brian Walton,John Brebbia,6181,StL,P,2,rel,previously_reserved,,8,2,0,0,11.0,3,0,19,0.0,0.455
2019,nl,Brian Walton,Brandon Kintzler,3364,ChC,P,3,rel,previously_reserved,,1,0,0,0,0.3,0,0,0,54.0,9.0
