year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2025,al,Ian Kahn,Devin Williams,4885,NYY,P,24,act,active,P,25,2,3,5,24.3,10,4,37,5.55,1.151
2025,al,Ian Kahn,Adrian Houser,5231,TB,P,5,act,active,P,16,5,4,0,91.7,29,10,70,4.12,1.385
2025,al,Ian Kahn,Tanner Bibee,8166,Cle,P,18,act,active,P,31,12,11,0,182.3,54,27,162,4.24,1.229
2025,al,Ian Kahn,Jordan Leasure,8703,CWS,P,4,act,active,P,21,1,0,3,22.0,7,3,29,2.86,0.727
2025,al,Ian Kahn,Peter Fairbanks,7030,TB,P,11,act,active,P,29,1,4,12,29.3,4,7,33,3.68,0.989
2025,al,Ian Kahn,Luis Gil,7074,NYY,P,4,act,active,P,9,4,0,0,48.3,28,4,31,2.61,1.324
2025,al,Ian Kahn,Kenley Jansen,2963,LAA,P,13,act,active,P,62,5,4,29,59.0,19,8,57,2.59,0.949
2025,al,Ian Kahn,Jack Leiter,6947,Tex,P,3,act,active,P,28,10,10,0,148.3,63,18,145,3.88,1.261
2025,al,Ian Kahn,Max Scherzer,19,Tor,P,8,act,active,P,16,5,5,0,80.0,20,19,78,5.18,1.263
2025,al,Ian Kahn,Lance McCullers,3814,Hou,P,88,dis,previously_active,P,6,1,2,0,27.0,14,4,39,6.0,1.519
2025,al,Ian Kahn,Logan Allen,7705,Cle,P,28,rel,previously_active,,6,1,2,0,26.7,17,2,19,4.39,1.8
2025,al,Ian Kahn,Ryan Zeferjahn,9164,LAA,P,11,rel,previously_active,,2,0,2,0,1.7,4,2,2,27.0,6.0
2025,al,Ian Kahn,*David Festa,8634,Min,P,18,rel,previously_active,,2,0,0,0,8.7,4,0,9,2.08,1.269
2025,al,Ian Kahn,Carlos Rodon,4437,NYY,P,13,trd,previously_active,,25,12,7,0,146.7,58,19,164,3.25,1.064
2025,al,Ian Kahn,Andrew Kittredge,5927,ChC,P,14,rel,previously_active,,1,0,0,0,1.0,2,0,2,0.0,5.0
2025,al,Ian Kahn,Simeon Woods-Richardson,6958,Min,P,0,rel,previously_active,,7,1,2,0,32.3,14,7,28,5.57,1.67
2025,al,Ian Kahn,*Nathan Eovaldi,3809,Tex,P,13,rel,previously_active,,22,11,3,0,130.0,21,10,129,1.73,0.854
2025,al,Ian Kahn,Casey Mize,6499,Det,P,6,trd,previously_active,,20,11,4,0,106.3,29,15,89,3.89,1.326
2025,al,Ian Kahn,Bryan Baker,6671,TB,P,72,trd,previously_active,,8,0,1,0,6.3,2,0,5,2.84,1.105
2025,al,Ian Kahn,*Ben Joyce,8098,LAA,P,8,rel,previously_active,,3,1,0,0,3.0,1,0,1,0.0,0.333
2025,al,Ian Kahn,Tomoyuki Sugano,6990,Bal,P,5,rel,previously_active,,14,4,4,0,78.3,16,16,40,4.48,1.264
2025,al,Ian Kahn,*Hayden Wesneski,8122,Hou,P,0,rel,previously_active,,6,1,3,0,32.0,6,7,29,4.5,1.094
2025,al,Ian Kahn,Shane Smith,9205,CWS,P,43,trd,previously_active,,15,3,5,0,74.7,32,5,68,3.38,1.272
2025,al,Ian Kahn,Lance McCullers,3814,Hou,P,88,dis,reserved,P,7,1,2,0,20.3,18,5,16,6.64,2.066
2025,al,Ian Kahn,Jack Leiter,6947,Tex,P,3,act,previously_reserved,P,1,0,0,0,3.3,4,0,3,2.7,2.1
2025,al,Ian Kahn,Logan Allen,7705,Cle,P,28,rel,previously_reserved,,8,4,2,0,39.7,13,6,31,4.08,1.261
2025,al,Ian Kahn,Max Scherzer,19,Tor,P,8,act,previously_reserved,P,1,0,0,0,5.0,3,0,4,5.4,1.8
2025,al,Ian Kahn,Luis Gil,7074,NYY,P,4,act,previously_reserved,P,2,0,1,0,8.7,5,1,10,7.27,1.846
2025,al,Ian Kahn,*David Festa,8634,Min,P,18,rel,previously_reserved,,1,0,0,0,4.3,1,0,6,0.0,1.385
2025,al,Ian Kahn,Simeon Woods-Richardson,6958,Min,P,0,rel,previously_reserved,,1,1,0,0,5.3,0,1,7,1.69,0.75
2025,al,Ian Kahn,Casey Mize,6499,Det,P,6,trd,previously_reserved,,2,1,0,0,11.0,1,1,14,1.64,0.727
2025,al,Ian Kahn,Jordan Leasure,8703,CWS,P,4,act,previously_reserved,P,2,0,0,1,0.7,0,1,2,13.5,1.5
2025,al,Ian Kahn,*Ben Joyce,8098,LAA,P,8,rel,previously_reserved,,2,0,0,0,1.3,0,1,0,20.25,3.75
2025,al,Ian Kahn,Bryan Baker,6671,TB,P,72,trd,previously_reserved,,3,0,0,0,3.0,1,0,6,0.0,1.0
2025,al,Ian Kahn,Tomoyuki Sugano,6990,Bal,P,5,rel,previously_reserved,,7,4,1,0,35.7,13,5,36,4.29,1.458
2025,al,Ian Kahn,Devin Williams,4885,NYY,P,24,act,previously_reserved,P,6,0,0,1,5.3,1,0,12,0.0,0.563
2025,al,Rick Wolf/Glenn Colton,Aroldis Chapman,2894,Bos,P,5,act,active,P,67,5,3,32,61.3,15,3,85,1.17,0.701
2025,al,Rick Wolf/Glenn Colton,Yoendrys Gomez,7535,CWS,P,20,act,active,P,4,0,1,0,21.3,2,7,18,5.91,1.078
2025,al,Rick Wolf/Glenn Colton,Tyler Wells,7545,Bal,P,9,act,active,P,2,1,1,0,10.0,1,2,8,3.6,1.2
2025,al,Rick Wolf/Glenn Colton,Hunter Brown,7592,Hou,P,20,act,active,P,30,12,9,0,181.3,55,17,199,2.33,1.004
2025,al,Rick Wolf/Glenn Colton,Gavin Williams,7824,Cle,P,10,act,active,P,31,12,5,0,167.7,83,23,173,3.06,1.27
2025,al,Rick Wolf/Glenn Colton,Simeon Woods-Richardson,6958,Min,P,20,act,active,P,4,2,0,0,22.0,6,1,29,2.05,0.773
2025,al,Rick Wolf/Glenn Colton,Kyle Finnegan,6364,Det,P,201,act,active,P,15,3,0,3,16.7,4,1,22,1.62,0.78
