year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,g,r,hr,rbi,sb,so,bb,avg,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2020,nl,Fred Zinkie,Christian Walker,4521,Ari,1B,22,act,active,"1B,CI,SW",218,57,35,7,34,1,50,19,0.333,0.259,0.459,14,0,43,0,0,0,0
2020,nl,Fred Zinkie,Trevor Story,4020,FA,MI,34,act,active,"SS,MI,SW",235,59,41,11,28,15,63,24,0.355,0.235,0.519,2,0,0,0,0,57,0
2020,nl,Fred Zinkie,Jesus Aguilar,4118,Mia,CI,10,act,active,"1B,CI,SW",164,44,27,6,29,0,38,22,0.354,0.393,0.427,20,0,31,0,1,0,0
2020,nl,Fred Zinkie,Wilmer Flores,2527,SF,2B,4,act,active,"1B,2B,SW,CI,MI",198,55,30,12,32,1,36,13,0.315,0.261,0.515,22,0,14,14,3,0,0
2020,nl,Fred Zinkie,Fernando Tatis Jr.,5793,SD,SS,30,act,active,"SS,SW,MI",224,59,50,17,45,11,61,27,0.366,0.353,0.571,2,0,0,0,0,57,0
2020,nl,Fred Zinkie,Matt Carpenter,3510,FA,3B,13,act,active,"1B,3B,CI,SW",55,22,8,2,9,0,17,6,0.302,0.35,0.364,14,0,6,0,30,0,0
2020,nl,Fred Zinkie,Harrison Bader,5366,StL,OF,5,act,active,"OF,SW",87,40,16,2,8,3,35,9,0.314,0.429,0.379,0,0,0,0,0,0,49
2020,nl,Fred Zinkie,Jason Heyward,1968,ChC,OF,6,act,active,"OF,SW",147,50,20,6,22,2,37,30,0.392,0.25,0.456,0,0,0,0,0,0,50
2020,nl,Fred Zinkie,Avisail Garcia,3485,Mia,OF,13,act,active,"OF,SW",181,53,20,2,15,1,49,20,0.333,0.226,0.326,3,0,0,0,0,0,49
2020,nl,Fred Zinkie,Kike Hernandez,4992,Bos,OF,3,act,active,"UT,OF,2B,MI,SW",126,44,17,3,15,0,28,4,0.248,0.25,0.365,2,0,2,30,0,2,17
2020,nl,Fred Zinkie,Yadier Molina,1404,StL,C,9,act,active,"C,SW",145,42,12,4,16,0,21,6,0.303,0.346,0.359,0,42,2,0,0,0,0
2020,nl,Fred Zinkie,Tucker Barnhart,3911,Det,C,32,act,active,"C,SW",9,4,1,0,1,0,3,1,0.3,0.3,0.222,0,36,2,0,0,0,0
2020,nl,Fred Zinkie,Austin Slater,6014,SF,UT,31,act,active,"OF,SW",16,6,5,1,1,1,5,6,0.409,0.409,0.375,13,0,0,0,0,0,12
2020,nl,Fred Zinkie,Dansby Swanson,5276,Atl,SW,17,act,active,"SS,SW,MI",237,60,49,10,35,5,71,22,0.345,0.414,0.464,0,0,0,0,0,60,0
2020,nl,Fred Zinkie,Tommy Edman,6447,StL,3B,15,trd,previously_active,,114,30,16,2,14,1,23,6,0.32,0.0,0.377,0,0,0,8,31,13,21
2020,nl,Fred Zinkie,Hunter Pence,639,SF,OF,0,rel,previously_active,,27,10,2,0,0,0,9,2,0.138,0.0,0.148,7,0,0,0,0,0,10
