year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,h,g,r,hr,rbi,sb,so,bb,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2020,mixed,Derek VanRiper,Yoshitomo Tsutsugo,6952,TB,OF,0,res,reserved,"UT,OF,3B",157,31,51,27,8,24,0,50,26,0.314,0.395,22,0,0,0,14,0,16
2020,mixed,Derek VanRiper,Ketel Marte,4847,Ari,OF,19,dis,reserved,"2B,MI,OF",19,5,5,2,0,3,0,2,2,0.318,0.421,1,0,0,41,0,2,3
2020,mixed,Derek VanRiper,Byron Buxton,4014,Min,OF,9,act,previously_reserved,OF,24,5,9,1,0,3,0,8,0,0.208,0.208,0,0,0,0,0,0,39
2020,mixed,Derek VanRiper,Ender Inciarte,4264,Atl,OF,0,rel,previously_reserved,,34,7,11,3,1,3,1,8,4,0.282,0.294,0,0,0,0,0,0,46
2020,mixed,Derek VanRiper,Avisail Garcia,3485,Mil,OF,4,act,previously_reserved,OF,45,14,13,6,0,4,1,9,5,0.404,0.4,3,0,0,0,0,0,49
2020,mixed,Derek VanRiper,A.J. Pollock,2837,LAD,OF,0,act,previously_reserved,OF,78,23,22,10,5,11,0,20,4,0.329,0.538,11,0,0,0,0,0,42
2020,mixed,Derek VanRiper,Kyle Tucker,5384,Hou,OF,3,act,previously_reserved,OF,92,22,24,21,3,17,3,26,4,0.268,0.478,10,0,0,0,0,0,47
2020,mixed,Derek VanRiper,Mike Zunino,4012,TB,C,1,rel,previously_reserved,,8,1,4,1,0,0,0,6,1,0.222,0.25,0,28,0,0,0,0,0
2020,mixed,Derek VanRiper,Corey Seager,4154,LAD,MI,7,act,previously_reserved,"SS,MI",18,3,4,3,2,6,0,3,1,0.211,0.5,9,0,0,0,0,43,0
2020,mixed,Jeff Zimmerman,D.J. LeMahieu,3275,NYY,1B,16,act,active,"2B,1B,3B,CI,MI",178,66,45,40,10,26,3,20,17,0.429,0.607,1,0,11,37,11,0,0
2020,mixed,Jeff Zimmerman,*Andres Gimenez,5824,NYM,2B,62,act,active,"2B,3B,SS",66,13,24,11,2,5,4,19,3,0.284,0.348,0,0,0,19,10,23,0
2020,mixed,Jeff Zimmerman,Marcus Semien,4300,Oak,SS,17,act,active,"SS,MI",172,38,42,23,5,14,3,39,17,0.291,0.355,0,0,0,0,0,53,0
2020,mixed,Jeff Zimmerman,Eugenio Suarez,4330,Cin,3B,20,act,active,"3B,CI",189,40,54,28,15,37,2,61,27,0.312,0.492,0,0,0,0,57,0,0
2020,mixed,Jeff Zimmerman,Ian Happ,5352,ChC,OF,1,act,active,OF,198,51,57,27,12,28,1,63,30,0.361,0.505,1,0,2,0,0,0,56
2020,mixed,Jeff Zimmerman,George Springer,3575,Hou,OF,27,act,active,OF,176,47,46,33,14,31,1,36,20,0.355,0.562,3,0,0,0,0,0,47
2020,mixed,Jeff Zimmerman,Marcell Ozuna,3280,Atl,OF,21,act,active,OF,210,70,55,36,17,52,0,56,35,0.427,0.638,39,0,0,0,0,0,21
2020,mixed,Jeff Zimmerman,Kyle Schwarber,4901,ChC,OF,12,act,active,OF,175,35,54,29,11,24,1,60,29,0.324,0.423,9,0,0,0,0,0,48
2020,mixed,Jeff Zimmerman,Randal Grichuk,2843,Tor,OF,12,act,active,OF,166,43,41,31,10,31,1,36,7,0.286,0.488,7,0,0,0,0,0,48
2020,mixed,Jeff Zimmerman,Mitch Garver,5025,Min,C,1,act,active,C,11,3,3,1,1,1,0,7,0,0.273,0.636,0,22,1,0,0,0,0
2020,mixed,Jeff Zimmerman,Will Smith,5805,LAD,C,10,act,active,C,111,32,36,21,7,24,0,22,19,0.398,0.559,3,34,0,0,0,0,0
2020,mixed,Jeff Zimmerman,Cedric Mullins,6128,Bal,UT,42,act,active,OF,67,14,22,8,1,8,2,19,4,0.254,0.343,1,0,0,0,0,0,47
2020,mixed,Jeff Zimmerman,Josh Donaldson,2107,Min,CI,25,act,active,"3B,CI",76,16,27,14,6,9,0,21,18,0.371,0.461,0,0,0,0,26,0,0
2020,mixed,Jeff Zimmerman,Jean Segura,3177,Phi,MI,2,act,active,"3B,2B,MI,SS",178,49,50,28,7,25,2,41,22,0.358,0.444,1,0,0,32,24,4,0
2020,mixed,Jeff Zimmerman,Justin Smoak,2117,FA,1B,35,rel,previously_active,,92,17,27,11,5,12,0,31,10,0.272,0.413,4,0,31,0,0,0,0
2020,mixed,Jeff Zimmerman,Adam Frazier,5555,Pit,2B,30,rel,previously_active,,26,5,6,3,1,2,1,4,2,0.25,0.308,2,0,0,41,0,0,14
2020,mixed,Jeff Zimmerman,Dylan Moore,6696,Sea,2B,82,rel,previously_active,,87,20,24,16,5,11,7,28,13,0.368,0.448,0,0,3,10,2,3,24
2020,mixed,Jeff Zimmerman,Josh Reddick,2163,Hou,OF,30,trd,previously_active,,62,17,18,5,0,3,0,16,7,0.348,0.371,5,0,0,0,0,0,50
2020,mixed,Jeff Zimmerman,*Adam Eaton,3588,Was,OF,7,dis,previously_active,OF,111,25,28,15,3,12,1,24,6,0.271,0.387,0,0,0,0,0,0,41
2020,mixed,Jeff Zimmerman,Victor Caratini,4876,ChC,C,35,rel,previously_active,,81,20,31,4,0,10,0,23,8,0.337,0.309,18,22,3,0,0,0,0
2020,mixed,Jeff Zimmerman,Austin Barnes,4739,LAD,C,2,trd,previously_active,,15,5,5,3,0,1,1,4,2,0.389,0.333,1,28,0,0,0,0,0
2020,mixed,Jeff Zimmerman,Tony Wolters,3637,Col,C,1,res,previously_active,C,12,4,7,3,0,0,0,5,2,0.429,0.417,0,39,0,4,0,0,0
2020,mixed,Jeff Zimmerman,David Peralta,4980,Ari,UT,1,res,previously_active,OF,24,8,6,4,2,3,0,7,0,0.333,0.625,8,0,0,0,0,0,45
2020,mixed,Jeff Zimmerman,Mauricio Dubon,5380,SF,UT,1,rel,previously_active,,14,2,4,1,0,1,0,5,0,0.143,0.143,0,0,0,8,0,8,44
2020,mixed,Jeff Zimmerman,Khris Davis,4217,Oak,UT,13,rel,previously_active,,21,1,6,1,0,0,0,10,2,0.13,0.048,27,0,0,0,0,0,0
2020,mixed,Jeff Zimmerman,*Rowdy Tellez,4892,Tor,UT,11,dis,previously_active,"1B,CI",23,5,7,4,2,7,0,7,2,0.28,0.522,11,0,19,0,0,0,0
2020,mixed,Jeff Zimmerman,Johan Camargo,4869,Atl,CI,2,rel,previously_active,,23,4,5,2,0,2,0,9,0,0.174,0.304,3,0,0,21,10,0,0
2020,mixed,Jeff Zimmerman,*Sam Haggerty,6912,Sea,MI,79,dis,previously_active,"OF,2B,MI",7,1,2,1,0,0,0,3,1,0.25,0.286,1,0,0,0,1,0,11
2020,mixed,Jeff Zimmerman,Brandon Crawford,3051,SF,MI,0,rel,previously_active,,20,8,5,2,1,2,0,6,1,0.429,0.6,0,0,0,0,0,53,0
2020,mixed,Jeff Zimmerman,*Adam Eaton,3588,Was,OF,7,dis,reserved,OF,48,11,13,7,1,5,2,8,6,0.315,0.375,0,0,0,0,0,0,41
2020,mixed,Jeff Zimmerman,Tony Wolters,3637,Col,C,1,res,reserved,C,10,3,4,2,0,1,0,5,1,0.417,0.3,0,39,0,4,0,0,0
2020,mixed,Jeff Zimmerman,*Rowdy Tellez,4892,Tor,UT,11,dis,reserved,"1B,CI",24,12,8,7,2,3,0,2,3,0.552,0.792,11,0,19,0,0,0,0
2020,mixed,Jeff Zimmerman,David Peralta,4980,Ari,UT,1,res,reserved,OF,15,7,4,2,0,4,0,2,1,0.5,0.6,8,0,0,0,0,0,45
2020,mixed,Jeff Zimmerman,*Sam Haggerty,6912,Sea,MI,79,dis,reserved,"OF,2B,MI",0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,11
2020,mixed,Jeff Zimmerman,Justin Smoak,2117,FA,1B,35,rel,previously_reserved,,21,4,6,3,0,3,0,9,0,0.217,0.238,4,0,31,0,0,0,0
2020,mixed,Jeff Zimmerman,D.J. LeMahieu,3275,NYY,1B,16,act,previously_reserved,"2B,1B,3B,CI,MI",17,5,5,1,0,1,0,1,1,0.333,0.412,1,0,11,37,11,0,0
2020,mixed,Jeff Zimmerman,Dylan Moore,6696,Sea,2B,82,rel,previously_reserved,,9,3,3,2,0,0,2,1,1,0.4,0.444,0,0,3,10,2,3,24
2020,mixed,Jeff Zimmerman,*Andres Gimenez,5824,NYM,2B,62,act,previously_reserved,"2B,3B,SS",19,7,10,6,1,6,1,6,3,0.435,0.526,0,0,0,19,10,23,0
2020,mixed,Jeff Zimmerman,Adam Frazier,5555,Pit,2B,30,rel,previously_reserved,,9,2,2,2,1,1,0,2,0,0.222,0.556,2,0,0,41,0,0,14
2020,mixed,Jeff Zimmerman,Marcus Semien,4300,Oak,SS,17,act,previously_reserved,"SS,MI",39,9,11,5,2,9,1,11,8,0.362,0.462,0,0,0,0,0,53,0
2020,mixed,Jeff Zimmerman,Eugenio Suarez,4330,Cin,3B,20,act,previously_reserved,"3B,CI",9,0,3,1,0,1,0,6,3,0.308,0.0,0,0,0,0,57,0,0
2020,mixed,Jeff Zimmerman,Kyle Schwarber,4901,ChC,OF,12,act,previously_reserved,OF,16,1,5,1,0,0,0,6,1,0.118,0.062,9,0,0,0,0,0,48
2020,mixed,Jeff Zimmerman,Marcell Ozuna,3280,Atl,OF,21,act,previously_reserved,OF,18,7,5,2,1,4,0,4,3,0.476,0.611,39,0,0,0,0,0,21
2020,mixed,Jeff Zimmerman,George Springer,3575,Hou,OF,27,act,previously_reserved,OF,13,3,5,4,0,1,0,2,4,0.412,0.231,3,0,0,0,0,0,47
2020,mixed,Jeff Zimmerman,Will Smith,5805,LAD,C,10,act,previously_reserved,C,3,1,1,2,1,1,0,0,1,0.5,1.33,3,34,0,0,0,0,0
2020,mixed,Jeff Zimmerman,Mauricio Dubon,5380,SF,UT,1,rel,previously_reserved,,20,6,10,4,1,5,0,6,1,0.318,0.5,0,0,0,8,0,8,44
2020,mixed,Jeff Zimmerman,Cedric Mullins,6128,Bal,UT,42,act,previously_reserved,OF,31,12,8,3,1,3,3,7,1,0.424,0.581,1,0,0,0,0,0,47
2020,mixed,Jeff Zimmerman,Josh Donaldson,2107,Min,CI,25,act,previously_reserved,"3B,CI",5,2,1,0,0,2,0,3,0,0.4,0.6,0,0,0,0,26,0,0
2020,mixed,Jeff Zimmerman,Jean Segura,3177,Phi,MI,2,act,previously_reserved,"3B,2B,MI,SS",14,2,4,0,0,0,0,4,1,0.2,0.143,1,0,0,32,24,4,0
2020,mixed,Scott Engel,Freddie Freeman,2466,Atl,1B,41,act,active,"1B,CI",74,29,20,18,6,23,2,11,16,0.511,0.784,2,0,58,0,0,0,0
2020,mixed,Scott Engel,Nick Madrigal,6496,CWS,2B,2,act,active,"UT,2B",82,26,24,5,0,8,1,6,4,0.364,0.354,0,0,0,29,0,0,0
2020,mixed,Scott Engel,Donovan Solano,3063,SF,SS,51,act,active,"UT,2B,MI,SS,3B",159,47,45,17,2,16,0,36,8,0.337,0.415,0,0,0,45,5,2,0
2020,mixed,Scott Engel,J.D. Davis,5453,NYM,3B,7,act,active,"UT,3B,OF,CI",190,47,56,26,6,19,0,56,31,0.371,0.389,13,0,0,0,34,0,8
2020,mixed,Scott Engel,Bryan Reynolds,6096,Pit,OF,48,act,active,OF,61,8,17,6,3,5,0,21,4,0.197,0.279,1,0,0,0,0,0,53
2020,mixed,Scott Engel,Mookie Betts,4670,LAD,OF,50,act,active,"UT,OF",219,64,55,47,16,39,10,38,24,0.366,0.562,2,0,0,1,0,0,52
2020,mixed,Scott Engel,Christian Yelich,3314,Mil,OF,53,act,active,OF,200,41,58,39,12,22,4,76,46,0.356,0.43,7,0,0,0,0,0,51
2020,mixed,Scott Engel,Mike Yastrzemski,5314,SF,OF,1,act,active,OF,192,57,54,39,10,35,2,55,30,0.4,0.568,0,0,0,0,0,0,53
2020,mixed,Scott Engel,Leody Taveras,5412,Tex,OF,51,act,active,OF,99,21,26,17,3,5,7,34,11,0.291,0.384,0,0,0,0,0,0,33
2020,mixed,Scott Engel,Pedro Severino,5243,Bal,C,1,act,active,C,148,38,45,16,5,20,1,36,16,0.333,0.405,10,35,0,0,0,0,0
2020,mixed,Scott Engel,Wilson Ramos,2170,NYM,C,6,act,active,C,142,34,45,13,5,15,0,31,10,0.297,0.387,1,41,0,0,0,0,0
2020,mixed,Scott Engel,Delino DeShields,3357,Cle,UT,37,act,active,OF,31,5,11,2,0,2,0,7,2,0.212,0.161,1,0,0,0,0,0,35
2020,mixed,Scott Engel,*Jeimer Candelario,4071,Det,CI,2,act,active,"3B,1B,CI",127,40,36,22,6,24,1,30,16,0.396,0.52,0,0,43,0,10,0,0
2020,mixed,Scott Engel,Kolten Wong,3771,StL,MI,10,act,active,"2B,MI",175,47,50,25,1,16,5,30,18,0.348,0.331,0,0,0,53,0,0,0
2020,mixed,Scott Engel,Luis Arraez,6138,Min,2B,1,res,previously_active,"UT,2B,MI,OF,CI,3B",44,13,12,4,0,2,0,7,2,0.326,0.341,0,0,0,31,0,0,0
2020,mixed,Scott Engel,*Yandy Diaz,5735,TB,3B,2,dis,previously_active,"1B,3B,CI",114,35,34,16,2,11,0,17,23,0.428,0.386,7,0,2,0,25,0,0
2020,mixed,Scott Engel,Matt Carpenter,3510,StL,3B,1,res,previously_active,"1B,3B,CI",53,5,19,5,0,4,0,18,6,0.226,0.113,14,0,6,0,30,0,0
2020,mixed,Scott Engel,Tyler O'Neill,5423,StL,OF,4,rel,previously_active,,27,2,8,3,0,0,0,8,3,0.167,0.111,2,0,0,0,0,0,48
2020,mixed,Scott Engel,Oscar Mercado,5747,Cle,OF,10,rel,previously_active,,45,5,17,3,0,3,1,14,3,0.167,0.111,1,0,0,0,0,0,32
2020,mixed,Scott Engel,Raimel Tapia,4798,Col,OF,89,trd,previously_active,,82,25,26,14,1,10,3,18,11,0.385,0.402,12,0,0,0,0,0,38
2020,mixed,Scott Engel,Josh Naylor,5389,Cle,OF,20,rel,previously_active,,7,2,5,1,1,2,0,0,0,0.286,0.714,8,0,5,0,0,0,26
2020,mixed,Scott Engel,*Jose Trevino,5991,Tex,C,22,res,previously_active,C,18,3,5,1,0,1,0,2,0,0.2,0.278,3,21,1,0,0,0,0
2020,mixed,Scott Engel,Yoenis Cespedes,3837,NYM,UT,0,rel,previously_active,,31,5,8,3,2,4,0,15,2,0.235,0.387,8,0,0,0,0,0,0
2020,mixed,Scott Engel,Ronald Guzman,4048,Tex,UT,4,res,previously_active,"1B,CI,UT",53,11,18,4,2,7,1,14,4,0.276,0.358,0,0,24,0,0,0,0
2020,mixed,Scott Engel,Khris Davis,4217,Oak,UT,136,rel,previously_active,,11,1,4,2,0,2,0,2,3,0.333,0.091,27,0,0,0,0,0,0
2020,mixed,Scott Engel,*Starlin Castro,2724,Was,CI,1,dis,previously_active,"3B,2B,CI,MI",60,16,16,9,2,4,0,13,3,0.302,0.45,0,0,0,16,0,0,0
2020,mixed,Scott Engel,*Leury Garcia,4245,CWS,MI,36,rel,previously_active,,4,1,1,0,0,0,0,0,0,0.25,0.25,0,0,0,5,0,10,3
2020,mixed,Scott Engel,Andrelton Simmons,3717,LAA,MI,0,rel,previously_active,,16,3,4,2,0,1,0,0,0,0.187,0.25,0,0,0,0,0,30,0
2020,mixed,Scott Engel,Luis Arraez,6138,Min,2B,1,res,reserved,"UT,2B,MI,OF,CI,3B",68,23,20,12,0,11,0,4,6,0.387,0.441,0,0,0,31,0,0,0
2020,mixed,Scott Engel,*Yandy Diaz,5735,TB,3B,2,dis,reserved,"1B,3B,CI",0,0,0,0,0,0,0,0,0,0.0,0.0,7,0,2,0,25,0,0
2020,mixed,Scott Engel,Matt Carpenter,3510,StL,3B,1,res,reserved,"1B,3B,CI",87,21,31,17,4,20,0,30,17,0.383,0.437,14,0,6,0,30,0,0
2020,mixed,Scott Engel,*Jose Trevino,5991,Tex,C,22,res,reserved,C,28,5,9,3,1,4,0,9,2,0.226,0.357,3,21,1,0,0,0,0
2020,mixed,Scott Engel,Ronald Guzman,4048,Tex,UT,4,res,reserved,"1B,CI,UT",14,3,4,2,1,1,0,6,2,0.312,0.429,0,0,24,0,0,0,0
2020,mixed,Scott Engel,*Starlin Castro,2724,Was,CI,1,dis,reserved,"3B,2B,CI,MI",0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,16,0,0,0
2020,mixed,Scott Engel,Nick Madrigal,6496,CWS,2B,2,act,previously_reserved,"UT,2B",21,9,5,3,0,3,1,1,0,0.429,0.429,0,0,0,29,0,0,0
2020,mixed,Scott Engel,Bryan Reynolds,6096,Pit,OF,48,act,previously_reserved,OF,42,9,14,4,2,7,0,8,7,0.327,0.405,1,0,0,0,0,0,53
2020,mixed,Scott Engel,Raimel Tapia,4798,Col,OF,89,trd,previously_reserved,,20,8,5,1,0,2,1,4,2,0.478,0.5,12,0,0,0,0,0,38
2020,mixed,Scott Engel,Pedro Severino,5243,Bal,C,1,act,previously_reserved,C,12,2,3,1,0,1,0,4,0,0.167,0.167,10,35,0,0,0,0,0
2020,mixed,Scott Engel,Delino DeShields,3357,Cle,UT,37,act,previously_reserved,OF,58,16,19,5,0,3,3,18,3,0.311,0.397,1,0,0,0,0,0,35
2020,mixed,Scott Engel,Khris Davis,4217,Oak,UT,136,rel,previously_reserved,,8,2,3,0,0,0,0,4,0,0.333,0.375,27,0,0,0,0,0,0
2020,mixed,Scott Engel,Kolten Wong,3771,StL,MI,10,act,previously_reserved,"2B,MI",6,1,3,1,0,0,0,0,2,0.375,0.167,0,0,0,53,0,0,0
2020,mixed,Scott Engel,Andrelton Simmons,3717,LAA,MI,0,rel,previously_reserved,,9,4,2,1,0,0,0,1,0,0.444,0.444,0,0,0,0,0,30,0
2020,mixed,Eric Karabell,Jose Abreu,4038,CWS,1B,23,act,active,"1B,CI",240,76,60,43,19,60,0,59,18,0.37,0.617,6,0,54,0,0,0,0
2020,mixed,Eric Karabell,Jose Altuve,3776,Hou,2B,28,act,active,"2B,MI",171,39,42,29,5,16,2,33,14,0.29,0.357,0,0,0,48,0,0,0
2020,mixed,Eric Karabell,Carlos Correa,4010,Hou,SS,13,act,active,"SS,MI",201,53,58,22,5,25,0,49,16,0.326,0.383,0,0,0,0,0,57,0
2020,mixed,Eric Karabell,Vladimir Guerrero Jr.,5275,Tor,3B,23,act,active,"1B,3B,CI",221,58,60,34,9,33,1,38,20,0.329,0.462,23,0,34,0,0,0,0
2020,mixed,Eric Karabell,Max Kepler,3195,Min,OF,14,act,active,OF,167,39,47,27,9,23,3,35,22,0.328,0.449,0,0,0,0,0,0,46
2020,mixed,Eric Karabell,Clint Frazier,4439,NYY,OF,201,act,active,OF,52,9,16,5,0,5,2,16,10,0.312,0.231,5,0,0,0,0,0,34
2020,mixed,Eric Karabell,Lourdes Gurriel,5350,Tor,OF,8,act,active,OF,179,54,49,25,9,23,3,42,11,0.34,0.52,3,0,1,0,0,0,53
2020,mixed,Eric Karabell,Michael Brantley,2212,Hou,OF,13,act,active,OF,167,51,45,24,5,22,2,27,17,0.37,0.485,26,0,0,0,0,0,19
2020,mixed,Eric Karabell,Luis Robert,5725,CWS,OF,17,act,active,OF,202,47,56,33,11,31,9,73,20,0.302,0.436,0,0,0,0,0,0,56
2020,mixed,Eric Karabell,Omar Narvaez,5605,Mil,C,7,act,active,C,108,19,40,8,2,10,0,39,16,0.294,0.269,0,39,0,0,0,0,0
2020,mixed,Eric Karabell,Kurt Suzuki,1063,Was,C,1,act,active,C,111,30,33,15,2,17,1,19,11,0.349,0.396,2,30,0,0,0,0,0
2020,mixed,Eric Karabell,Edwin Encarnacion,339,CWS,UT,10,act,active,"1B,CI",120,20,33,13,7,15,0,39,12,0.257,0.367,43,0,0,0,0,0,0
2020,mixed,Eric Karabell,Alec Bohm,6542,Phi,CI,205,act,active,"3B,1B",146,50,40,22,4,21,1,34,15,0.406,0.486,1,0,7,0,38,0,0
2020,mixed,Eric Karabell,Bo Bichette,6070,Tor,MI,26,act,active,"SS,MI",115,36,27,17,5,23,4,24,5,0.342,0.539,3,0,0,0,0,26,0
2020,mixed,Eric Karabell,Asdrubal Cabrera,400,Was,2B,0,res,previously_active,"3B,1B,2B,CI,MI",140,32,38,17,7,23,0,33,15,0.296,0.45,11,0,25,0,17,0,0
2020,mixed,Eric Karabell,Mike Tauchman,5642,NYY,OF,0,res,previously_active,OF,9,2,4,1,0,0,1,4,1,0.364,0.222,1,0,0,0,0,0,41
2020,mixed,Eric Karabell,Shin-Soo Choo,405,Tex,OF,8,dis,previously_active,OF,73,16,22,7,3,10,3,20,8,0.301,0.37,14,0,0,0,0,0,19
2020,mixed,Eric Karabell,Nick Solak,6442,Tex,OF,4,res,previously_active,"UT,2B,OF",186,48,51,23,2,20,5,37,15,0.312,0.339,5,0,1,17,0,0,36
2020,mixed,Eric Karabell,Asdrubal Cabrera,400,Was,2B,0,res,reserved,"3B,1B,2B,CI,MI",50,14,14,6,1,8,0,7,4,0.333,0.44,11,0,25,0,17,0,0
2020,mixed,Eric Karabell,Mike Tauchman,5642,NYY,OF,0,res,reserved,OF,86,21,39,17,0,14,5,22,13,0.34,0.314,1,0,0,0,0,0,41
2020,mixed,Eric Karabell,Shin-Soo Choo,405,Tex,OF,8,dis,reserved,OF,37,10,11,6,2,5,3,13,5,0.364,0.459,14,0,0,0,0,0,19
2020,mixed,Eric Karabell,Nick Solak,6442,Tex,OF,4,res,reserved,"UT,2B,OF",23,8,7,4,0,3,2,5,3,0.429,0.391,5,0,1,17,0,0,36
2020,mixed,Eric Karabell,Jose Altuve,3776,Hou,2B,28,act,previously_reserved,"2B,MI",21,3,6,3,0,2,0,6,3,0.25,0.238,0,0,0,48,0,0,0
2020,mixed,Eric Karabell,Michael Brantley,2212,Hou,OF,13,act,previously_reserved,OF,3,0,1,0,0,0,0,1,0,0.0,0.0,26,0,0,0,0,0,19
2020,mixed,Eric Karabell,Lourdes Gurriel,5350,Tor,OF,8,act,previously_reserved,OF,29,10,8,3,2,10,0,6,3,0.394,0.621,3,0,1,0,0,0,53
2020,mixed,Eric Karabell,Clint Frazier,4439,NYY,OF,201,act,previously_reserved,OF,64,18,19,16,6,13,1,24,14,0.425,0.594,5,0,0,0,0,0,34
2020,mixed,Eric Karabell,Max Kepler,3195,Min,OF,14,act,previously_reserved,OF,4,0,1,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,46
2020,mixed,Eric Karabell,Edwin Encarnacion,339,CWS,UT,10,act,previously_reserved,"1B,CI",39,5,11,6,3,4,0,15,4,0.227,0.41,43,0,0,0,0,0,0
2020,mixed,Eric Karabell,Bo Bichette,6070,Tor,MI,26,act,previously_reserved,"SS,MI",8,1,2,1,0,0,0,3,0,0.125,0.125,3,0,0,0,0,26,0
2020,mixed,Tim Heaney,Christian Walker,4521,Ari,1B,3,act,active,"1B,CI",218,59,57,35,7,34,1,50,19,0.333,0.459,14,0,43,0,0,0,0
2020,mixed,Tim Heaney,Joey Wendle,4608,TB,2B,1,act,active,"2B,3B,CI,MI,SS",99,26,27,12,3,10,7,25,6,0.327,0.404,0,0,0,20,28,10,0
2020,mixed,Tim Heaney,Trevor Story,4020,Col,SS,42,act,active,"SS,MI",235,68,59,41,11,28,15,63,24,0.355,0.519,2,0,0,0,0,57,0
2020,mixed,Tim Heaney,Alex Bregman,4907,Hou,3B,41,act,active,"3B,CI,MI,SS",45,10,13,5,2,7,0,8,8,0.345,0.444,0,0,0,0,42,0,0
