year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,g,w,l,sv,ip,bb,hr,so,era,whip
2015,nl,Mike Gianella,Brad Ziegler,1090,Ari,P,2,act,active,P,13,0,2,7,14.7,2,0,6,3.07,1.432
2015,nl,Mike Gianella,Andrew Cashner,2429,Bal,P,11,act,active,P,31,6,16,0,184.7,66,19,165,4.34,1.44
2015,nl,Mike Gianella,Tanner Roark,4325,Was,P,5,act,active,P,4,0,2,0,22.7,4,5,15,4.37,1.103
2015,nl,Mike Gianella,Shelby Miller,2839,Ari,P,10,act,active,P,9,1,7,0,56.7,23,5,50,3.97,1.359
2015,nl,Mike Gianella,David Buchanan,4861,FA,P,5,act,active,P,2,0,0,0,11.3,3,2,10,1.59,1.324
2015,nl,Mike Gianella,Clayton Kershaw,1961,LAD,P,37,act,active,P,33,16,7,0,232.7,42,15,301,2.13,0.881
2015,nl,Mike Gianella,A.J. Ramos,3941,NYM,P,1,act,active,P,64,2,4,32,61.7,22,6,77,2.48,1.022
2015,nl,Mike Gianella,Francisco Rodriguez,724,FA,P,9,act,active,P,15,1,1,8,13.3,2,2,11,2.7,0.975
2015,nl,Mike Gianella,Mark Melancon,1022,SF,P,18,act,active,P,18,0,1,12,17.7,2,2,18,4.58,0.736
2015,nl,Mike Gianella,J.P. Howell,1445,Tor,P,0,rel,previously_active,,5,1,0,0,3.3,0,0,0,0.0,2.1
2015,nl,Mike Gianella,Jorge De La Rosa,658,ChC,P,7,res,previously_active,P,15,6,5,0,91.3,35,13,73,3.74,1.292
2015,nl,Mike Gianella,Rafael Betancourt,373,FA,P,0,rel,previously_active,,3,1,0,0,2.0,1,1,0,4.5,1.0
2015,nl,Mike Gianella,Jason Grilli,492,FA,P,0,rel,previously_active,,23,3,2,13,21.3,5,1,27,1.69,0.984
2015,nl,Mike Gianella,Sean Gilmartin,3805,Bal,P,1,rel,previously_active,,3,0,0,0,1.7,0,0,3,10.8,1.8
2015,nl,Mike Gianella,Michael Blazek,4242,Ari,P,1,rel,previously_active,,2,0,0,0,2.7,0,0,2,0.0,0.75
2015,nl,Mike Gianella,Carlos Villanueva,843,FA,P,1,trd,previously_active,,1,0,0,0,1.0,0,2,1,36.0,4.0
2015,nl,Mike Gianella,Tim Lincecum,1285,FA,P,1,dis,previously_active,P,14,6,4,0,70.3,35,7,55,4.35,1.493
2015,nl,Mike Gianella,Cody Martin,4746,NYM,P,1,rel,previously_active,,3,0,2,0,2.3,1,1,1,15.43,3.429
2015,nl,Mike Gianella,Jim Johnson,110,LAA,P,5,rel,previously_active,,48,2,5,8,44.7,15,4,35,5.24,1.455
2015,nl,Mike Gianella,Jeremy Hellickson,2071,Was,P,1,trd,previously_active,,9,5,3,0,55.0,11,7,50,3.6,1.073
2015,nl,Mike Gianella,Antonio Bastardo,2088,Ari,P,0,rel,previously_active,,3,0,0,0,1.0,1,0,1,0.0,3.0
2015,nl,Mike Gianella,Tim Hudson,57,SF,P,5,res,previously_active,P,1,0,0,0,1.3,3,0,0,13.5,3.0
2015,nl,Mike Gianella,Travis Wood,2821,FA,P,1,rel,previously_active,,9,2,1,1,34.7,9,9,36,5.19,1.154
2015,nl,Mike Gianella,Neil Ramirez,3748,Cle,P,0,rel,previously_active,,5,1,0,0,3.0,3,0,4,3.0,1.333
2015,nl,Mike Gianella,LaTroy Hawkins,985,FA,P,1,rel,previously_active,,14,1,1,2,12.7,2,2,14,5.68,1.658
2015,nl,Mike Gianella,Clayton Richard,2141,SD,P,1,trd,previously_active,,3,0,0,0,5.0,0,1,4,3.6,1.4
2015,nl,Mike Gianella,Jenrry Mejia,2722,NYM,P,1,rel,previously_active,,6,1,0,0,7.0,2,0,7,0.0,0.857
2015,nl,Mike Gianella,Aaron Nola,4916,Phi,P,1,rel,previously_active,,12,6,2,0,72.7,19,11,63,3.84,1.197
2015,nl,Mike Gianella,Noah Syndergaard,4002,NYM,P,2,trd,previously_active,,18,7,6,0,110.7,26,12,117,3.17,1.139
2015,nl,Mike Gianella,Addison Reed,3793,Min,P,10,rel,previously_active,,16,0,2,2,15.3,6,1,15,5.87,1.826
2015,nl,Mike Gianella,Doug Fister,2890,Tex,P,13,rel,previously_active,,15,4,7,0,86.0,18,12,48,4.6,1.419
2015,nl,Mike Gianella,Tim Hudson,57,SF,P,5,res,reserved,P,1,0,1,0,2.3,2,0,1,11.57,2.143
2015,nl,Mike Gianella,Tim Lincecum,1285,FA,P,1,dis,reserved,P,1,1,0,0,6.0,3,0,5,1.5,1.333
2015,nl,Mike Gianella,Jorge De La Rosa,658,ChC,P,7,res,reserved,P,4,1,0,0,24.0,11,1,24,3.0,1.25
2015,nl,Mike Gianella,Aaron Nola,4916,Phi,P,1,rel,previously_reserved,,1,0,0,0,5.0,0,0,5,0.0,1.2
2015,nl,Mike Gianella,Shelby Miller,2839,Ari,P,10,act,previously_reserved,P,1,0,1,0,3.7,2,0,3,9.82,2.455
2015,nl,Mike Gianella,Addison Reed,3793,Min,P,10,rel,previously_reserved,,9,2,0,1,9.0,5,1,5,6.0,1.556
2015,nl,Mike Gianella,Doug Fister,2890,Tex,P,13,rel,previously_reserved,,8,1,0,1,14.0,5,2,11,2.57,1.429
2015,nl,Mike Gianella,Travis Wood,2821,FA,P,1,rel,previously_reserved,,15,3,2,0,26.7,15,1,31,3.38,1.425
2015,nl,Mike Gianella,Neil Ramirez,3748,Cle,P,0,rel,previously_reserved,,3,0,0,0,2.0,1,0,3,0.0,1.0
2015,nl,Mike Gianella,Michael Blazek,4242,Ari,P,1,rel,previously_reserved,,3,0,0,0,3.0,2,0,3,6.0,2.0
2015,nl,Mike Gianella,Cody Martin,4746,NYM,P,1,rel,previously_reserved,,1,1,0,0,1.0,0,1,1,9.0,1.0
2015,nl,Mike Gianella,Jim Johnson,110,LAA,P,5,rel,previously_reserved,,12,0,0,2,12.0,3,0,9,0.75,1.25
2015,nl,Mike Gianella,Jeremy Hellickson,2071,Was,P,1,trd,previously_reserved,,5,1,2,0,22.7,10,6,19,7.15,1.632
2015,nl,Mike Gianella,Antonio Bastardo,2088,Ari,P,0,rel,previously_reserved,,1,0,0,0,0.7,0,0,2,13.5,3.0
2015,nl,Mike Gianella,Rafael Betancourt,373,FA,P,0,rel,previously_reserved,,3,0,1,0,2.0,0,1,1,31.5,4.5
2015,nl,Tristan H. Cockcroft,Anthony DeSclafani,4732,Cin,P,2,act,active,P,31,9,13,0,184.7,55,17,151,4.05,1.348
2015,nl,Tristan H. Cockcroft,Trevor Rosenthal,3933,FA,P,16,act,active,P,68,2,4,48,68.7,25,3,83,2.1,1.267
2015,nl,Tristan H. Cockcroft,Robbie Ray,3685,Ari,P,0,act,active,P,20,5,11,0,112.0,42,8,99,3.78,1.321
2015,nl,Tristan H. Cockcroft,Max Scherzer,19,Was,P,30,act,active,P,33,14,12,0,228.7,34,27,276,2.79,0.918
2015,nl,Tristan H. Cockcroft,Charlie Morton,61,Hou,P,27,act,active,P,8,2,5,0,40.3,13,4,33,5.8,1.512
2015,nl,Tristan H. Cockcroft,Johnny Cueto,354,SF,P,21,act,active,P,32,11,13,0,212.0,46,21,176,3.44,1.132
2015,nl,Tristan H. Cockcroft,Jeurys Familia,3269,Oak,P,3,act,active,P,76,2,2,43,78.0,19,6,86,1.85,1.0
2015,nl,Tristan H. Cockcroft,Matt Wisler,4486,Cin,P,1,act,active,P,19,8,7,0,103.0,38,14,69,4.63,1.437
2015,nl,Tristan H. Cockcroft,Jorge Lopez,5434,KC,P,13,act,active,P,2,1,1,0,10.0,5,0,10,5.4,1.9
2015,nl,Tristan H. Cockcroft,Mike Foltynewicz,3222,Atl,P,0,rel,previously_active,,7,1,2,0,41.7,11,7,39,5.18,1.488
2015,nl,Tristan H. Cockcroft,Joakim Soria,671,Mil,P,12,res,previously_active,P,15,0,0,0,13.0,3,0,13,3.46,1.308
2015,nl,Tristan H. Cockcroft,Tommy Hunter,2152,Phi,P,4,rel,previously_active,,3,0,0,0,2.3,0,2,1,11.57,2.143
2015,nl,Tristan H. Cockcroft,Jimmy Nelson,4556,Mil,P,7,dis,previously_active,P,30,11,13,0,177.3,65,18,148,4.11,1.286
2015,nl,Tristan H. Cockcroft,Tyler Lyons,4356,StL,P,8,rel,previously_active,,1,1,0,0,5.0,1,1,5,5.4,1.6
2015,nl,Tristan H. Cockcroft,Eddie Butler,4535,Tex,P,1,rel,previously_active,,1,0,1,0,5.3,2,1,3,10.13,2.438
2015,nl,Tristan H. Cockcroft,Chris Hatcher,593,Oak,P,1,rel,previously_active,,19,1,4,2,12.3,6,0,11,8.76,2.027
2015,nl,Tristan H. Cockcroft,Jason Hammel,1443,KC,P,6,trd,previously_active,,17,5,4,0,103.7,18,11,105,2.86,0.945
2015,nl,Tristan H. Cockcroft,Vance Worley,2757,FA,P,3,rel,previously_active,,8,2,3,0,43.0,14,2,27,3.98,1.581
2015,nl,Tristan H. Cockcroft,Manny Banuelos,3220,LAD,P,3,rel,previously_active,,5,1,2,0,21.7,10,2,16,2.49,1.338
2015,nl,Tristan H. Cockcroft,Daniel Hudson,2764,LAD,P,0,rel,previously_active,,1,0,0,0,1.0,1,0,0,27.0,5.0
2015,nl,Tristan H. Cockcroft,Rafael Montero,4316,NYM,P,0,dis,previously_active,P,5,0,1,0,10.0,5,0,13,4.5,1.4
2015,nl,Tristan H. Cockcroft,Rafael Montero,4316,NYM,P,0,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2015,nl,Tristan H. Cockcroft,Jimmy Nelson,4556,Mil,P,7,dis,reserved,P,0,0,0,0,0.0,0,0,0,0.0,0.0
2015,nl,Tristan H. Cockcroft,Joakim Soria,671,Mil,P,12,res,reserved,P,12,0,0,0,12.0,3,0,14,0.75,0.917
2015,nl,Tristan H. Cockcroft,Matt Wisler,4486,Cin,P,1,act,previously_reserved,P,1,0,1,0,6.0,2,2,3,6.0,1.833
2015,nl,Tristan H. Cockcroft,Vance Worley,2757,FA,P,3,rel,previously_reserved,,3,0,1,0,4.0,0,1,1,2.25,0.5
2015,nl,Tristan H. Cockcroft,Manny Banuelos,3220,LAD,P,3,rel,previously_reserved,,2,0,2,0,4.7,2,2,3,17.36,2.786
2015,nl,Tristan H. Cockcroft,Zach Lee,3318,FA,P,1,rel,previously_reserved,,1,0,1,0,4.7,1,1,3,13.5,2.571
2015,nl,Tristan H. Cockcroft,Daniel Hudson,2764,LAD,P,0,rel,previously_reserved,,10,0,1,0,14.0,4,2,12,4.5,1.214
2015,nl,Tristan H. Cockcroft,Mike Foltynewicz,3222,Atl,P,0,rel,previously_reserved,,2,2,0,0,10.3,6,1,9,5.23,1.839
2015,nl,Tristan H. Cockcroft,Tommy Hunter,2152,Phi,P,4,rel,previously_reserved,,3,1,0,0,2.3,1,0,3,0.0,0.857
2015,nl,Tristan H. Cockcroft,Tyler Lyons,4356,StL,P,8,rel,previously_reserved,,2,0,1,0,11.0,6,0,5,2.45,1.455
2015,nl,Tristan H. Cockcroft,Robbie Ray,3685,Ari,P,0,act,previously_reserved,P,3,0,1,0,15.7,7,1,20,1.72,1.404
2015,nl,Tristan H. Cockcroft,Chris Hatcher,593,Oak,P,1,rel,previously_reserved,,4,0,0,0,3.3,1,0,6,0.0,0.3
2015,nl,Derek Carty,Rubby De La Rosa,3524,Ari,P,0,act,active,P,31,13,9,0,183.3,61,30,145,4.52,1.342
2015,nl,Derek Carty,John Lackey,721,FA,P,10,act,active,P,33,13,10,0,218.0,53,21,175,2.77,1.211
2015,nl,Derek Carty,Patrick Corbin,3339,Ari,P,0,act,active,P,15,5,5,0,80.0,17,9,75,3.6,1.25
2015,nl,Derek Carty,Zack Greinke,660,Ari,P,25,act,active,P,32,19,3,0,222.7,40,14,200,1.66,0.844
2015,nl,Derek Carty,Will Smith,3082,SF,P,0,act,active,P,34,2,1,0,30.3,9,4,44,3.86,1.319
2015,nl,Derek Carty,Mike Fiers,3833,Oak,P,10,act,active,P,31,7,10,0,180.3,64,24,180,3.69,1.253
2015,nl,Derek Carty,Jeff Locke,2594,Mia,P,1,act,active,P,30,8,11,0,168.3,60,15,129,4.54,1.426
2015,nl,Derek Carty,Blake Treinen,4790,Oak,P,0,act,active,P,20,1,2,0,22.0,15,2,21,5.73,1.864
2015,nl,Derek Carty,Jake Arrieta,2080,Phi,P,19,act,active,P,33,22,6,0,229.0,48,10,236,1.77,0.865
2015,nl,Derek Carty,Pedro Baez,2054,LAD,P,0,act,active,P,7,0,0,0,6.0,3,0,6,1.5,1.167
2015,nl,Derek Carty,Ryan Vogelsong,1934,SF,P,0,res,previously_active,P,15,5,6,0,74.3,34,11,54,4.36,1.399
2015,nl,Derek Carty,David Phelps,3561,Sea,P,1,dis,previously_active,P,22,4,7,0,108.3,33,9,74,3.9,1.302
2015,nl,Derek Carty,Yusmeiro Petit,16,Oak,P,2,rel,previously_active,,21,1,1,0,46.7,9,8,29,4.44,1.221
2015,nl,Derek Carty,Brandon McCarthy,1505,Atl,P,10,rel,previously_active,,4,3,0,0,23.0,4,9,29,5.87,1.217
