year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,g,r,hr,rbi,sb,so,bb,avg,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2010,nl,Nate Ravitz,Freddy Sanchez,1188,SF,MI,10,act,active,2B,431,111,55,7,47,3,68,32,0.342,0.231,0.397,0,0,0,109,0,0,0
2010,nl,Nate Ravitz,Neil Walker,1221,NYM,CI,19,act,active,"UT,2B,3B,MI,SW",395,102,54,12,64,2,76,32,0.35,0.312,0.466,0,0,0,105,6,0,0
2010,nl,Nate Ravitz,Adrian Gonzalez,1250,LAD,1B,28,act,active,"1B,SW,CI,OF",591,160,87,31,101,0,114,93,0.393,0.345,0.511,1,0,159,0,0,0,0
2010,nl,Nate Ravitz,Dan Uggla,567,FA,2B,21,act,active,"2B,MI,SW",589,159,100,33,105,4,149,78,0.369,0.379,0.508,0,0,0,158,0,0,0
2010,nl,Nate Ravitz,Ryan Theriot,287,FA,SS,16,act,active,"2B,MI,SW,SS",586,150,72,2,29,20,74,41,0.321,0.333,0.312,0,0,0,119,0,29,0
2010,nl,Nate Ravitz,Casey McGehee,306,Det,3B,10,act,active,"3B,CI,SW,1B",610,157,70,23,104,1,102,50,0.337,0.312,0.464,3,0,3,0,153,0,0
2010,nl,Nate Ravitz,Matt Kemp,799,SD,OF,38,act,active,"OF,SW",602,162,82,28,89,19,170,53,0.31,0.36,0.45,0,0,0,0,0,0,158
2010,nl,Nate Ravitz,Adam Dunn,348,FA,OF,23,act,active,"1B,CI,SW",558,158,85,38,103,0,199,77,0.356,0.19,0.536,2,0,153,0,0,0,0
2010,nl,Nate Ravitz,Jamey Carroll,401,FA,OF,4,act,active,"3B,2B,SS,SW,CI,MI,OF",179,71,23,0,11,3,31,23,0.343,0.333,0.324,0,0,0,48,11,69,5
2010,nl,Nate Ravitz,Roger Bernadina,1639,NYM,OF,9,act,active,"OF,SW",403,129,51,11,47,15,89,33,0.309,0.211,0.392,0,0,0,0,0,0,130
2010,nl,Nate Ravitz,Jose Tabata,1041,LAD,OF,4,act,active,"OF,SW",389,98,58,4,34,17,56,26,0.344,0.344,0.398,0,0,0,0,0,0,102
2010,nl,Nate Ravitz,Ramon Hernandez,122,FA,C,8,act,active,"C,1B,SW",305,95,29,6,45,0,49,29,0.367,0.273,0.423,0,91,5,0,0,0,0
2010,nl,Nate Ravitz,John Hester,2508,Phi,C,0,act,active,"C,SW",36,14,1,1,2,0,15,4,0.275,0.25,0.361,0,33,0,0,0,0,0
2010,nl,Nate Ravitz,Logan Morrison,2111,TB,UT,0,act,active,"1B,OF,SW,CI",216,56,43,2,15,0,45,41,0.409,0.258,0.468,0,0,0,0,0,0,62
