year,league,team,player_name,player_id,mlb_team,position,salary,status,roster_section,eligibility,ab,g,r,hr,rbi,sb,so,bb,avg,obp,slg,gp_dh,gp_c,gp_1b,gp_2b,gp_3b,gp_ss,gp_of
2013,nl,Tristan H. Cockcroft,Paul Goldschmidt,3159,Ari,1B,26,act,active,"1B,SW,CI",602,160,103,36,125,15,145,99,0.401,0.0,0.551,0,0,159,0,0,0,0
2013,nl,Tristan H. Cockcroft,Kevin Frandsen,1305,FA,MI,0,act,active,"1B,CI,SW,3B,2B",199,84,20,3,18,0,21,6,0.276,0.0,0.317,0,0,40,20,4,0,0
2013,nl,Tristan H. Cockcroft,Tommy Medica,4667,FA,CI,22,act,active,1B,50,14,5,1,7,0,17,9,0.39,0.0,0.36,0,0,19,0,0,0,0
2013,nl,Tristan H. Cockcroft,Dan Uggla,567,FA,2B,15,act,active,"2B,MI,SW",448,136,60,22,55,2,171,77,0.309,0.0,0.362,1,0,0,133,0,0,0
2013,nl,Tristan H. Cockcroft,Elliot Johnson,1468,LAD,SS,0,act,active,"OF,SS,SW,3B,2B,MI",77,28,7,0,9,7,17,8,0.326,0.0,0.377,4,0,0,74,8,10,11
2013,nl,Tristan H. Cockcroft,Cody Asche,4188,NYM,3B,13,act,active,"UT,3B",145,44,18,5,21,1,39,14,0.323,0.0,0.428,0,0,0,0,44,0,0
2013,nl,Tristan H. Cockcroft,Carlos Gomez,902,TB,OF,25,act,active,"OF,SW",535,147,80,24,73,40,146,37,0.338,0.0,0.507,0,0,0,0,0,0,145
2013,nl,Tristan H. Cockcroft,Alfonso Soriano,294,FA,OF,13,act,active,"OF,SW",108,30,16,8,21,4,39,15,0.336,0.0,0.509,13,0,0,0,0,0,134
2013,nl,Tristan H. Cockcroft,Christian Yelich,3314,Mil,OF,1,act,active,OF,240,62,34,4,16,10,66,31,0.37,0.0,0.396,0,0,0,0,0,0,62
2013,nl,Tristan H. Cockcroft,Jason Heyward,1968,ChC,OF,28,act,active,"OF,SW",23,6,5,1,1,0,3,4,0.407,0.0,0.565,0,0,0,0,0,0,103
2013,nl,Tristan H. Cockcroft,Miguel Montero,25,Was,C,17,act,active,"C,SW",409,115,44,11,42,0,109,51,0.321,0.0,0.347,0,112,0,0,0,0,0
2013,nl,Tristan H. Cockcroft,Evan Gattis,3959,Hou,C,2,act,active,"C,OF",333,99,41,18,62,0,75,20,0.289,0.0,0.462,2,42,4,0,0,0,48
2013,nl,Tristan H. Cockcroft,Matt Davidson,2700,CWS,UT,1,act,active,3B,64,26,7,3,11,0,22,8,0.329,0.0,0.453,0,0,0,0,20,0,0
2013,nl,Tristan H. Cockcroft,Donovan Solano,3063,LAD,MI,2,rel,previously_active,,108,30,8,1,5,1,15,8,0.333,0.0,0.324,0,0,0,93,2,0,0
2013,nl,Tristan H. Cockcroft,Eric Chavez,1065,Ari,CI,1,res,previously_active,"3B,SW,1B,CI",209,70,27,9,44,1,39,16,0.342,0.0,0.512,4,0,6,0,52,0,0
2013,nl,Tristan H. Cockcroft,Derek Dietrich,3699,Mia,MI,14,rel,previously_active,,204,54,30,8,20,1,54,11,0.27,0.0,0.387,0,0,0,57,0,0,0
2013,nl,Tristan H. Cockcroft,Ryan Howard,1129,Col,CI,20,trd,previously_active,,286,80,34,11,43,0,95,23,0.319,0.0,0.465,0,0,76,0,0,0,0
2013,nl,Tristan H. Cockcroft,Josh Harrison,3747,Pit,MI,0,rel,previously_active,,29,17,4,1,4,1,2,0,0.323,0.0,0.483,1,0,0,11,7,4,15
2013,nl,Tristan H. Cockcroft,Pete Kozma,2112,Det,SS,3,res,previously_active,"SS,MI,SW",389,132,41,1,34,2,86,32,0.276,0.0,0.275,0,0,0,0,0,139,1
2013,nl,Tristan H. Cockcroft,Mike Baxter,3363,Sea,OF,0,rel,previously_active,,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,46
