year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2021,nl,Fred Zinkie,903,11.0,277,12.0,919,12.0,118,12.0,0.3277,7.0,,,85,12.0,69,11.5,3.44,12.0,1.178,9.0,1245,10.0,108.5
2021,nl,Lenny Melnick,888,9.0,261,10.0,875,9.0,86,8.0,0.3274,6.0,,,74,8.0,44,7.0,3.47,11.0,1.156,12.0,1103,4.0,84.0
2021,nl,Phil Hertz,900,10.0,228,8.0,830,8.0,106,11.0,0.3403,12.0,,,49,1.0,53,9.0,3.55,10.0,1.167,10.0,763,1.0,80.0
2021,nl,Derek Carty,887,8.0,265,11.0,893,11.0,77,5.0,0.3342,9.0,,,73,7.0,24,2.0,3.63,9.0,1.187,8.0,1174,7.0,77.0
2021,nl,Grey Albright,762,4.0,190,3.0,665,3.0,80,6.0,0.3228,4.0,,,80,11.0,69,11.5,3.89,7.0,1.22,7.0,1346,12.0,68.5
2021,nl,Brian Walton,784,5.0,214,6.0,757,5.0,60,1.0,0.3332,8.0,,,67,4.0,41,6.0,3.64,8.0,1.158,11.0,1217,9.0,63.0
2021,nl,Peter Kreutzer,914,12.0,260,9.0,883,10.0,71,2.0,0.3244,5.0,,,67,4.0,26,4.0,4.15,4.0,1.249,6.0,1141,6.0,62.0
2021,nl,Steve Gardner,812,7.0,195,4.0,761,6.0,92,10.0,0.3355,10.0,,,78,9.5,21,1.0,4.36,3.0,1.3,1.0,1094,3.0,54.5
2021,nl,Todd Zola,795,6.0,219,7.0,779,7.0,81,7.0,0.3213,3.0,,,51,2.0,56,10.0,4.47,1.0,1.266,4.0,1117,5.0,52.0
2021,nl,Craig Mish,714,2.0,183,2.0,648,2.0,89,9.0,0.3392,11.0,,,67,4.0,39,5.0,4.05,5.0,1.292,2.0,1181,8.0,50.0
2021,nl,Tristan H. Cockcroft,630,1.0,163,1.0,641,1.0,73,3.0,0.317,1.0,,,78,9.5,47,8.0,3.93,6.0,1.264,5.0,1271,11.0,46.5
2021,nl,Scott Wilderman,759,3.0,205,5.0,717,4.0,75,4.0,0.319,2.0,,,72,6.0,25,3.0,4.43,2.0,1.287,3.0,1083,2.0,34.0
