year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2011,nl,Steve Gardner,809,13.0,203,13.0,806,13.0,156,12.0,,,0.2739,12.0,71,5.5,52,7.0,3.32,13.0,1.204,13.0,1116,11.0,112.5
2011,nl,Brian Walton,788,11.0,192,12.0,750,11.0,114,5.5,,,0.2611,8.0,86,11.0,107,13.0,3.38,12.0,1.233,11.0,1077,9.0,103.5
2011,nl,Rob Leibowitz,713,3.0,160,7.0,712,9.0,108,4.0,,,0.2587,5.0,88,12.0,82,11.0,3.72,8.0,1.261,8.0,1139,12.0,79.0
2011,nl,Tristan H. Cockcroft,725,6.0,151,4.0,706,8.0,129,9.0,,,0.2799,13.0,81,9.0,11,2.0,3.75,7.0,1.289,7.0,1266,13.0,78.0
2011,nl,Peter Kreutzer,770,10.0,134,1.0,678,4.0,134,11.0,,,0.2632,9.0,83,10.0,2,1.0,3.51,9.0,1.254,9.0,1055,7.0,71.0
2011,nl,Scott Wilderman,801,12.0,164,9.0,705,7.0,131,10.0,,,0.2605,7.0,59,1.5,30,5.0,3.84,6.0,1.294,6.0,1007,4.5,68.0
2011,nl,Lenny Melnick & Paul Greco,728,7.0,168,10.0,664,2.0,162,13.0,,,0.2638,10.0,74,7.0,28,4.0,3.91,4.0,1.297,5.0,1003,3.0,65.0
2011,nl,Chris Liss,715,4.0,158,6.0,673,3.0,92,2.0,,,0.2495,2.0,71,5.5,80,10.0,3.5,11.0,1.221,12.0,1072,8.0,63.5
2011,nl,Mike Gianella,748,9.0,186,11.0,774,12.0,96,3.0,,,0.2646,11.0,66,3.0,20,3.0,4.1,2.0,1.31,4.0,1007,4.5,62.5
2011,nl,Phil Hertz,736,8.0,152,5.0,737,10.0,83,1.0,,,0.2591,6.0,80,8.0,54,8.0,3.88,5.0,1.359,1.0,1087,10.0,62.0
2011,nl,Scott Pianowski,694,2.0,149,3.0,679,5.0,116,7.0,,,0.2505,3.0,96,13.0,43,6.0,4.01,3.0,1.318,3.0,1033,6.0,51.0
2011,nl,Nate Ravitz,684,1.0,140,2.0,601,1.0,123,8.0,,,0.2557,4.0,59,1.5,92,12.0,3.5,10.0,1.238,10.0,913,1.0,50.5
2011,nl,Cory Schwartz,722,5.0,163,8.0,691,6.0,114,5.5,,,0.2494,1.0,70,4.0,64,9.0,4.11,1.0,1.33,2.0,1002,2.0,43.5
