year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2024,al,Mike Podhorzer,827,10.0,271,12.0,853,12.0,152,11.0,0.3137,8.0,,,85,12.0,18,3.0,3.62,10.0,1.16,11.0,1303,11.0,100.0
2024,al,Rick Wolf/Glenn Colton,796,8.0,203,8.0,781,10.0,143,10.0,0.3175,10.0,,,79,9.0,40,6.0,3.8,8.0,1.169,10.0,1385,12.0,91.0
2024,al,Chris Blessing,847,11.0,250,11.0,805,11.0,124,5.0,0.3196,11.0,,,75,7.0,27,4.0,4.04,2.0,1.229,5.0,1161,6.0,73.0
2024,al,Patrick Davitt,761,5.0,178,1.0,690,1.0,130,6.0,0.3089,6.0,,,80,10.5,29,5.0,3.52,12.0,1.134,12.0,1240,10.0,68.5
2024,al,Eric Samulski,714,2.0,201,7.0,764,9.0,100,3.0,0.3063,5.0,,,69,4.0,82,11.5,3.58,11.0,1.198,9.0,1093,3.0,64.5
2024,al,Rob Leibowitz,880,12.0,198,6.0,741,8.0,133,8.0,0.3133,7.0,,,54,2.0,52,9.0,4.0,4.0,1.235,4.0,1059,2.0,62.0
2024,al,Andy Andres,754,3.0,189,3.0,710,4.0,111,4.0,0.3318,12.0,,,76,8.0,17,2.0,3.79,9.0,1.204,8.0,1188,8.0,61.0
2024,al,Larry Schechter,771,7.0,212,9.0,738,6.5,164,12.0,0.3035,1.0,,,70,5.0,63,10.0,4.01,3.0,1.257,2.0,1151,5.0,60.5
2024,al,Doug Dennis,755,4.0,213,10.0,700,3.0,139,9.0,0.3043,2.0,,,45,1.0,82,11.5,3.95,6.0,1.228,6.0,568,1.0,53.5
2024,al,Jason Collette,802,9.0,195,5.0,738,6.5,132,7.0,0.3149,9.0,,,56,3.0,13,1.0,4.3,1.0,1.292,1.0,1175,7.0,49.5
2024,al,Jeff Erickson,704,1.0,186,2.0,695,2.0,79,1.0,0.3052,4.0,,,80,10.5,41,7.0,3.98,5.0,1.214,7.0,1214,9.0,48.5
2024,al,Howard Bender,770,6.0,193,4.0,734,5.0,86,2.0,0.3046,3.0,,,72,6.0,42,8.0,3.85,7.0,1.249,3.0,1110,4.0,48.0
