year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2023,nl,Derek Carty,976,12.0,277,12.0,978,12.0,203,12.0,0.3295,10.0,,,72,7.5,53,8.0,3.81,11.0,1.291,7.0,1014,2.0,93.5
2023,nl,Ian Kahn,965,11.0,248,11.0,923,11.0,166,9.0,0.3275,9.0,,,81,11.0,54,9.0,4.69,1.0,1.315,5.0,1111,5.0,82.0
2023,nl,Phil Hertz,889,9.0,238,8.0,821,7.0,188,11.0,0.3184,3.0,,,70,5.5,51,7.0,4.26,7.0,1.273,9.0,1218,11.0,77.5
2023,nl,Wilderman/Prior,885,8.0,244,10.0,872,10.0,93,1.0,0.3177,2.0,,,88,12.0,32,2.0,3.94,9.0,1.239,10.0,1202,9.0,73.0
2023,nl,Erik Halterman,831,5.0,225,6.0,769,3.0,127,6.0,0.3233,5.0,,,80,10.0,58,12.0,3.9,10.0,1.274,8.0,1141,7.0,72.0
2023,nl,Grey Albright,871,6.0,240,9.0,804,6.0,135,7.5,0.3253,8.0,,,73,9.0,56,10.5,4.34,6.0,1.371,2.0,1130,6.0,70.0
2023,nl,Tristan H. Cockcroft,804,4.0,230,7.0,824,8.0,121,5.0,0.3335,12.0,,,60,2.0,43,5.0,4.44,4.0,1.308,6.0,1015,3.0,56.0
2023,nl,Brian Walton,792,2.0,190,1.0,744,1.0,111,4.0,0.3247,6.0,,,68,4.0,43,5.0,3.95,8.0,1.206,12.0,1226,12.0,55.0
2023,nl,Peter Kreutzer,916,10.0,219,4.0,869,9.0,178,10.0,0.3251,7.0,,,55,1.0,43,5.0,4.48,3.0,1.414,1.0,1060,4.0,54.0
2023,nl,Todd Zola,725,1.0,191,2.0,779,4.0,95,3.0,0.3153,1.0,,,70,5.5,25,1.0,3.75,12.0,1.225,11.0,1204,10.0,50.5
2023,nl,Steve Gardner,873,7.0,221,5.0,796,5.0,94,2.0,0.3309,11.0,,,65,3.0,56,10.5,4.54,2.0,1.333,3.0,981,1.0,49.5
2023,nl,Rick Graham,803,3.0,197,3.0,764,2.0,135,7.5,0.3207,4.0,,,72,7.5,37,3.0,4.42,5.0,1.321,4.0,1148,8.0,47.0
