year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2014,mixed,Derek Van Riper,1046,15.0,262,14.0,1036,15.0,159,13.0,0.3523,15.0,,,101,12.5,2,1.0,3.403,10.0,1.2041,10.0,1439,15.0,120.5
2014,mixed,Fred Zinkie,979,12.0,214,9.0,943,12.0,144,11.0,0.3258,7.0,,,106,15.0,104,12.0,3.312,12.0,1.1779,13.0,1389,10.5,113.5
2014,mixed,Zach Steinhorn,970,11.0,225,10.0,905,10.0,172,14.0,0.326,8.0,,,87,7.5,112,13.0,3.087,14.0,1.1621,14.0,1194,3.0,104.5
2014,mixed,Tim Heaney,941,10.0,230,12.0,928,11.0,154,12.0,0.3315,12.0,,,78,3.0,62,8.0,3.472,9.0,1.217,9.0,1421,14.0,100.0
2014,mixed,Al Melchior,981,13.5,279,15.0,1015,14.0,143,10.0,0.3349,14.0,,,94,9.5,52,6.0,3.648,7.0,1.2521,5.0,1272,6.0,100.0
2014,mixed,Ray Guilfoyle,910,8.0,226,11.0,857,8.0,202,15.0,0.3258,6.0,,,85,5.0,131,14.0,2.696,15.0,1.1066,15.0,1161,2.0,99.0
2014,mixed,Scott Pianowski,981,13.5,192,6.0,810,1.0,112,4.0,0.3244,5.0,,,94,9.5,57,7.0,3.501,8.0,1.1986,11.0,1412,13.0,78.0
2014,mixed,Eric Mack,903,7.0,252,13.0,974,13.0,97,2.0,0.3281,10.0,,,87,7.5,88,10.0,3.66,6.0,1.2586,3.0,1210,5.0,76.5
2014,mixed,Scott Swanay,925,9.0,206,8.0,844,7.0,114,5.0,0.3163,2.0,,,105,14.0,14,2.0,3.707,5.0,1.2456,6.0,1391,12.0,70.0
2014,mixed,Nando DiFino,869,4.0,203,7.0,820,3.0,111,3.0,0.3125,1.0,,,82,4.0,102,11.0,3.152,13.0,1.1954,12.0,1389,10.5,68.5
2014,mixed,Paul Singman,900,6.0,169,3.0,815,2.0,120,7.0,0.3223,3.0,,,98,11.0,46,5.0,3.346,11.0,1.2346,7.0,1381,8.0,63.0
2014,mixed,Patrick Davitt,867,3.0,166,2.0,829,4.0,127,8.0,0.3346,13.0,,,101,12.5,32,4.0,3.965,1.0,1.2556,4.0,1388,9.0,60.5
2014,mixed,Cory Schwartz,841,1.0,175,4.0,877,9.0,119,6.0,0.3264,9.0,,,75,2.0,86,9.0,3.765,4.0,1.2285,8.0,1304,7.0,59.0
2014,mixed,Ray Flowers,895,5.0,165,1.0,831,5.0,140,9.0,0.3226,4.0,,,59,1.0,135,15.0,3.954,2.0,1.3108,1.0,1004,1.0,44.0
2014,mixed,David Gonos,858,2.0,179,5.0,834,6.0,69,1.0,0.3296,11.0,,,86,6.0,28,3.0,3.921,3.0,1.2873,2.0,1195,4.0,43.0
