year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2020,al,Chris Liss,349,11.5,105,12.0,339,10.5,46,10.0,0.322,8.0,,,31,11.0,19,9.0,3.62,10.0,1.091,12.0,384,5.0,99.0
2020,al,Rick Wolf/Glenn Colton,349,11.5,101,10.5,345,12.0,33,7.0,0.3335,12.0,,,22,5.0,18,8.0,5.03,2.0,1.399,1.0,414,8.0,77.0
2020,al,Jeff Erickson,311,6.0,80,4.0,284,4.0,48,11.0,0.319,6.0,,,27,7.5,13,5.5,3.37,11.0,1.095,11.0,469,11.0,77.0
2020,al,Mike Gianella,334,10.0,96,8.0,333,9.0,17,1.0,0.33,10.0,,,10,1.0,34,12.0,3.14,12.0,1.132,10.0,225,1.0,74.0
2020,al,Patrick Davitt,325,9.0,99,9.0,286,5.0,39,8.0,0.3217,7.0,,,22,5.0,16,7.0,3.87,7.0,1.251,7.0,412,7.0,71.0
2020,al,Larry Schechter,295,3.0,101,10.5,339,10.5,25,4.0,0.3141,4.0,,,29,9.5,23,10.0,3.86,8.0,1.256,6.0,362,3.0,68.5
2020,al,Mike Podhorzer,307,4.0,94,7.0,317,7.0,53,12.0,0.3187,5.0,,,22,5.0,29,11.0,4.35,5.0,1.326,5.0,365,4.0,65.0
2020,al,Howard Bender,310,5.0,74,2.5,235,3.0,40,9.0,0.3318,11.0,,,27,7.5,6,3.0,4.44,4.0,1.333,4.0,394,6.0,55.0
2020,al,Rob Leibowitz,244,2.0,74,2.5,230,2.0,32,6.0,0.3013,1.0,,,29,9.5,5,2.0,3.66,9.0,1.173,9.0,419,10.0,53.0
2020,al,Jason Collette,195,1.0,43,1.0,192,1.0,19,2.0,0.3138,3.0,,,33,12.0,12,4.0,4.09,6.0,1.205,8.0,499,12.0,50.0
2020,al,Doug Dennis,316,7.5,85,5.0,319,8.0,23,3.0,0.3276,9.0,,,15,2.0,13,5.5,4.62,3.0,1.363,3.0,297,2.0,48.0
2020,al,Ryan Bloomfield,316,7.5,90,6.0,299,6.0,28,5.0,0.3087,2.0,,,18,3.0,2,1.0,5.13,1.0,1.381,2.0,418,9.0,42.5
