year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2012,nl,Tristan H. Cockcroft,751,5.0,205,13.0,775,10.0,148,12.0,,,0.2749,13.0,79,8.0,89,13.0,3.66,11.0,1.239,11.0,1174,8.0,104.0
2012,nl,Phil Hertz,876,13.0,197,11.0,837,13.0,166,13.0,,,0.2654,11.0,65,2.0,70,10.0,3.75,9.0,1.27,7.0,931,1.0,90.0
2012,nl,Derek Carty,773,10.0,184,10.0,710,6.0,94,3.0,,,0.2653,10.0,68,3.0,77,12.0,3.57,12.0,1.229,12.0,1194,10.0,88.0
2012,nl,Peter Kreutzer,825,12.0,179,6.0,738,7.0,143,10.0,,,0.269,12.0,100,12.0,12,2.0,3.92,5.0,1.322,3.0,1272,13.0,82.0
2012,nl,Todd Zola,758,8.0,177,5.0,793,11.0,79,2.0,,,0.2645,8.0,73,5.0,71,11.0,3.49,13.0,1.191,13.0,1054,3.0,79.0
2012,nl,Scott Wilderman,753,7.0,204,12.0,764,9.0,134,7.5,,,0.263,7.0,104,13.0,19,3.5,3.98,3.0,1.299,4.0,1184,9.0,75.0
2012,nl,Brian Walton,752,6.0,181,8.0,746,8.0,115,4.0,,,0.2626,6.0,72,4.0,56,8.0,3.8,8.0,1.265,8.0,1254,11.0,71.0
2012,nl,Scott Pianowski,796,11.0,163,4.0,704,5.0,146,11.0,,,0.2582,4.0,77,6.0,45,6.0,3.85,7.0,1.264,9.0,1069,4.0,67.0
2012,nl,Lenny Melnick & Paul Greco,767,9.0,182,9.0,812,12.0,132,6.0,,,0.2575,3.0,92,11.0,7,1.0,3.94,4.0,1.291,5.0,1139,7.0,67.0
2012,nl,Mike Gianella,719,2.0,118,1.0,604,2.0,134,7.5,,,0.2505,1.0,82,10.0,55,7.0,3.9,6.0,1.275,6.0,1263,12.0,54.5
2012,nl,Nate Ravitz,624,1.0,122,2.0,568,1.0,63,1.0,,,0.265,9.0,64,1.0,44,5.0,3.73,10.0,1.243,10.0,1082,6.0,46.0
2012,nl,Steve Gardner,735,4.0,180,7.0,664,4.0,120,5.0,,,0.2619,5.0,78,7.0,19,3.5,4.1,2.0,1.334,2.0,1077,5.0,44.5
2012,nl,Dean Peterson,733,3.0,158,3.0,641,3.0,135,9.0,,,0.2517,2.0,80,9.0,67,9.0,4.44,1.0,1.372,1.0,1032,2.0,42.0
