year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2020,mixed,Derek VanRiper,411,15.0,148,15.0,421,15.0,41,11.0,0.3324,8.0,,,37,14.5,9,4.0,4.155,9.0,1.1281,15.0,490,13.0,119.5
2020,mixed,Jeff Zimmerman,405,14.0,137,14.0,381,11.5,30,3.0,0.3392,13.0,,,33,12.0,19,11.0,4.162,8.0,1.1944,11.0,450,8.0,105.5
2020,mixed,Scott Engel,359,5.0,85,3.0,300,2.0,38,10.0,0.3438,14.0,,,34,13.0,26,14.0,3.441,15.0,1.1749,12.0,501,15.0,103.0
2020,mixed,Eric Karabell,365,6.0,104,7.5,377,10.0,37,8.0,0.328,6.0,,,37,14.5,11,5.5,3.5,14.0,1.1289,14.0,497,14.0,99.5
2020,mixed,Tim Heaney,378,10.0,124,13.0,389,14.0,53,15.0,0.3235,3.0,,,21,2.0,31,15.0,3.992,12.0,1.2356,10.0,430,4.0,98.0
2020,mixed,Scott Swanay,391,12.0,118,11.0,381,11.5,35,6.0,0.3581,15.0,,,22,3.5,17,9.5,4.182,6.0,1.2406,9.0,488,12.0,95.5
2020,mixed,Brent Hershey,387,11.0,104,7.5,352,7.0,46,13.0,0.3326,9.0,,,32,11.0,7,3.0,4.178,7.0,1.2773,6.0,445,7.0,81.5
2020,mixed,Ron Shandler,371,8.0,102,6.0,384,13.0,37,8.0,0.3341,10.0,,,26,7.0,16,7.5,4.358,5.0,1.3303,4.0,436,5.0,73.5
2020,mixed,Michael Rathburn,367,7.0,114,10.0,357,8.0,29,1.5,0.3296,7.0,,,26,7.0,17,9.5,4.406,4.0,1.2599,7.0,464,9.0,70.0
2020,mixed,Bret Sayre,404,13.0,119,12.0,361,9.0,33,5.0,0.3275,5.0,,,31,9.5,6,2.0,4.497,3.0,1.3794,1.0,468,10.0,69.5
2020,mixed,Jake Ciely,375,9.0,100,5.0,324,5.0,52,14.0,0.3351,11.0,,,20,1.0,11,5.5,4.087,10.0,1.3548,3.0,438,6.0,69.5
2020,mixed,Scott Pianowski,330,2.0,71,1.0,321,3.0,37,8.0,0.3389,12.0,,,31,9.5,22,12.0,4.015,11.0,1.2519,8.0,378,1.0,67.5
2020,mixed,Joe Pisapia,258,1.0,76,2.0,254,1.0,42,12.0,0.3063,2.0,,,25,5.0,0,1.0,3.737,13.0,1.1606,13.0,418,3.0,53.0
2020,mixed,Zach Steinhorn,339,4.0,94,4.0,344,6.0,31,4.0,0.326,4.0,,,26,7.0,24,13.0,4.641,2.0,1.3566,2.0,410,2.0,48.0
2020,mixed,Al Melchior,334,3.0,105,9.0,322,4.0,29,1.5,0.3051,1.0,,,22,3.5,16,7.5,5.004,1.0,1.3067,5.0,477,11.0,46.5
