year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2023,al,Doug Dennis,989,12.0,287,12.0,925,12.0,143,11.0,0.3305,12.0,,,43,1.0,99,12.0,3.58,11.0,1.271,6.0,680,1.0,90.0
2023,al,Andy Andres,798,5.0,245,11.0,821,8.0,103,2.0,0.3247,10.0,,,88,12.0,13,1.0,3.58,12.0,1.193,11.0,1283,11.0,83.0
2023,al,Mike Podhorzer,867,11.0,231,9.0,841,10.0,133,8.5,0.319,5.0,,,71,6.0,39,7.0,4.23,6.0,1.282,5.0,1161,6.0,73.5
2023,al,Larry Schechter,866,10.0,230,8.0,905,11.0,133,8.5,0.3199,8.0,,,69,4.0,52,9.0,4.44,2.0,1.316,3.0,1187,8.0,71.5
2023,al,Patrick Davitt,853,7.0,222,6.5,827,9.0,125,7.0,0.3172,4.0,,,72,7.5,38,6.0,3.85,10.0,1.215,9.0,1139,4.0,70.0
2023,al,Joe Sheehan,857,8.0,222,6.5,759,3.0,115,3.0,0.3282,11.0,,,74,9.5,31,4.5,4.25,5.0,1.27,7.0,1262,10.0,67.5
2023,al,Jason Collette,708,1.0,168,1.0,675,1.0,178,12.0,0.3083,2.0,,,85,11.0,20,3.0,3.99,7.0,1.18,12.0,1402,12.0,62.0
2023,al,Eric Samulski,789,3.0,211,5.0,799,6.5,96,1.0,0.3193,6.0,,,72,7.5,74,11.0,3.94,8.0,1.219,8.0,1124,3.0,59.0
2023,al,Rob Leibowitz,859,9.0,239,10.0,799,6.5,142,10.0,0.3232,9.0,,,60,2.0,42,8.0,4.52,1.0,1.349,1.0,970,2.0,58.5
2023,al,Chris Blessing,794,4.0,206,3.0,771,5.0,118,5.0,0.3195,7.0,,,67,3.0,31,4.5,3.92,9.0,1.196,10.0,1186,7.0,57.5
2023,al,Rick Wolf/Glenn Colton,822,6.0,208,4.0,765,4.0,117,4.0,0.3047,1.0,,,74,9.5,18,2.0,4.36,4.0,1.329,2.0,1252,9.0,45.5
2023,al,Jeff Erickson,766,2.0,181,2.0,710,2.0,119,6.0,0.312,3.0,,,70,5.0,59,10.0,4.36,3.0,1.302,4.0,1146,5.0,42.0
