year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2013,nl,Tristan H. Cockcroft,698,3.5,200,11.0,736,10.0,99,6.0,,,0.2475,1.0,78,9.0,76,11.0,3.15,11.0,1.151,12.0,1245,12.0,86.5
2013,nl,Mike Gianella,770,11.0,209,12.0,810,12.0,70,1.0,,,0.265,10.0,67,4.0,54,7.0,3.53,9.0,1.24,8.0,974,2.0,76.0
2013,nl,Todd Zola,726,6.0,141,3.0,719,8.0,89,4.0,,,0.2693,12.0,104,12.0,61,10.0,3.79,3.0,1.277,5.0,1173,10.0,73.0
2013,nl,Steve Gardner,765,10.0,156,4.5,634,3.0,124,11.0,,,0.2639,9.0,99,11.0,39,4.0,3.78,4.0,1.285,3.0,1183,11.0,70.5
2013,nl,Scott Pianowski,761,9.0,182,9.0,772,11.0,75,2.0,,,0.2574,4.0,70,6.5,50,6.0,3.65,7.0,1.219,10.0,1071,4.0,68.5
2013,nl,Brian Walton,796,12.0,194,10.0,714,7.0,108,9.0,,,0.2596,5.0,70,6.5,34,3.0,3.75,5.0,1.284,4.0,1112,6.0,67.5
2013,nl,Phil Hertz,754,8.0,156,4.5,731,9.0,102,7.0,,,0.2601,6.0,60,1.0,77,12.0,3.31,10.0,1.247,7.0,927,1.0,65.5
2013,nl,Peter Kreutzer,746,7.0,173,7.0,691,6.0,91,5.0,,,0.2622,8.0,89,10.0,7,1.0,3.69,6.0,1.248,6.0,1139,8.0,64.0
2013,nl,Lenny Melnick,711,5.0,181,8.0,635,4.0,110,10.0,,,0.2666,11.0,65,2.0,59,8.0,4.1,1.0,1.358,1.0,1130,7.0,57.0
2013,nl,Scott Wilderman,698,3.5,131,2.0,623,1.0,131,12.0,,,0.2609,7.0,66,3.0,43,5.0,3.63,8.0,1.229,9.0,1017,3.0,53.5
2013,nl,Derek Carty,693,2.0,125,1.0,636,5.0,105,8.0,,,0.2529,3.0,75,8.0,60,9.0,3.93,2.0,1.292,2.0,1142,9.0,49.0
2013,nl,Chris Liss,660,1.0,166,6.0,628,2.0,78,3.0,,,0.2488,2.0,69,5.0,26,2.0,3.11,12.0,1.162,11.0,1100,5.0,49.0
