year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2013,al,Larry Schechter,907,12.0,202,8.5,837,11.0,118,7.0,,,0.2582,8.0,85,11.0,78,10.0,3.72,10.0,1.227,12.0,1209,11.0,100.5
2013,al,Rick Wolf/Glenn Colton,871,10.0,221,11.0,907,12.0,128,9.0,,,0.271,12.0,84,10.0,10,2.0,4.16,3.0,1.318,6.0,1181,10.0,85.0
2013,al,Joe Sheehan,892,11.0,182,5.0,834,10.0,132,10.0,,,0.2709,11.0,76,6.0,42,4.0,3.65,12.0,1.237,11.0,1049,3.0,83.0
2013,al,Jeff Erickson,837,9.0,227,12.0,792,9.0,78,2.0,,,0.2568,7.0,81,9.0,86,12.0,3.71,11.0,1.323,5.0,1077,6.0,82.0
2013,al,Matthew Berry,786,4.0,198,7.0,742,5.0,138,11.0,,,0.2519,4.0,78,8.0,58,8.0,3.82,7.0,1.254,10.0,1254,12.0,76.0
2013,al,Steve Moyer,806,6.0,186,6.0,785,6.0,103,6.0,,,0.2699,10.0,77,7.0,45,5.0,4.12,4.0,1.293,7.0,1071,5.0,62.0
2013,al,Rob Leibowitz,813,7.0,202,8.5,789,8.0,149,12.0,,,0.2554,6.0,68,4.0,50,6.5,4.36,2.0,1.351,2.0,978,2.0,58.0
2013,al,Ron Shandler,827,8.0,203,10.0,787,7.0,79,3.0,,,0.2529,5.0,75,5.0,24,3.0,4.05,5.0,1.336,3.0,1080,7.0,56.0
2013,al,Lawr Michaels,702,3.0,174,3.0,647,1.0,77,1.0,,,0.2463,1.0,93,12.0,60,9.0,3.75,9.0,1.27,9.0,1116,8.0,56.0
2013,al,Andy Behrens,796,5.0,177,4.0,692,4.0,102,5.0,,,0.2482,2.0,60,2.0,50,6.5,3.89,6.0,1.328,4.0,1124,9.0,47.5
2013,al,Jason Collette,669,1.0,172,2.0,667,2.0,82,4.0,,,0.2494,3.0,66,3.0,84,11.0,3.79,8.0,1.273,8.0,1059,4.0,46.0
2013,al,Mike Siano,678,2.0,160,1.0,673,3.0,125,8.0,,,0.2648,9.0,53,1.0,9,1.0,4.37,1.0,1.38,1.0,896,1.0,28.0
