year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2025,al,Andy Andres,893,10.0,281,12.0,856,9.0,144,11.0,0.334,12.0,,,78,8.0,35,4.0,3.34,12.0,1.127,12.0,1304,11.0,101.0
2025,al,Ian Kahn,886,9.0,246,9.0,863,10.0,120,6.0,0.3141,7.0,,,91,12.0,49,9.5,3.77,9.0,1.21,9.0,1266,10.0,90.5
2025,al,Rick Wolf/Glenn Colton,930,12.0,253,10.0,887,11.0,116,4.0,0.326,10.0,,,86,11.0,48,8.0,3.91,7.0,1.269,4.0,1321,12.0,89.0
2025,al,Mike Podhorzer,921,11.0,268,11.0,899,12.0,142,10.0,0.3205,8.0,,,52,2.0,49,9.5,4.21,4.0,1.331,1.0,1051,3.0,71.5
2025,al,Jeff Erickson,850,8.0,228,7.0,815,8.0,138,8.5,0.3275,11.0,,,81,9.0,44,7.0,4.45,2.0,1.294,2.0,1202,9.0,71.5
2025,al,Chris Blessing,705,1.0,180,1.0,646,1.0,152,12.0,0.3103,2.0,,,84,10.0,56,11.0,3.69,10.0,1.177,11.0,1149,7.0,66.0
2025,al,Doug Dennis,788,7.0,233,8.0,811,7.0,113,3.0,0.3104,3.0,,,73,7.0,16,1.0,3.67,11.0,1.185,10.0,1085,4.0,61.0
2025,al,Larry Schechter,738,2.0,209,5.0,745,6.0,138,8.5,0.3131,5.0,,,71,5.0,42,5.5,3.94,6.0,1.254,7.0,1145,6.0,56.0
2025,al,Patrick Davitt,756,4.0,222,6.0,721,4.0,111,2.0,0.3132,6.0,,,39,1.0,61,12.0,3.82,8.0,1.265,6.0,667,1.0,50.0
2025,al,Jason Collette,762,5.0,204,3.0,687,2.0,119,5.0,0.3129,4.0,,,72,6.0,30,3.0,4.26,3.0,1.249,8.0,1199,8.0,47.0
2025,al,Rob Leibowitz,775,6.0,205,4.0,712,3.0,125,7.0,0.3076,1.0,,,60,4.0,42,5.5,4.13,5.0,1.278,3.0,1035,2.0,40.5
2025,al,Raphael Rabe,743,3.0,198,2.0,736,5.0,69,1.0,0.3216,9.0,,,58,3.0,23,2.0,4.47,1.0,1.267,5.0,1100,5.0,36.0
