year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2022,nl,Ian Kahn,930,12.0,230,10.0,846,11.0,104,12.0,0.3223,11.0,,,71,8.0,68,11.0,3.85,5.0,1.225,7.0,1289,12.0,99.0
2022,nl,Phil Hertz,887,11.0,250,11.0,912,12.0,71,1.0,0.3197,10.0,,,86,12.0,42,7.0,3.48,10.0,1.178,9.0,1244,10.0,93.0
2022,nl,Wilderman/Prior,852,10.0,269,12.0,828,10.0,90,5.0,0.3196,9.0,,,84,11.0,37,6.0,3.38,12.0,1.133,12.0,1101,6.0,93.0
2022,nl,Tristan H. Cockcroft,758,5.0,184,6.0,742,7.0,95,7.0,0.3108,3.0,,,67,5.0,58,10.0,3.39,11.0,1.168,11.0,1256,11.0,76.0
2022,nl,Derek Carty,814,8.0,179,4.0,769,8.0,101,9.5,0.3159,7.0,,,65,3.0,51,9.0,3.8,7.0,1.173,10.0,1186,9.0,74.5
2022,nl,Steve Gardner,826,9.0,220,9.0,816,9.0,72,2.0,0.3188,8.0,,,68,6.0,46,8.0,3.79,8.0,1.238,5.0,1083,4.0,68.0
2022,nl,Grey Albright,762,6.0,172,2.0,693,3.0,98,8.0,0.3231,12.0,,,83,10.0,15,2.0,3.91,4.0,1.307,1.0,1150,8.0,56.0
2022,nl,Todd Zola,793,7.0,187,7.0,696,4.0,92,6.0,0.313,4.0,,,66,4.0,14,1.0,3.55,9.0,1.185,8.0,1095,5.0,55.0
2022,nl,Brian Walton,692,3.0,183,5.0,731,6.0,102,11.0,0.3079,1.0,,,74,9.0,34,4.0,4.07,1.0,1.263,3.0,1132,7.0,50.0
2022,nl,Peter Kreutzer,744,4.0,191,8.0,672,2.0,101,9.5,0.3144,6.0,,,63,2.0,36,5.0,3.99,3.0,1.257,4.0,933,1.0,44.5
2022,nl,Michael Simione,675,2.0,174,3.0,707,5.0,89,4.0,0.3085,2.0,,,57,1.0,89,12.0,4.04,2.0,1.27,2.0,1031,3.0,36.0
2022,nl,Lenny Melnick,667,1.0,156,1.0,651,1.0,78,3.0,0.314,5.0,,,70,7.0,19,3.0,3.82,6.0,1.232,6.0,945,2.0,35.0
