year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2014,nl,Tristan H. Cockcroft,759,9.0,222,12.0,863,12.0,85,4.0,0.3293,8.0,,,88,10.0,69,10.0,3.25,11.0,1.185,11.0,1239,12.0,99.0
2014,nl,Steve Gardner,767,10.0,173,9.5,671,6.0,119,6.0,0.3386,12.0,,,76,7.0,68,9.0,3.45,8.0,1.197,10.0,1165,7.0,84.5
2014,nl,Phil Hertz,708,5.0,170,8.0,747,10.0,53,1.0,0.3185,5.0,,,85,9.0,63,8.0,3.16,12.0,1.131,12.0,1214,11.0,81.0
2014,nl,Seth Trachtman,779,11.0,153,6.0,701,7.0,121,7.0,0.3299,9.0,,,93,12.0,47,4.0,3.6,5.0,1.268,5.0,1208,10.0,76.0
2014,nl,Mike Gianella,755,8.0,160,7.0,768,11.0,138,11.0,0.3248,7.0,,,71,5.0,52,5.0,3.73,4.0,1.289,3.0,1122,3.0,64.0
2014,nl,Derek Carty,731,6.0,209,11.0,705,8.5,84,3.0,0.3349,11.0,,,80,8.0,24,2.0,3.82,3.0,1.277,4.0,1150,5.0,61.5
2014,nl,Lenny Melnick,809,12.0,173,9.5,705,8.5,127,9.0,0.3209,6.0,,,70,4.0,1,1.0,4.0,1.0,1.327,1.0,1177,8.0,60.0
2014,nl,Todd Zola,661,2.0,130,3.0,648,5.0,130,10.0,0.3059,1.0,,,67,2.5,76,11.0,3.38,9.0,1.212,8.0,1053,2.0,53.5
2014,nl,Brian Walton,733,7.0,127,2.0,627,3.0,155,12.0,0.3185,4.0,,,75,6.0,53,6.0,3.91,2.0,1.304,2.0,1199,9.0,53.0
2014,nl,Peter Kreutzer,636,1.0,138,5.0,599,1.0,83,2.0,0.3342,10.0,,,89,11.0,28,3.0,3.57,6.0,1.226,7.0,1156,6.0,52.0
2014,nl,Scott Wilderman,671,3.0,135,4.0,636,4.0,103,5.0,0.3111,2.0,,,67,2.5,78,12.0,3.54,7.0,1.267,6.0,1123,4.0,49.5
2014,nl,Gene McCaffrey,697,4.0,120,1.0,601,2.0,123,8.0,0.3162,3.0,,,59,1.0,61,7.0,3.38,10.0,1.198,9.0,1024,1.0,46.0
