year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2012,al,Larry Schechter,854,12.0,186,4.0,772,7.0,115,6.0,,,0.2662,10.0,85,11.0,60,9.5,3.98,9.0,1.259,11.0,1048,9.0,88.5
2012,al,Jeff Erickson,842,9.0,218,9.5,819,10.0,122,8.0,,,0.2756,12.0,77,9.0,9,2.0,3.84,10.0,1.317,5.0,1132,12.0,86.5
2012,al,Ron Shandler,735,3.0,222,12.0,708,2.0,131,9.0,,,0.2343,1.0,75,8.0,60,9.5,3.56,11.0,1.297,9.0,1041,7.0,71.5
2012,al,Rick Wolf/Glenn Colton,771,4.0,220,11.0,782,9.0,102,4.0,,,0.2613,7.0,63,1.0,68,11.0,4.11,8.0,1.304,7.0,1044,8.0,70.0
2012,al,Jason Collette,798,6.0,218,9.5,820,11.0,79,1.0,,,0.263,8.0,68,3.0,35,3.0,3.53,12.0,1.189,12.0,1012,4.0,69.5
2012,al,Lawr Michaels,789,5.0,190,5.0,773,8.0,136,10.0,,,0.2467,2.0,71,5.5,57,8.0,4.22,7.0,1.281,10.0,1019,5.0,65.5
2012,al,Andy Behrens,845,10.0,206,7.0,757,6.0,119,7.0,,,0.2535,4.0,92,12.0,38,4.0,4.56,2.0,1.385,1.0,1088,11.0,64.0
2012,al,Rob Leibowitz,848,11.0,212,8.0,855,12.0,97,3.0,,,0.2669,11.0,70,4.0,39,5.0,4.37,3.0,1.354,4.0,984,2.0,63.0
2012,al,Mike Siano,831,8.0,169,1.0,728,4.0,174,12.0,,,0.26,6.0,83,10.0,7,1.0,4.28,5.0,1.302,8.0,1001,3.0,58.0
2012,al,Chris Liss,830,7.0,202,6.0,749,5.0,137,11.0,,,0.2524,3.0,74,7.0,52,6.0,4.33,4.0,1.354,3.0,1039,6.0,58.0
2012,al,Steve Moyer,631,1.0,185,3.0,710,3.0,82,2.0,,,0.2641,9.0,65,2.0,71,12.0,4.23,6.0,1.307,6.0,974,1.0,45.0
2012,al,Matthew Berry,710,2.0,174,2.0,675,1.0,112,5.0,,,0.2556,5.0,71,5.5,53,7.0,4.68,1.0,1.36,2.0,1062,10.0,40.5
