year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2014,al,Rick Wolf/Glenn Colton,886,12.0,190,8.0,914,12.0,124,10.0,0.3334,12.0,,,89,9.0,64,11.0,2.96,12.0,1.161,12.0,1166,8.0,106.0
2014,al,Rob Leibowitz,800,9.0,209,12.0,872,11.0,114,9.0,0.3274,10.0,,,100,12.0,55,8.0,3.82,6.0,1.27,6.0,1134,5.0,88.0
2014,al,Lawr Michaels,771,8.0,137,2.5,759,8.0,131,11.5,0.3232,9.0,,,80,8.0,61,10.0,3.33,10.0,1.222,10.0,1154,7.0,84.0
2014,al,Jeff Erickson,869,11.0,194,9.0,791,10.0,96,6.5,0.3303,11.0,,,90,10.0,67,12.0,4.17,1.0,1.323,1.0,1178,9.0,80.5
2014,al,Ron Shandler,770,7.0,203,11.0,765,9.0,96,6.5,0.3173,7.0,,,77,6.5,21,2.0,3.63,8.0,1.228,8.0,1235,11.0,76.0
2014,al,Joe Sheehan,710,3.0,117,1.0,585,1.0,113,8.0,0.3207,8.0,,,77,6.5,48,6.0,3.31,11.0,1.172,11.0,1257,12.0,67.5
2014,al,Larry Schechter,705,2.0,196,10.0,719,7.0,93,4.0,0.3065,1.0,,,96,11.0,56,9.0,3.55,9.0,1.24,7.0,1138,6.0,66.0
2014,al,Steve Moyer,727,4.0,143,4.0,688,4.0,131,11.5,0.3088,3.0,,,57,1.0,41,4.0,3.76,7.0,1.223,9.0,992,3.0,50.5
2014,al,Jason Collette,742,6.0,167,6.0,716,6.0,92,3.0,0.3148,5.0,,,74,5.0,9,1.0,3.91,5.0,1.307,3.0,1201,10.0,50.0
2014,al,Mike Podhorzer,818,10.0,171,7.0,712,5.0,88,2.0,0.3133,4.0,,,69,3.5,30,3.0,3.98,4.0,1.278,5.0,1124,4.0,47.5
2014,al,Andy Behrens,698,1.0,155,5.0,673,2.0,94,5.0,0.3162,6.0,,,62,2.0,53,7.0,4.06,2.0,1.303,4.0,980,2.0,36.0
2014,al,Chris Liss,731,5.0,137,2.5,678,3.0,73,1.0,0.3084,2.0,,,69,3.5,44,5.0,4.04,3.0,1.32,2.0,962,1.0,28.0
