year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2011,al,Larry Schechter,834,10.0,222,12.0,884,12.0,158,11.0,,,0.255,4.0,81,9.0,56,10.0,3.77,9.0,1.263,8.0,1111,11.0,96.0
2011,al,Jeff Erickson,925,12.0,182,5.5,781,6.0,145,9.0,,,0.2788,12.0,92,12.0,29,3.5,3.99,6.0,1.287,7.0,1038,10.0,83.0
2011,al,Jason Grey,893,11.0,213,11.0,823,11.0,151,10.0,,,0.2562,5.0,90,11.0,50,6.0,4.58,1.0,1.403,1.0,1165,12.0,79.0
2011,al,Matthew Berry,813,9.0,188,8.0,800,10.0,160,12.0,,,0.2598,9.0,71,5.0,20,2.0,4.1,4.0,1.328,4.0,977,7.0,70.0
2011,al,Rick Wolf/Glenn Colton,809,7.0,184,7.0,734,3.0,113,5.0,,,0.252,2.0,74,6.0,54,8.0,3.85,8.0,1.254,9.0,1010,9.0,64.0
2011,al,Jason Collette,781,5.0,159,2.0,799,9.0,103,3.0,,,0.2692,10.0,68,4.0,30,5.0,3.97,7.0,1.249,10.0,996,8.0,63.0
2011,al,Todd Zola,741,4.0,164,3.5,689,2.0,101,2.0,,,0.253,3.0,89,10.0,55,9.0,3.51,12.0,1.164,12.0,951,4.0,61.5
2011,al,Ron Shandler,811,8.0,203,10.0,786,7.0,121,6.0,,,0.2574,7.0,78,8.0,29,3.5,4.58,2.0,1.39,3.0,954,5.0,59.5
2011,al,Steve Moyer,738,3.0,146,1.0,735,4.0,96,1.0,,,0.2717,11.0,65,2.5,58,11.0,3.53,11.0,1.185,11.0,863,1.0,56.5
2011,al,Dean Peterson,730,2.0,192,9.0,791,8.0,104,4.0,,,0.2572,6.0,65,2.5,61,12.0,4.58,3.0,1.4,2.0,965,6.0,54.5
2011,al,Mike Siano,726,1.0,164,3.5,667,1.0,135,8.0,,,0.2505,1.0,75,7.0,51,7.0,3.66,10.0,1.287,6.0,937,3.0,47.5
2011,al,Lawr Michaels,788,6.0,182,5.5,768,5.0,129,7.0,,,0.2576,8.0,58,1.0,8,1.0,4.03,5.0,1.291,5.0,885,2.0,45.5
