year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2021,mixed,Jeff Zimmerman,1086,13.0,317,12.0,1103,14.0,112,11.0,0.342,14.0,,,95,15.0,75,15.0,3.565,14.0,1.1582,13.0,1536,15.0,136.0
2021,mixed,Michael Rathburn,1162,15.0,365,15.0,1113,15.0,115,12.0,0.3331,9.0,,,76,6.0,64,11.5,3.909,9.0,1.1819,11.0,1396,13.0,116.5
2021,mixed,Zach Steinhorn,991,8.0,304,11.0,970,11.0,104,10.0,0.3268,3.0,,,94,14.0,62,9.5,3.628,13.0,1.1179,15.0,1487,14.0,108.5
2021,mixed,Brent Hershey,1070,12.0,283,9.0,956,8.0,99,8.5,0.3319,8.0,,,79,9.0,71,14.0,3.792,11.0,1.1859,10.0,1384,12.0,101.5
2021,mixed,Bret Sayre,1015,10.0,296,10.0,964,9.0,124,14.0,0.3351,11.0,,,77,7.0,70,13.0,4.167,6.0,1.2305,8.0,1247,7.0,95.0
2021,mixed,Eric Karabell,1004,9.0,218,1.0,937,7.0,151,15.0,0.3359,12.0,,,81,11.0,45,6.0,3.698,12.0,1.1666,12.0,1264,9.0,94.0
2021,mixed,Ian Kahn,1090,14.0,331,13.0,967,10.0,71,1.0,0.33,7.0,,,79,9.0,64,11.5,4.326,3.0,1.2739,2.0,1297,10.0,80.5
2021,mixed,Derek VanRiper,894,2.0,247,3.0,865,1.0,80,2.0,0.3343,10.0,,,91,13.0,56,7.5,3.366,15.0,1.1453,14.0,1373,11.0,78.5
2021,mixed,Scott Swanay,1054,11.0,335,14.0,1048,13.0,81,3.0,0.3397,13.0,,,86,12.0,31,3.0,4.39,2.0,1.267,3.0,1153,2.0,76.0
2021,mixed,Joe Pisapia,941,6.0,276,7.0,887,3.0,99,8.5,0.3437,15.0,,,56,1.0,42,4.0,3.922,8.0,1.2468,7.0,1237,5.0,64.5
2021,mixed,Justin Mason,937,5.0,278,8.0,869,2.0,121,13.0,0.3294,6.0,,,74,4.0,23,1.0,4.305,4.0,1.2609,4.0,1258,8.0,55.0
2021,mixed,Scott Pianowski,936,4.0,274,6.0,914,4.0,92,6.5,0.3174,1.0,,,74,4.0,29,2.0,3.882,10.0,1.2171,9.0,1244,6.0,52.5
2021,mixed,Scott Engel,892,1.0,272,5.0,1000,12.0,92,6.5,0.3224,2.0,,,71,2.0,56,7.5,4.005,7.0,1.2482,6.0,1188,3.0,52.0
2021,mixed,Alex Chamberlain,984,7.0,265,4.0,926,6.0,88,4.0,0.3285,5.0,,,74,4.0,44,5.0,4.235,5.0,1.2523,5.0,1197,4.0,49.0
2021,mixed,CJ Kaltenbach,935,3.0,223,2.0,919,5.0,91,5.0,0.3278,4.0,,,79,9.0,62,9.5,4.442,1.0,1.3083,1.0,1130,1.0,40.5
