year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2010,nl,Nate Ravitz,883,13.0,210,12.0,857,13.0,104,7.0,,,0.2709,11.0,79,6.5,68,9.0,3.69,10.0,1.273,10.0,1138,11.0,102.5
2010,nl,Brian Walton,835,10.0,180,6.5,809,12.0,98,4.0,,,0.2619,7.0,84,12.0,32,6.0,3.61,12.0,1.268,11.0,1208,13.0,93.5
2010,nl,Mike Gianella,808,8.0,211,13.0,790,9.0,132,13.0,,,0.272,12.0,71,4.0,80,12.0,4.03,3.0,1.351,3.0,1026,5.0,82.0
2010,nl,Lenny Melnick & Paul Greco,787,6.0,182,8.0,725,5.0,92,3.0,,,0.2732,13.0,90,13.0,5,1.0,3.4,13.0,1.299,8.0,1139,12.0,82.0
2010,nl,Peter Kreutzer,841,11.0,194,11.0,794,11.0,117,10.0,,,0.2597,3.0,81,9.0,6,2.0,3.78,7.0,1.313,6.0,1022,4.0,74.0
2010,nl,Phil Hertz,877,12.0,184,9.0,792,10.0,113,9.0,,,0.264,10.0,83,10.5,9,3.0,4.33,1.0,1.426,1.0,1098,6.0,71.5
2010,nl,Todd Zola,792,7.0,180,6.5,762,8.0,111,8.0,,,0.2552,1.0,83,10.5,31,5.0,3.9,5.0,1.3,7.0,1129,10.0,68.0
2010,nl,Scott Pianowski,745,5.0,156,4.5,741,6.0,102,5.5,,,0.2634,9.0,79,6.5,60,8.0,3.73,8.0,1.287,9.0,1011,3.0,64.5
2010,nl,Larry Schechter,814,9.0,156,4.5,761,7.0,121,11.0,,,0.2609,4.0,70,3.0,72,10.0,4.27,2.0,1.364,2.0,1115,9.0,61.5
2010,nl,Tristan Cockcroft,695,1.0,144,2.0,669,2.0,102,5.5,,,0.2624,8.0,79,6.5,79,11.0,3.7,9.0,1.262,12.0,990,1.0,58.0
2010,nl,Scott Wilderman,741,4.0,122,1.0,639,1.0,124,12.0,,,0.2611,5.0,66,2.0,88,13.0,3.91,4.0,1.327,5.0,1108,8.0,55.0
2010,nl,Cory Schwartz,734,3.0,190,10.0,715,4.0,74,1.0,,,0.2581,2.0,62,1.0,53,7.0,3.68,11.0,1.249,13.0,993,2.0,54.0
2010,nl,Chris Liss,704,2.0,149,3.0,682,3.0,84,2.0,,,0.2612,6.0,79,6.5,14,4.0,3.86,6.0,1.328,4.0,1105,7.0,43.5
