year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2024,mixed,Scott Swanay,1031,14.0,292,12.0,984,13.0,145,5.0,0.3236,12.0,,,92,12.0,82,15.0,3.525,13.0,1.1581,14.0,1301,8.0,118.0
2024,mixed,Bret Sayre,1001,11.0,334,15.0,1010,14.0,174,10.5,0.3381,15.0,,,82,7.0,59,9.0,3.925,5.0,1.2345,7.0,1273,7.0,100.5
2024,mixed,Alex Chamberlain,917,4.0,296,13.0,960,11.0,192,13.0,0.3061,1.0,,,78,5.0,80,14.0,3.636,12.0,1.1988,9.0,1320,10.0,92.0
2024,mixed,Kev Mahserejian,960,7.0,255,9.0,892,3.0,129,2.0,0.3221,11.0,,,96,14.5,61,10.0,3.792,9.0,1.2016,8.0,1396,15.0,88.5
2024,mixed,Scott Engel,1007,12.0,249,6.0,934,8.0,174,10.5,0.3259,14.0,,,90,11.0,42,4.0,3.902,6.0,1.2387,6.0,1354,11.0,88.5
2024,mixed,Andy Behrens,1063,15.0,298,14.0,1057,15.0,195,14.0,0.3251,13.0,,,74,3.0,38,3.0,4.14,2.0,1.24,5.0,1226,4.0,88.0
2024,mixed,Dave Adler,905,1.0,284,11.0,925,7.0,136,4.0,0.3116,2.0,,,94,13.0,43,5.0,3.514,14.0,1.1532,15.0,1395,14.0,86.0
2024,mixed,Justin Mason,1022,13.0,242,5.0,978,12.0,191,12.0,0.318,6.0,,,83,8.0,72,11.0,4.026,4.0,1.1813,10.0,1218,3.0,84.0
2024,mixed,Tristan Cockcroft,918,5.0,265,10.0,954,10.0,150,6.0,0.3138,5.0,,,85,9.0,26,1.0,3.73,10.0,1.1682,12.0,1355,12.0,80.0
2024,mixed,Scott Chu,985,8.5,250,7.0,846,1.0,154,7.0,0.3211,10.0,,,67,1.0,75,12.0,3.438,15.0,1.1748,11.0,1160,1.0,73.5
2024,mixed,Frank Stampfl,986,10.0,240,4.0,918,6.0,157,8.0,0.3191,8.0,,,80,6.0,79,13.0,3.822,8.0,1.2422,4.0,1211,2.0,69.0
2024,mixed,Jeff Zimmerman,985,8.5,223,1.0,900,5.0,165,9.0,0.3132,4.0,,,88,10.0,56,8.0,4.044,3.0,1.2507,2.0,1389,13.0,63.5
2024,mixed,Doug Anderson - Mike Carter,909,2.0,236,3.0,944,9.0,107,1.0,0.3206,9.0,,,73,2.0,29,2.0,3.675,11.0,1.1613,13.0,1319,9.0,61.0
2024,mixed,Todd Zola,914,3.0,251,8.0,894,4.0,134,3.0,0.3129,3.0,,,96,14.5,44,6.0,3.887,7.0,1.2504,3.0,1253,6.0,57.5
2024,mixed,Brent Hershey,947,6.0,230,2.0,870,2.0,216,15.0,0.319,7.0,,,77,4.0,47,7.0,4.369,1.0,1.281,1.0,1237,5.0,50.0
