year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2022,mixed,Derek VanRiper,1102,15.0,342,15.0,1094,15.0,105,6.5,0.333,15.0,,,96,14.0,16,1.0,3.594,9.0,1.1685,12.0,1417,15.0,117.5
2022,mixed,Tim Heaney,962,14.0,273,13.0,950,13.0,145,15.0,0.3112,3.0,,,75,5.0,65,9.0,3.566,11.0,1.1806,8.0,1167,5.0,96.0
2022,mixed,Zach Steinhorn,878,4.0,238,7.0,939,12.0,111,9.0,0.323,11.0,,,83,10.0,49,6.0,3.735,6.0,1.1616,13.0,1363,13.0,91.0
2022,mixed,Bret Sayre,906,7.0,252,11.0,895,7.0,107,8.0,0.3232,12.0,,,105,15.0,38,5.0,3.51,12.0,1.1998,7.0,1244,6.0,90.0
2022,mixed,Scott Engel,898,6.0,203,2.0,801,3.0,94,4.0,0.3215,8.0,,,87,13.0,70,13.5,3.259,14.0,1.1196,15.0,1292,11.0,89.5
2022,mixed,Scott Swanay,954,12.0,273,13.0,979,14.0,125,11.0,0.3227,9.0,,,72,3.5,27,4.0,3.636,8.0,1.2206,4.0,1290,10.0,88.5
2022,mixed,Alex Chamberlain,938,11.0,220,5.0,912,9.0,128,12.0,0.3306,14.0,,,84,11.5,24,3.0,3.76,4.0,1.2259,3.0,1375,14.0,86.5
2022,mixed,Justin Mason,957,13.0,273,13.0,924,11.0,103,5.0,0.3192,7.0,,,77,6.0,66,10.0,3.915,1.0,1.2126,5.0,1341,12.0,83.0
2022,mixed,Doug Anderson,825,1.0,243,9.0,820,4.0,129,13.0,0.3176,5.0,,,79,8.0,23,2.0,3.164,15.0,1.1326,14.0,1132,3.0,74.0
2022,mixed,Jeff Zimmerman,916,9.0,242,8.0,873,5.0,124,10.0,0.3171,4.0,,,70,2.0,68,12.0,3.886,2.0,1.1795,9.0,1266,9.0,70.0
2022,mixed,Scott Pianowski,920,10.0,216,3.0,923,10.0,74,2.0,0.319,6.0,,,84,11.5,67,11.0,3.422,13.0,1.233,2.0,959,1.0,69.5
2022,mixed,Brent Hershey,911,8.0,248,10.0,900,8.0,139,14.0,0.3083,1.0,,,65,1.0,71,15.0,3.873,3.0,1.2417,1.0,1261,8.0,69.0
2022,mixed,Eric Karabell,862,3.0,220,5.0,879,6.0,44,1.0,0.3242,13.0,,,78,7.0,56,7.0,3.57,10.0,1.1761,10.0,1125,2.0,64.0
2022,mixed,Michael Rathburn,882,5.0,220,5.0,793,2.0,88,3.0,0.3228,10.0,,,81,9.0,61,8.0,3.644,7.0,1.2077,6.0,1260,7.0,62.0
2022,mixed,CJ Kaltenbach,835,2.0,185,1.0,697,1.0,105,6.5,0.3093,2.0,,,72,3.5,70,13.5,3.736,5.0,1.1747,11.0,1163,4.0,49.5
