year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2016,nl,Todd Zola,814,6.0,230,11.5,774,7.0,96,6.0,0.3414,12.0,,,78,10.0,55,7.5,3.55,11.0,1.184,11.0,1214,11.0,93.0
2016,nl,Derek Carty,863,9.0,222,9.0,830,12.0,137,10.0,0.3328,6.0,,,85,11.0,5,1.0,3.51,12.0,1.169,12.0,1141,6.0,88.0
2016,nl,Scott Wilderman,818,7.0,230,11.5,780,8.0,138,11.0,0.3406,10.0,,,76,9.0,25,3.0,3.7,10.0,1.229,10.0,1142,7.0,86.5
2016,nl,Phil Hertz,870,10.0,207,7.0,792,9.0,117,8.0,0.3249,2.0,,,73,7.0,75,11.0,3.85,7.0,1.243,9.0,1146,8.0,78.0
2016,nl,Mike Gianella,900,12.0,224,10.0,818,11.0,123,9.0,0.3252,3.0,,,66,3.0,77,12.0,4.68,1.0,1.375,3.0,1182,9.0,73.0
2016,nl,Brian Walton,873,11.0,201,6.0,753,5.0,81,4.0,0.3386,9.0,,,87,12.0,9,2.0,3.88,6.0,1.282,6.0,1239,12.0,73.0
2016,nl,Andy Behrens,758,4.0,170,2.0,760,6.0,73,2.0,0.3409,11.0,,,75,8.0,42,4.0,3.71,9.0,1.27,8.0,1134,5.0,59.0
2016,nl,Ray Guilfoyle,853,8.0,216,8.0,807,10.0,78,3.0,0.335,7.0,,,59,1.5,55,7.5,4.18,5.0,1.299,5.0,1104,3.0,58.0
2016,nl,Steve Gardner,804,5.0,192,4.0,749,4.0,112,7.0,0.3361,8.0,,,72,5.5,47,5.0,4.22,3.0,1.359,4.0,1201,10.0,55.5
2016,nl,Lenny Melnick,653,1.0,163,1.0,627,1.0,158,12.0,0.3283,5.0,,,72,5.5,64,9.0,3.79,8.0,1.271,7.0,992,1.0,50.5
2016,nl,Tristan H. Cockcroft,746,3.0,185,3.0,738,3.0,86,5.0,0.326,4.0,,,70,4.0,48,6.0,4.21,4.0,1.381,2.0,1130,4.0,38.0
2016,nl,Grey Albright,679,2.0,200,5.0,724,2.0,72,1.0,0.3118,1.0,,,59,1.5,73,10.0,4.67,2.0,1.396,1.0,1086,2.0,27.5
