year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2018,al,Rick Wolf/Glenn Colton,907,12.0,240,8.0,879,10.0,107,9.0,0.3336,12.0,,,83,11.0,83,12.0,3.79,9.0,1.241,9.0,1186,8.0,100.0
2018,al,Lawr Michaels,857,8.0,255,10.0,844,9.0,65,1.0,0.3182,5.0,,,80,10.0,53,8.0,3.57,11.0,1.197,11.0,1136,6.0,79.0
2018,al,Seth Trachtman,853,7.0,235,6.0,792,3.0,119,11.0,0.3186,6.0,,,69,5.0,74,11.0,4.0,7.0,1.284,5.0,1271,11.0,72.0
2018,al,Jeff Erickson,886,10.0,241,9.0,832,5.0,94,5.0,0.331,11.0,,,86,12.0,15,1.0,4.32,4.0,1.332,2.0,1307,12.0,71.0
2018,al,Chris Liss,827,4.0,235,6.0,835,6.5,80,4.0,0.3159,3.0,,,75,7.0,30,4.0,3.27,12.0,1.142,12.0,1125,5.0,63.5
2018,al,Mike Podhorzer,865,9.0,203,3.0,798,4.0,105,8.0,0.3268,10.0,,,77,9.0,48,7.0,4.39,3.0,1.271,6.0,1097,3.0,62.0
2018,al,Larry Schechter,842,6.0,235,6.0,835,6.5,98,7.0,0.3134,2.0,,,73,6.0,41,5.0,4.03,6.0,1.256,7.0,1231,10.0,61.5
2018,al,Vlad Sedler,799,2.0,260,11.0,902,12.0,95,6.0,0.3172,4.0,,,65,3.0,58,9.0,4.23,5.0,1.295,4.0,1112,4.0,60.0
2018,al,Jason Collette,825,3.0,223,4.0,843,8.0,69,2.0,0.3235,9.0,,,76,8.0,42,6.0,3.73,10.0,1.25,8.0,1016,1.0,59.0
2018,al,Patrick Davitt,664,1.0,131,1.0,538,1.0,122,12.0,0.3112,1.0,,,62,2.0,65,10.0,3.82,8.0,1.229,10.0,1189,9.0,55.0
2018,al,Doug Dennis,896,11.0,273,12.0,901,11.0,73,3.0,0.3235,8.0,,,59,1.0,16,2.0,4.51,2.0,1.307,3.0,1047,2.0,55.0
2018,al,Rob Leibowitz,837,5.0,188,2.0,664,2.0,111,10.0,0.3205,7.0,,,66,4.0,22,3.0,4.68,1.0,1.337,1.0,1161,7.0,42.0
