year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2017,mixed,Jeff Zimmerman,1057,11.0,304,8.0,1077,15.0,144,12.0,0.3486,14.0,,,99,14.5,90,14.5,3.603,15.0,1.1987,15.0,1526,15.0,134.0
2017,mixed,Fred Zinkie,1119,15.0,342,15.0,1074,14.0,115,7.0,0.3495,15.0,,,94,11.5,11,1.0,4.461,2.0,1.3258,3.0,1450,14.0,97.5
2017,mixed,Zach Steinhorn,1093,14.0,311,10.0,1048,13.0,121,9.0,0.3394,9.0,,,96,13.0,17,2.0,4.063,9.0,1.3019,6.0,1361,12.0,97.0
2017,mixed,Ron Shandler,1082,12.0,301,6.5,1032,12.0,147,15.0,0.3485,13.0,,,91,10.0,81,10.0,3.988,12.0,1.3171,4.0,1183,2.0,96.5
2017,mixed,Al Melchior,1084,13.0,319,12.0,977,6.0,145,13.5,0.3409,10.0,,,83,5.5,82,11.5,4.052,10.0,1.2757,11.0,1223,3.0,95.5
2017,mixed,Bret Sayre,1039,9.0,305,9.0,1017,11.0,101,4.0,0.3434,12.0,,,94,11.5,69,8.0,4.11,8.0,1.3088,5.0,1270,9.0,86.5
2017,mixed,Ray Flowers,1036,8.0,253,3.0,969,5.0,122,10.0,0.3298,7.0,,,83,5.5,75,9.0,3.695,14.0,1.2586,13.0,1238,6.0,80.5
2017,mixed,Gene McCaffrey,978,6.0,312,11.0,1004,9.0,113,6.0,0.3271,2.0,,,71,1.0,90,14.5,3.953,13.0,1.2671,12.0,1226,4.0,78.5
2017,mixed,Joe Pisapia,968,4.5,301,6.5,1000,7.0,110,5.0,0.3291,5.0,,,81,4.0,82,11.5,4.127,7.0,1.2459,14.0,1247,7.0,71.5
2017,mixed,Scott Engel,938,2.0,251,2.0,919,3.0,145,13.5,0.3356,8.0,,,74,2.5,83,13.0,4.177,5.0,1.296,9.0,1365,13.0,71.0
2017,mixed,Scott Swanay,1048,10.0,322,13.0,1016,10.0,117,8.0,0.3295,6.0,,,84,7.0,26,3.0,4.473,1.0,1.356,1.0,1315,10.0,69.0
2017,mixed,Tim Heaney,936,1.0,281,5.0,862,2.0,133,11.0,0.3273,4.0,,,99,14.5,68,7.0,4.051,11.0,1.2977,8.0,1228,5.0,68.5
2017,mixed,Brent Hershey,985,7.0,276,4.0,938,4.0,82,1.0,0.3422,11.0,,,85,8.0,53,4.0,4.128,6.0,1.2919,10.0,1252,8.0,63.0
2017,mixed,Derek Van Riper,951,3.0,324,14.0,1001,8.0,91,2.0,0.3237,1.0,,,86,9.0,63,6.0,4.306,4.0,1.3307,2.0,1334,11.0,60.0
2017,mixed,Scott Pianowski,968,4.5,248,1.0,849,1.0,95,3.0,0.3271,3.0,,,74,2.5,59,5.0,4.368,3.0,1.2998,7.0,1074,1.0,31.0
