year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2025,nl,Tristan Cockcroft,903,10.5,247,10.0,902,11.0,195,12.0,0.3335,11.0,,,103,12.0,19,4.0,3.56,11.0,1.186,11.0,1349,12.0,104.5
2025,nl,Grey Albright,841,7.0,251,12.0,815,7.0,143,9.0,0.3173,6.0,,,77,9.5,70,10.0,3.67,10.0,1.25,6.0,1247,9.0,85.5
2025,nl,Rick Graham,901,9.0,250,11.0,930,12.0,141,7.5,0.3159,3.0,,,77,9.5,34,6.0,4.13,5.0,1.28,4.0,1289,10.0,77.0
2025,nl,Peter Kreutzer,924,12.0,181,4.0,816,8.0,169,11.0,0.3341,12.0,,,64,2.0,11,1.5,3.72,9.0,1.223,8.0,987,2.0,69.5
2025,nl,Derek Carty,794,5.0,183,5.0,732,4.0,89,2.0,0.3206,8.0,,,71,5.0,54,9.0,3.31,12.0,1.162,12.0,1095,6.0,68.0
2025,nl,Erik Halterman,903,10.5,239,9.0,851,10.0,133,6.0,0.3182,7.0,,,73,7.5,11,1.5,4.38,1.0,1.285,3.0,1309,11.0,66.5
2025,nl,Steve Gardner,849,8.0,202,6.0,758,5.0,116,4.0,0.316,4.0,,,67,3.0,73,11.0,4.1,7.0,1.21,10.0,1027,4.0,62.0
2025,nl,Phil Hertz,829,6.0,218,7.0,839,9.0,155,10.0,0.3062,1.0,,,36,1.0,96,12.0,3.89,8.0,1.24,7.0,618,1.0,62.0
2025,nl,Brian Walton,772,4.0,175,2.0,700,2.0,132,5.0,0.3231,9.0,,,80,11.0,26,5.0,4.11,6.0,1.261,5.0,1233,8.0,57.0
2025,nl,Scott Chu,752,2.0,229,8.0,797,6.0,93,3.0,0.3172,5.0,,,73,7.5,17,3.0,4.28,2.0,1.219,9.0,1014,3.0,48.5
2025,nl,Tim Heaney,753,3.0,156,1.0,651,1.0,141,7.5,0.3247,10.0,,,68,4.0,42,7.0,4.23,3.0,1.287,2.0,1148,7.0,45.5
2025,nl,Scott Wilderman,707,1.0,180,3.0,717,3.0,69,1.0,0.3111,2.0,,,72,6.0,49,8.0,4.19,4.0,1.29,1.0,1080,5.0,34.0
