year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2019,mixed,Bret Sayre,1117,14.0,377,15.0,1179,15.0,85,4.0,0.3509,15.0,,,97,13.5,62,8.0,4.06,8.0,1.1863,14.0,1526,15.0,121.5
2019,mixed,Scott Swanay,1095,11.5,350,13.0,1125,14.0,38,1.0,0.3457,13.0,,,92,10.0,77,14.0,3.588,15.0,1.1563,15.0,1465,13.0,119.5
2019,mixed,Brent Hershey,1091,10.0,339,10.0,1044,11.0,130,12.0,0.3453,12.0,,,87,7.0,71,12.0,3.823,13.0,1.2519,9.0,1389,8.0,104.0
2019,mixed,Jeff Zimmerman,1057,6.0,332,8.0,1085,13.0,117,10.0,0.333,6.0,,,88,8.0,79,15.0,3.892,12.0,1.1988,13.0,1377,7.0,98.0
2019,mixed,Tim Heaney,1054,4.0,343,11.0,1023,8.0,158,14.0,0.3342,8.0,,,92,10.0,65,9.0,3.999,10.0,1.2448,10.0,1400,9.0,93.0
2019,mixed,Eric Karabell,1062,7.0,320,6.0,1016,5.0,106,8.0,0.3367,10.0,,,92,10.0,67,10.0,3.759,14.0,1.2004,12.0,1420,10.0,92.0
2019,mixed,Derek VanRiper,1078,9.0,307,4.0,960,2.0,161,15.0,0.3487,14.0,,,101,15.0,43,4.0,4.011,9.0,1.2678,7.0,1423,11.0,90.0
2019,mixed,Zach Steinhorn,1119,15.0,346,12.0,1042,10.0,107,9.0,0.3314,5.0,,,97,13.5,68,11.0,4.346,6.0,1.2999,4.0,1323,4.0,89.5
2019,mixed,Ray Flowers,1049,3.0,337,9.0,1053,12.0,81,3.0,0.3384,11.0,,,94,12.0,21,2.0,3.955,11.0,1.2388,11.0,1472,14.0,88.0
2019,mixed,Al Melchior,1098,13.0,366,14.0,1022,7.0,100,6.0,0.3241,1.0,,,70,2.5,49,7.0,4.513,4.0,1.2898,5.0,1363,6.0,65.5
2019,mixed,Scott Engel,1073,8.0,295,3.0,963,3.0,146,13.0,0.3365,9.0,,,80,6.0,3,1.0,4.711,1.0,1.3284,2.0,1438,12.0,58.0
2019,mixed,Ron Shandler,1041,2.0,329,7.0,1031,9.0,92,5.0,0.331,4.0,,,79,5.0,48,6.0,4.082,7.0,1.2528,8.0,1266,3.0,56.0
2019,mixed,Gene McCaffrey,1014,1.0,315,5.0,999,4.0,121,11.0,0.3336,7.0,,,70,2.5,39,3.0,4.349,5.0,1.289,6.0,1359,5.0,49.5
2019,mixed,Scott Pianowski,1095,11.5,291,1.0,1021,6.0,80,2.0,0.329,3.0,,,77,4.0,45,5.0,4.637,3.0,1.326,3.0,1178,2.0,40.5
2019,mixed,Michael Rathburn,1055,5.0,293,2.0,949,1.0,103,7.0,0.3283,2.0,,,60,1.0,72,13.0,4.641,2.0,1.3497,1.0,1152,1.0,35.0
