year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2022,al,Doug Dennis,979,12.0,262,12.0,918,12.0,141,12.0,0.3276,12.0,,,46,1.0,94,12.0,3.27,12.0,1.147,11.0,677,1.0,97.0
2022,al,Mike Podhorzer,742,4.0,226,11.0,796,11.0,80,6.0,0.3127,7.0,,,84,12.0,45,7.0,3.41,10.0,1.156,10.0,1144,10.0,88.0
2022,al,Larry Schechter,782,9.0,181,3.0,765,9.5,91,8.0,0.3182,11.0,,,83,11.0,56,9.0,4.04,3.0,1.228,5.0,1138,9.0,77.5
2022,al,Rob Leibowitz,769,8.0,197,9.0,707,4.0,100,10.0,0.3095,5.0,,,63,3.0,57,10.0,3.37,11.0,1.11,12.0,955,2.0,74.0
2022,al,Jeff Erickson,759,7.0,189,6.5,737,6.0,92,9.0,0.3114,6.0,,,68,6.5,51,8.0,3.46,9.0,1.182,8.0,1133,7.0,73.0
2022,al,Rick Wolf/Glenn Colton,788,10.0,206,10.0,748,7.0,86,7.0,0.3136,8.0,,,75,9.0,20,1.0,4.1,1.0,1.201,7.0,1120,6.0,66.0
2022,al,Patrick Davitt,744,5.0,190,8.0,765,9.5,138,11.0,0.3039,2.0,,,67,4.5,26,4.0,3.65,7.0,1.253,3.0,1003,3.0,57.0
2022,al,Ryan Bloomfield,756,6.0,189,6.5,706,3.0,57,1.0,0.3075,4.0,,,76,10.0,33,5.0,3.79,5.0,1.231,4.0,1149,11.0,55.5
2022,al,Howard Bender,741,3.0,178,2.0,728,5.0,76,4.0,0.3063,3.0,,,67,4.5,67,11.0,3.53,8.0,1.214,6.0,1134,8.0,54.5
2022,al,Joe Sheehan,724,2.0,187,5.0,749,8.0,69,2.0,0.3151,10.0,,,68,6.5,22,2.0,3.72,6.0,1.156,9.0,1051,4.0,54.5
2022,al,Jason Collette,799,11.0,182,4.0,700,2.0,70,3.0,0.315,9.0,,,58,2.0,25,3.0,4.05,2.0,1.268,1.0,1101,5.0,42.0
2022,al,Chris Blessing,673,1.0,172,1.0,692,1.0,78,5.0,0.2937,1.0,,,70,8.0,35,6.0,3.93,4.0,1.266,2.0,1203,12.0,41.0
