year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2019,nl,Phil Hertz,931,11.0,259,8.0,872,7.0,94,10.0,0.3443,10.0,,,88,11.0,54,8.0,4.08,10.0,1.233,12.0,1438,12.0,99.0
2019,nl,Brian Walton,1025,12.0,310,10.0,942,11.0,127,12.0,0.3473,11.0,,,73,8.5,14,2.0,3.96,12.0,1.255,6.0,1233,9.0,93.5
2019,nl,Grey Albright,909,7.0,268,9.0,900,9.0,93,9.0,0.3359,9.0,,,77,10.0,68,10.5,4.19,4.0,1.251,8.0,1279,10.0,85.5
2019,nl,Derek Carty,921,9.5,345,12.0,1051,12.0,68,2.0,0.3243,4.0,,,66,4.0,68,10.5,3.98,11.0,1.252,7.0,1143,4.0,76.0
2019,nl,Tristan H. Cockcroft,875,6.0,245,6.0,842,6.0,86,3.5,0.3254,5.0,,,91,12.0,71,12.0,4.09,8.0,1.305,3.0,1359,11.0,72.5
2019,nl,Scott Wilderman,921,9.5,314,11.0,915,10.0,87,5.0,0.3506,12.0,,,64,2.5,26,3.0,4.56,1.0,1.344,1.0,1188,7.0,62.0
2019,nl,Steve Gardner,838,4.0,222,4.0,781,3.0,92,7.5,0.3349,8.0,,,73,8.5,52,7.0,4.13,7.0,1.255,5.0,1161,5.0,59.0
2019,nl,Andy Behrens,912,8.0,234,5.0,883,8.0,34,1.0,0.3298,7.0,,,67,5.5,27,4.0,4.4,2.0,1.248,9.0,1123,2.0,51.5
2019,nl,Craig Mish,802,2.0,187,1.0,736,2.0,90,6.0,0.3242,3.0,,,68,7.0,29,5.0,4.14,6.0,1.238,11.0,1200,8.0,51.0
2019,nl,Todd Zola,854,5.0,216,3.0,785,4.0,86,3.5,0.3193,2.0,,,67,5.5,42,6.0,4.09,9.0,1.301,4.0,1177,6.0,48.0
2019,nl,Justin Mason,734,1.0,207,2.0,642,1.0,104,11.0,0.317,1.0,,,64,2.5,60,9.0,4.25,3.0,1.244,10.0,1137,3.0,43.5
2019,nl,Lenny Melnick,822,3.0,248,7.0,804,5.0,92,7.5,0.3289,6.0,,,59,1.0,11,1.0,4.19,5.0,1.313,2.0,1089,1.0,38.5
