year,league,team,R,R_pts,HR,HR_pts,RBI,RBI_pts,SB,SB_pts,OBP,OBP_pts,AVG,AVG_pts,W,W_pts,SV,SV_pts,ERA,ERA_pts,WHIP,WHIP_pts,SO,SO_pts,total_pts
2015,nl,Mike Gianella,842,11.5,218,12.0,848,12.0,108,7.0,0.3324,8.0,,,72,6.0,85,10.0,3.63,9.0,1.222,9.0,1209,9.0,93.5
2015,nl,Tristan H. Cockcroft,793,9.5,201,10.0,775,10.0,86,3.5,0.3183,2.0,,,76,7.5,93,11.0,3.66,8.0,1.23,8.0,1364,10.0,79.5
2015,nl,Derek Carty,679,2.0,151,2.0,593,2.0,141,11.0,0.342,11.0,,,103,12.0,0,1.0,3.31,12.0,1.181,12.0,1397,12.0,77.0
2015,nl,Ray Guilfoyle,758,6.0,208,11.0,793,11.0,86,3.5,0.3183,3.0,,,80,9.0,80,9.0,3.68,7.0,1.184,11.0,943,2.0,72.5
2015,nl,Phil Hertz,842,11.5,187,8.0,725,6.0,119,8.5,0.3331,9.0,,,76,7.5,8,4.0,3.6,10.0,1.294,3.0,1029,4.0,71.5
2015,nl,Lenny Melnick,793,9.5,189,9.0,737,7.0,153,12.0,0.3191,4.0,,,87,10.0,7,3.0,3.87,4.0,1.265,6.0,1036,5.0,69.5
2015,nl,Scott Wilderman,746,5.0,166,6.0,693,3.0,131,10.0,0.3422,12.0,,,59,2.0,96,12.0,3.68,6.0,1.206,10.0,993,3.0,69.0
2015,nl,Gene McCaffrey,618,1.0,124,1.0,547,1.0,42,1.0,0.3224,7.0,,,94,11.0,34,5.0,3.46,11.0,1.259,7.0,1392,11.0,56.0
2015,nl,Brian Walton,784,8.0,175,7.0,741,8.0,90,5.0,0.3191,5.0,,,71,4.5,6,2.0,3.9,3.0,1.333,2.0,1091,8.0,52.5
2015,nl,Steve Gardner,742,4.0,165,5.0,762,9.0,119,8.5,0.3159,1.0,,,66,3.0,68,7.0,4.12,2.0,1.288,4.0,1060,6.0,49.5
2015,nl,Todd Zola,700,3.0,160,3.0,707,5.0,85,2.0,0.3201,6.0,,,71,4.5,45,6.0,3.83,5.0,1.272,5.0,1086,7.0,46.5
2015,nl,Peter Kreutzer,760,7.0,162,4.0,706,4.0,94,6.0,0.3406,10.0,,,53,1.0,69,8.0,4.62,1.0,1.469,1.0,860,1.0,43.0
