,COCKCROFT,,HERTZ,,CARTY,    ,KREUTZER,,ZOLA,,WILDERMAN,,WALTON,,PIANOWSKI,,MELNICK,,LISS,,GIANELLA,,CARDNER,
,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,2,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0
,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0
,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,3,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1
C,M Montero,17,Y Molina,20,Posey,28,T D'Arnaud,5,Russ Martin,9,W Rosario,18,Wilson Ramos,10,C Ruiz,9,John Buck,2,McCann,11,Ram Hernandez,1,Lucroy,16
C,Y Grandal,2,N Hundley,2,R Hanigan,3,R Brantly,6,Hector Sanchez,1,Kratz,2,Kurt Suzuki,2,AJ Ellis,5,M McKenry,1,Mesoraco,4,Gerald Laird,1,M Maldonado,1
1B,Goldschmidt,26,Ike Davis,25,Rizzo,22,Votto,37,A Craig,25,J Mayberry,6,Adam LaRoche,17,F Freeman,26,B Belt,21,Logan Morrison,10,Ad Gonzalez,26,C Hart,15
3B,Eric Chavez,1,T Frazier,20,Ju Francisco,9,R Zimmerman,27,Ar Ramirez,24,Ty Wigginton,1,Headley,21,Gyorko,12,J Pacheco,4,I Stewart,1,Han Ramirez,17,D Wright,29
CI,Ryan Howard,20,Y Alonso,15,N Arenado,3,Matt Adams,5,Chris Johnson,8,Jesus Guzman,1,Luis Cruz,4,P Alvarez,17,Colvin,12,T Helton,5,Sandoval,20,Matt Carpenter,14
2B,Uggla,15,Scutaro,13,Mark Eillis,5,Descalso,3,Dan Murphy,15,Lombardozzi,6,R Weeks,19,Mi Young,17,Dan Espinosa,18,D Barney,8,Br Phillips,24,Jerry Hairston,1
SS,P Kozma,3,J Rollins,22,Pennington,8,Z Cozart,14,Rutledge,17,Ev Cabrera,17,An Simmons,15,Br Crawford,5,Clint Barmes,1,Tulowitzki,32,St Castro,27,Desmond,25
MI,Don Solano,2,N Walker,20,R Tejada,7,Dee Gordon,8,Alex Gonzalez,1,Chris Nelson,3,Utley,19,S Schumaker,2,Bloomquist,1,B Hamilton,7,Aaron Hill,22,J Segura,15
OF,Jay Bruce,30,Prado,24,Braun,41,Pence,21,Jon Jay,13,Kemp,36,J Werth,20,N Aoki,22,Ju Upton,35,Harper,33,L Duda,9,Choo,24
OF,BJ Upton,27,Fowler,18,D DeJesus,10,A Pagan,19,C Quentin,16,M Holliday,27,Cuddyer,19,Gar Jones,14,McCutchen,35,G Stanton,37,Car Beltran,19,Heyward,32
OF,Car Gomez,25,J Valdespin,10,G Parra,16,D Span,14,Cody Ross,12,B Revere,20,Carl Crawford,17,Ruggiano,13,Car Gonzalez,36,Ju Pierre,16,Ry Ludwick,12,A Eaton,8
OF,Kubel,14,Dom Brown,15,Eric Young,5,Sc Hairston,4,Gr Blanco,4,St Marte,16,Venable,14,M Byrd,2,Maybin,25,O Tavares,6,Ethier,17,K Blanks,1
UT,C Yelich,1,Gaby Sanchez,2,Wel Castillo,4,Y Torrealba,1,Chris Heisey,5,J Tabata,2,P Polanco,2,A Hechavarria,6,Y Puig,1,Delmon Young,9,Freese,18,Bernadina,1
SW,Evan Gattis,2,Zach Wheeler,1,C Denorfia,3,Tyler Moore,2,N Schierholtz,13,Travis Snider,8,Forsythe,3,Andres Torres,1,C Cowgill,4,AJ Pollack,2,Al Soriano,13,J Chacin,1
P,A Chapman,21,Melancon,2,Kershaw,32,Cliff Lee,26,Parnell,13,Kimbrel,23,Papelbon,20,Wainwright,24,Gio Gonzalez,22,Strasburg,29,Latos ,18,Axford,15
