28,GIANELLA,,COCKCROFT,,ALBRIGHT,    ,CARTY,,GUILFOYLE,,HERTZ,,MELNICK,,WILDERMAN,,BEHRENS,,WALTON,,GARDNER,,ZOLA,
,Left to Spend,2,Left to Spend,0,Left to Spend,5,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0,Left to Spend,0
,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0,Players Needed,0
,Max Bid,3,Max Bid,1,Max Bid,6,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1,Max Bid,1
C,Jonathan Lucroy,17,Wilson Ramos,12,Devin Mesoraco,13,Carlos Ruiz,3,Welington Castillo,12,J.T. Realmuto,13,Martin Maldonado,1,Kyle Schwarber,26,Yadier Molina,8,Brayan Pena,2,Buster Posey,28,Francisco Cervelli,11
C,Yasmani Grandal,15,Tom Murphy,3,Nick Hundley,12,Dustin Garneau,1,Kevin Plawecki,1,Travis d'Arnaud,16,Jose Lobaton,1,Tyler Flowers,4,A.J. Pierzynski,4,Andrew Susac,1,A.J. Ellis,2,Cameron Rupp,5
1B,Derek Norris,12,Darin Ruf,2,Anthony Rizzo,38,Wil Myers,16,Freddie Freeman,29,Lucas Duda,23,Justin Bour,17,Howie Kendrick,15,Adrian Gonzalez,25,Brandon Moss,12,Paul Goldschmidt,43,Joey Votto,39
3B,Matt Duffy,15,Anthony Rendon,23,Maikel Franco,23,Mark Reynolds,5,Wil Middlebrooks,1,David Wright,13,Hector Olivera,12,Kris Bryant,35,Nolan Arenado,33,Matt Carpenter,29,Aaron Hill,6,Daniel Murphy,18
CI,Adonis Garcia,7,Martin Prado,9,Chris Carter,15,Ryan Howard,9,Josh Bell,1,Ryan Zimmerman,14,Brandon Belt,23,Justin Turner,14,Derek Dietrich,6,Jake Lamb,11,Brandon Drury,4,Danny Espinosa,2
2B,Brandon Phillips,13,Javier Baez,6,Dee Gordon,30,Joe Panik,11,Chase Utley,2,Josh Harrison,16,Kelly Johnson,1,Jedd Gyorko,6,Ben Zobrist,20,DJ LeMahieu,19,Cory Spangenberg,9,Neil Walker,19
SS,Jean Segura,13,Addison Russell,19,Zack Cozart,4,Erick Aybar,10,Trevor Story,7,Jordy Mercer,1,Chris Owings,2,Jonathan Villar,16,Alexei Ramirez,11,J.P. Crawford,4,Corey Seager,23,Eugenio Suarez,12
MI,Asdrubal Cabrera,9,Kolten Wong,19,Orlando Arcia,2,Jung-Ho Kang,15,Adeiny Hechavarria,3,Jace Peterson,3,Cristhian Adames,1,Ruben Tejada,1,Cesar Hernandez,8,Nick Ahmed,2,Brandon Crawford,16,Freddy Galvis,1
