P,Addison Reed,15,Tyson Ross,11,Tony Cingrani,14,Michael Wacha,17,Julio Teheran,16,Ervin Santana,8,Bartolo Colon,6,Tim Hudson,8,Vic Black,2,Joe Kelly,2,Lance Lynn,13,Jeff Samardzija,13
P,Zack Wheeler,10,Cashner,15,Alex Wood,9,Mat Latos,17,Tim Lincecum,9,Henderson Alvarez,5,Carlos Martinez,7,Kyle Lohse,7,Tanner Roark,3,Travis Wood,4,Matt Garza,11,Yovani Gallardo,11
P,Mark Melancon,4,Josh Johnson,7,Dylan Gee,4,Johnny Cueto,13,Noah Syndergaard,2,Jonathan Broxton,1,Wade Miley,4,Tyler Clippard,3,Jake Arrieta,1,Ian Kennedy,7,Robbie Erlin,3,Dan Haren,8
P,J.J. Putz,1,Rex Brothers,6,Charlie Morton,5,Wandy Rodriguez,5,Jorge de la Rosa,2,Gavin Floyd,1,Bronson Arroyo,4,Joaquin Benoit,4,Edwin Jackson,1,Brian Wilson,1,David Carpenter,1,Josh Beckett,4
P,Mike Leake,3,Jon Niese,4,Taylor Jordan,2,Nathan Eovaldi,5,Trevor Cahill,4,Burch Smith,1,Jason Hammel,2,Josh Collmenter,1,Freddy Garcia,1,Drew Storen,1,Tyler Thornburg,1,Brandon McCarthy,3
P,Randall Delgado,1,A.J. Burnett,10,Sean Marshall,7,Brett Anderson,4,Jenry Mejia,1,Ryan Vogelsong,1,Jason Motte,1,Chad Billingsley,1,Paul Maholm,1,Kyuji Fujikawa,1,Nick Vincent,3,Eric Stults,1
R,Jhouls Chacin,,Maikel Franco,,Wilmer Flores,,Joc Pederson,,Brandon Kintzler,,Juan Nicasio,,Jacob Turner,,Yusmiero Petit,,Arodys. Vizcaino,,Travis Snider,,Alberto Almora,,Jaime Garcia,
R,Edinson Volquez,,Santiago Casilla,,David Hale,,Tommy La Stella,,Bobby Abreu,,Kyle Kendrick,,Darwin Barney,,Sam LeCure,,Will Smith,,Anthony Recker,,Jameson Taillon,,Carlos Villanueva,
R,Roger Bernadina,,John Mayberry,,Tom Koehler,,Zach Walters,,Tyler Chatwood,,R. Montero,,Paco Rodriguez,,Alex Torres,,A.J. Cole,,Scott Hairston,,Carter Capps,,Justin Turner,
R,Andrew Lambo,,A.J. Ramos,,Daniel Descalso,,Edwin Escobar,,Pedro Strop,,E. Butler,,Logan Schafer,,M. Wisler,,Tyler Colvin,,Tyler Pastornicky,,Francisco Rodriguez,,Jonathan Gray,
,,,,,,,,,,,,,,,,,,,,,,,,
,,170,,185,,161,,146,,176,,196,,179,,184,,209,,188,,177,,181
,,90,,75,,99,,114,,84,,64,,81,,76,,51,,72,,83,,79
